var0,var1,var2,var3,y,fold,train_test
5.7,2.5,5.0,2.0, negative,4,tra
5.8,2.8,5.1,2.4, negative,4,tra
7.7,3.8,6.7,2.2, negative,4,tra
7.7,2.8,6.7,2.0, negative,4,tra
6.3,2.7,4.9,1.8, negative,4,tra
6.7,3.3,5.7,2.1, negative,4,tra
6.1,3.0,4.9,1.8, negative,4,tra
6.4,2.8,5.6,2.1, negative,4,tra
7.2,3.0,5.8,1.6, negative,4,tra
7.4,2.8,6.1,1.9, negative,4,tra
7.9,3.8,6.4,2.0, negative,4,tra
6.4,2.8,5.6,2.2, negative,4,tra
6.3,2.8,5.1,1.5, negative,4,tra
6.1,2.6,5.6,1.4, negative,4,tra
7.7,3.0,6.1,2.3, negative,4,tra
6.3,3.4,5.6,2.4, negative,4,tra
6.4,3.1,5.5,1.8, negative,4,tra
6.0,3.0,4.8,1.8, negative,4,tra
6.9,3.1,5.4,2.1, negative,4,tra
6.7,3.1,5.6,2.4, negative,4,tra
6.8,3.2,5.9,2.3, negative,4,tra
6.7,3.3,5.7,2.5, negative,4,tra
6.7,3.0,5.2,2.3, negative,4,tra
6.3,2.5,5.0,1.9, negative,4,tra
6.5,3.0,5.2,2.0, negative,4,tra
6.2,3.4,5.4,2.3, negative,4,tra
5.9,3.0,5.1,1.8, negative,4,tra
6.0,2.2,5.0,1.5, negative,4,tra
6.9,3.2,5.7,2.3, negative,4,tra
4.6,3.4,1.4,0.3, positive,1,tst
5.4,3.7,1.5,0.2, positive,1,tst
5.7,3.8,1.7,0.3, positive,1,tst
5.1,3.8,1.5,0.3, positive,1,tst
4.9,3.1,1.5,0.1, positive,1,tst
4.9,3.1,1.5,0.1, positive,1,tst
4.4,3.0,1.3,0.2, positive,1,tst
5.1,3.8,1.6,0.2, positive,1,tst
4.9,3.1,1.5,0.1, positive,1,tst
5.0,3.5,1.6,0.6, positive,1,tst
6.0,3.4,4.5,1.6, negative,1,tst
6.9,3.1,4.9,1.5, negative,1,tst
6.3,3.3,4.7,1.6, negative,1,tst
6.7,3.1,4.4,1.4, negative,1,tst
5.8,2.7,4.1,1.0, negative,1,tst
6.7,3.1,4.7,1.5, negative,1,tst
5.5,2.5,4.0,1.3, negative,1,tst
6.1,3.0,4.6,1.4, negative,1,tst
5.0,2.3,3.3,1.0, negative,1,tst
5.6,2.7,4.2,1.3, negative,1,tst
7.2,3.6,6.1,2.5, negative,1,tst
5.7,2.5,5.0,2.0, negative,1,tst
7.7,2.8,6.7,2.0, negative,1,tst
6.7,3.3,5.7,2.1, negative,1,tst
7.9,3.8,6.4,2.0, negative,1,tst
6.4,2.8,5.6,2.2, negative,1,tst
6.7,3.3,5.7,2.5, negative,1,tst
6.7,3.0,5.2,2.3, negative,1,tst
6.3,2.5,5.0,1.9, negative,1,tst
5.9,3.0,5.1,1.8, negative,1,tst
5.1,3.5,1.4,0.2, positive,1,tst
4.9,3.0,1.4,0.2, positive,1,tst
4.6,3.1,1.5,0.2, positive,1,tst
5.0,3.6,1.4,0.2, positive,1,tst
5.4,3.9,1.7,0.4, positive,1,tst
5.0,3.4,1.5,0.2, positive,1,tst
4.4,2.9,1.4,0.2, positive,1,tst
4.8,3.4,1.6,0.2, positive,1,tst
4.8,3.0,1.4,0.1, positive,1,tst
4.3,3.0,1.1,0.1, positive,1,tst
5.7,4.4,1.5,0.4, positive,1,tst
5.4,3.9,1.3,0.4, positive,1,tst
5.1,3.5,1.4,0.3, positive,1,tst
5.4,3.4,1.7,0.2, positive,1,tst
5.1,3.7,1.5,0.4, positive,1,tst
4.6,3.6,1.0,0.2, positive,1,tst
5.1,3.3,1.7,0.5, positive,1,tst
4.8,3.4,1.9,0.2, positive,1,tst
5.0,3.0,1.6,0.2, positive,1,tst
5.0,3.4,1.6,0.4, positive,1,tst
5.2,3.5,1.5,0.2, positive,1,tst
5.2,3.4,1.4,0.2, positive,1,tst
4.7,3.2,1.6,0.2, positive,1,tst
4.8,3.1,1.6,0.2, positive,1,tst
5.4,3.4,1.5,0.4, positive,1,tst
5.2,4.1,1.5,0.1, positive,1,tst
5.5,4.2,1.4,0.2, positive,1,tst
5.0,3.2,1.2,0.2, positive,1,tst
5.5,3.5,1.3,0.2, positive,1,tst
5.1,3.4,1.5,0.2, positive,1,tst
5.0,3.5,1.3,0.3, positive,1,tst
4.5,2.3,1.3,0.3, positive,1,tst
5.1,3.8,1.9,0.4, positive,1,tst
4.8,3.0,1.4,0.3, positive,1,tst
4.6,3.2,1.4,0.2, positive,1,tst
5.3,3.7,1.5,0.2, positive,1,tst
5.0,3.3,1.4,0.2, positive,1,tst
4.7,3.2,1.3,0.2, positive,1,tst
5.8,4.0,1.2,0.2, positive,1,tst
4.4,3.2,1.3,0.2, positive,1,tst
5.0,3.4,1.5,0.2, positive,2,tst
4.8,3.0,1.4,0.1, positive,2,tst
5.1,3.7,1.5,0.4, positive,2,tst
4.8,3.1,1.6,0.2, positive,2,tst
5.5,4.2,1.4,0.2, positive,2,tst
5.1,3.4,1.5,0.2, positive,2,tst
4.8,3.0,1.4,0.3, positive,2,tst
4.6,3.2,1.4,0.2, positive,2,tst
5.3,3.7,1.5,0.2, positive,2,tst
4.7,3.2,1.3,0.2, positive,2,tst
6.0,2.9,4.5,1.5, negative,2,tst
5.2,2.7,3.9,1.4, negative,2,tst
6.1,2.9,4.7,1.4, negative,2,tst
5.6,2.5,3.9,1.1, negative,2,tst
5.9,3.2,4.8,1.8, negative,2,tst
6.1,2.8,4.0,1.3, negative,2,tst
6.7,3.0,5.0,1.7, negative,2,tst
5.7,2.6,3.5,1.0, negative,2,tst
5.5,2.4,3.8,1.1, negative,2,tst
5.5,2.4,3.7,1.0, negative,2,tst
6.0,2.7,5.1,1.6, negative,2,tst
6.3,2.3,4.4,1.3, negative,2,tst
5.6,3.0,4.1,1.3, negative,2,tst
5.5,2.6,4.4,1.2, negative,2,tst
6.3,2.9,5.6,1.8, negative,2,tst
6.5,3.0,5.8,2.2, negative,2,tst
6.3,2.7,4.9,1.8, negative,2,tst
7.2,3.0,5.8,1.6, negative,2,tst
6.3,2.8,5.1,1.5, negative,2,tst
6.9,3.2,5.7,2.3, negative,2,tst
5.1,3.5,1.4,0.2, positive,2,tst
4.9,3.0,1.4,0.2, positive,2,tst
4.6,3.1,1.5,0.2, positive,2,tst
5.0,3.6,1.4,0.2, positive,2,tst
5.4,3.9,1.7,0.4, positive,2,tst
4.6,3.4,1.4,0.3, positive,2,tst
4.4,2.9,1.4,0.2, positive,2,tst
5.4,3.7,1.5,0.2, positive,2,tst
4.8,3.4,1.6,0.2, positive,2,tst
4.3,3.0,1.1,0.1, positive,2,tst
5.7,4.4,1.5,0.4, positive,2,tst
5.4,3.9,1.3,0.4, positive,2,tst
5.1,3.5,1.4,0.3, positive,2,tst
5.7,3.8,1.7,0.3, positive,2,tst
5.1,3.8,1.5,0.3, positive,2,tst
5.4,3.4,1.7,0.2, positive,2,tst
4.6,3.6,1.0,0.2, positive,2,tst
5.1,3.3,1.7,0.5, positive,2,tst
4.8,3.4,1.9,0.2, positive,2,tst
5.0,3.0,1.6,0.2, positive,2,tst
5.0,3.4,1.6,0.4, positive,2,tst
5.2,3.5,1.5,0.2, positive,2,tst
5.2,3.4,1.4,0.2, positive,2,tst
4.7,3.2,1.6,0.2, positive,2,tst
5.4,3.4,1.5,0.4, positive,2,tst
5.2,4.1,1.5,0.1, positive,2,tst
4.9,3.1,1.5,0.1, positive,2,tst
5.0,3.2,1.2,0.2, positive,2,tst
5.5,3.5,1.3,0.2, positive,2,tst
4.9,3.1,1.5,0.1, positive,2,tst
4.4,3.0,1.3,0.2, positive,2,tst
5.0,3.5,1.3,0.3, positive,2,tst
4.5,2.3,1.3,0.3, positive,2,tst
5.1,3.8,1.9,0.4, positive,2,tst
5.1,3.8,1.6,0.2, positive,2,tst
5.0,3.3,1.4,0.2, positive,2,tst
4.9,3.1,1.5,0.1, positive,2,tst
5.8,4.0,1.2,0.2, positive,2,tst
4.4,3.2,1.3,0.2, positive,2,tst
5.0,3.5,1.6,0.6, positive,2,tst
