var0,var1,var2,var3,var4,var5,var6,y,fold,train_test
0.63,0.86,0.48,0.5,0.39,0.47,0.34, negative,1,tra
0.63,0.83,0.48,0.5,0.4,0.39,0.19, negative,1,tra
0.63,0.71,0.48,0.5,0.6,0.4,0.39, negative,1,tra
0.71,0.86,0.48,0.5,0.4,0.54,0.32, negative,1,tra
0.68,0.78,0.48,0.5,0.43,0.44,0.42, negative,1,tra
0.64,0.84,0.48,0.5,0.37,0.45,0.4, negative,1,tra
0.74,0.47,0.48,0.5,0.5,0.57,0.42, negative,1,tra
0.75,0.84,0.48,0.5,0.35,0.52,0.33, negative,1,tra
0.69,0.67,0.48,0.5,0.3,0.39,0.24, negative,1,tra
0.7,0.71,0.48,0.5,0.42,0.84,0.85, negative,1,tra
0.69,0.8,0.48,0.5,0.46,0.57,0.26, negative,1,tra
0.63,0.8,0.48,0.5,0.46,0.31,0.29, negative,1,tra
0.66,0.71,0.48,0.5,0.41,0.5,0.35, negative,1,tra
0.64,0.78,0.48,0.5,0.5,0.36,0.38, negative,1,tra
0.62,0.78,0.48,0.5,0.47,0.49,0.54, negative,1,tra
0.76,0.73,0.48,0.5,0.44,0.39,0.39, negative,1,tra
0.29,0.39,0.48,0.5,0.52,0.4,0.48, negative,1,tra
0.62,0.83,0.48,0.5,0.46,0.36,0.4, negative,1,tra
0.56,0.54,0.48,0.5,0.43,0.37,0.3, negative,1,tra
0.69,0.66,0.48,0.5,0.41,0.5,0.25, negative,1,tra
0.69,0.65,0.48,0.5,0.63,0.48,0.41, negative,1,tra
0.43,0.59,0.48,0.5,0.52,0.49,0.56, negative,1,tra
0.74,0.56,0.48,0.5,0.47,0.68,0.3, negative,1,tra
0.71,0.57,0.48,0.5,0.48,0.35,0.32, negative,1,tra
0.61,0.6,0.48,0.5,0.44,0.39,0.38, negative,1,tra
0.59,0.61,0.48,0.5,0.42,0.42,0.37, negative,1,tra
0.74,0.74,0.48,0.5,0.31,0.53,0.52, negative,1,tra
0.49,0.29,0.48,0.5,0.56,0.24,0.35, negative,4,tst
0.56,0.4,0.48,0.5,0.49,0.37,0.46, negative,4,tst
0.22,0.43,0.48,0.5,0.48,0.16,0.28, negative,4,tst
0.25,0.4,0.48,0.5,0.46,0.44,0.52, negative,4,tst
0.34,0.45,0.48,0.5,0.38,0.24,0.35, negative,4,tst
0.34,0.33,0.48,0.5,0.38,0.35,0.44, negative,4,tst
0.4,0.29,0.48,0.5,0.42,0.35,0.44, negative,4,tst
0.33,0.45,0.48,0.5,0.52,0.32,0.41, negative,4,tst
0.18,0.3,0.48,0.5,0.46,0.24,0.35, negative,4,tst
0.52,0.57,0.48,0.5,0.42,0.47,0.54, negative,4,tst
0.25,0.37,0.48,0.5,0.43,0.26,0.36, negative,4,tst
0.35,0.48,0.48,0.5,0.56,0.4,0.48, negative,4,tst
0.44,0.42,0.48,0.5,0.42,0.25,0.2, negative,4,tst
0.44,0.28,0.48,0.5,0.43,0.27,0.37, negative,4,tst
0.52,0.44,0.48,0.5,0.37,0.36,0.42, negative,4,tst
0.53,0.42,0.48,0.5,0.16,0.29,0.39, negative,4,tst
0.4,0.42,0.48,0.5,0.37,0.27,0.27, negative,4,tst
0.41,0.43,0.48,0.5,0.5,0.24,0.25, negative,4,tst
0.24,0.34,0.48,0.5,0.38,0.3,0.4, negative,4,tst
0.43,0.32,0.48,0.5,0.33,0.45,0.52, negative,4,tst
0.38,0.3,0.48,0.5,0.43,0.29,0.39, negative,4,tst
0.25,0.51,0.48,0.5,0.37,0.42,0.5, negative,4,tst
0.0,0.38,0.48,0.5,0.42,0.48,0.55, negative,4,tst
0.17,0.52,0.48,0.5,0.49,0.37,0.46, negative,4,tst
0.26,0.4,0.48,0.5,0.36,0.26,0.37, negative,4,tst
0.63,0.47,0.48,0.5,0.51,0.82,0.84, positive,4,tst
0.23,0.48,0.48,0.5,0.59,0.88,0.89, positive,4,tst
0.43,0.4,0.48,0.5,0.58,0.75,0.78, positive,4,tst
0.46,0.61,0.48,0.5,0.48,0.86,0.87, positive,4,tst
0.5,0.66,0.48,0.5,0.31,0.92,0.92, positive,4,tst
0.64,0.58,0.48,0.5,0.48,0.78,0.73, positive,4,tst
0.47,0.59,0.48,0.5,0.52,0.76,0.79, positive,4,tst
0.45,0.4,0.48,0.5,0.61,0.74,0.77, positive,4,tst
0.6,0.61,0.48,0.5,0.54,0.67,0.71, positive,4,tst
0.83,0.37,0.48,0.5,0.61,0.71,0.74, positive,4,tst
0.63,0.65,0.48,0.5,0.66,0.67,0.71, positive,4,tst
0.6,0.46,0.48,0.5,0.45,0.81,0.83, positive,4,tst
0.31,0.36,0.48,0.5,0.58,0.94,0.94, positive,4,tst
0.52,0.54,0.48,0.5,0.62,0.76,0.79, positive,4,tst
0.46,0.59,0.48,0.5,0.36,0.76,0.23, positive,4,tst
0.83,0.48,0.48,0.5,0.65,0.76,0.79, negative,4,tst
0.79,0.36,0.48,0.5,0.46,0.82,0.7, negative,4,tst
0.75,0.37,0.48,0.5,0.64,0.7,0.74, negative,4,tst
0.63,0.42,0.48,0.5,0.48,0.77,0.8, negative,4,tst
0.73,0.26,0.48,0.5,0.57,0.75,0.78, negative,4,tst
0.88,0.42,0.48,0.5,0.52,0.73,0.75, negative,4,tst
0.79,0.54,0.48,0.5,0.5,0.66,0.68, negative,4,tst
0.78,0.68,0.48,0.5,0.83,0.4,0.29, negative,4,tst
0.52,0.81,0.48,0.5,0.72,0.38,0.38, negative,4,tst
0.68,0.63,0.48,0.5,0.73,0.4,0.3, negative,4,tst
0.66,0.86,0.48,0.5,0.34,0.41,0.36, negative,4,tst
0.63,1.0,0.48,0.5,0.35,0.51,0.49, negative,4,tst
0.66,0.74,0.48,0.5,0.31,0.38,0.43, negative,4,tst
0.64,0.72,0.48,0.5,0.49,0.42,0.19, negative,4,tst
0.32,0.39,0.48,0.5,0.53,0.28,0.38, negative,4,tst
0.63,0.86,0.48,0.5,0.39,0.47,0.34, negative,4,tst
0.75,0.84,0.48,0.5,0.35,0.52,0.33, negative,4,tst
0.69,0.67,0.48,0.5,0.3,0.39,0.24, negative,4,tst
0.7,0.71,0.48,0.5,0.42,0.84,0.85, negative,4,tst
0.63,0.8,0.48,0.5,0.46,0.31,0.29, negative,4,tst
0.64,0.78,0.48,0.5,0.5,0.36,0.38, negative,4,tst
0.62,0.78,0.48,0.5,0.47,0.49,0.54, negative,4,tst
0.76,0.73,0.48,0.5,0.44,0.39,0.39, negative,4,tst
0.69,0.65,0.48,0.5,0.63,0.48,0.41, negative,4,tst
0.74,0.56,0.48,0.5,0.47,0.68,0.3, negative,4,tst
0.61,0.6,0.48,0.5,0.44,0.39,0.38, negative,4,tst
0.59,0.61,0.48,0.5,0.42,0.42,0.37, negative,4,tst
0.06,0.61,0.48,0.5,0.49,0.92,0.37, positive,4,tst
0.44,0.52,0.48,0.5,0.43,0.47,0.54, positive,4,tst
0.34,0.49,0.48,0.5,0.58,0.85,0.8, positive,4,tst
0.27,0.35,0.48,0.5,0.51,0.77,0.79, positive,4,tst
0.52,0.39,0.48,0.5,0.65,0.71,0.73, positive,4,tst
0.29,0.47,0.48,0.5,0.71,0.65,0.69, positive,4,tst
0.55,0.47,0.48,0.5,0.57,0.78,0.8, positive,4,tst
0.12,0.67,0.48,0.5,0.74,0.58,0.63, positive,4,tst
0.4,0.5,0.48,0.5,0.65,0.82,0.84, positive,4,tst
0.73,0.36,0.48,0.5,0.53,0.91,0.92, positive,4,tst
0.84,0.44,0.48,0.5,0.48,0.71,0.74, positive,4,tst
0.48,0.45,0.48,0.5,0.6,0.78,0.8, positive,4,tst
0.54,0.49,0.48,0.5,0.4,0.87,0.88, positive,4,tst
0.48,0.41,0.48,0.5,0.51,0.9,0.88, positive,4,tst
0.72,0.46,0.48,0.5,0.51,0.66,0.7, positive,4,tst
0.47,0.55,0.48,0.5,0.58,0.71,0.75, positive,4,tst
0.33,0.56,0.48,0.5,0.33,0.78,0.8, positive,4,tst
0.54,0.57,0.48,0.5,0.56,0.81,0.83, positive,4,tst
0.63,0.5,0.48,0.5,0.59,0.85,0.86, positive,4,tst
0.49,0.42,0.48,0.5,0.53,0.79,0.81, positive,4,tst
0.31,0.5,0.48,0.5,0.57,0.84,0.85, positive,4,tst
0.74,0.44,0.48,0.5,0.55,0.88,0.89, positive,4,tst
0.33,0.45,0.48,0.5,0.45,0.88,0.89, positive,4,tst
0.71,0.4,0.48,0.5,0.71,0.7,0.74, positive,4,tst
0.5,0.37,0.48,0.5,0.66,0.64,0.69, positive,4,tst
0.66,0.53,0.48,0.5,0.59,0.66,0.66, positive,4,tst
0.34,0.51,0.48,0.5,0.67,0.9,0.9, positive,4,tst
0.63,0.54,0.48,0.5,0.65,0.79,0.81, positive,4,tst
0.7,0.4,0.48,0.5,0.56,0.86,0.83, positive,4,tst
0.6,0.5,1.0,0.5,0.54,0.77,0.8, positive,4,tst
0.16,0.51,0.48,0.5,0.33,0.39,0.48, positive,4,tst
0.74,0.7,0.48,0.5,0.66,0.65,0.69, positive,4,tst
0.2,0.46,0.48,0.5,0.57,0.78,0.81, positive,4,tst
0.89,0.55,0.48,0.5,0.51,0.72,0.76, positive,4,tst
0.7,0.46,0.48,0.5,0.56,0.78,0.73, positive,4,tst
0.12,0.43,0.48,0.5,0.63,0.7,0.74, positive,4,tst
0.61,0.52,0.48,0.5,0.54,0.67,0.52, positive,4,tst
0.33,0.37,0.48,0.5,0.46,0.65,0.69, positive,4,tst
0.41,0.51,0.48,0.5,0.53,0.75,0.78, positive,4,tst
0.34,0.67,0.48,0.5,0.52,0.76,0.79, positive,4,tst
0.58,0.34,0.48,0.5,0.56,0.87,0.81, positive,4,tst
0.59,0.56,0.48,0.5,0.55,0.8,0.82, positive,4,tst
0.51,0.4,0.48,0.5,0.57,0.62,0.67, positive,4,tst
0.5,0.57,0.48,0.5,0.71,0.61,0.66, positive,4,tst
0.37,0.47,0.48,0.5,0.39,0.76,0.79, positive,4,tst
0.58,0.55,0.48,0.5,0.57,0.7,0.74, positive,4,tst
0.36,0.47,0.48,0.5,0.51,0.69,0.72, positive,4,tst
0.39,0.41,0.48,0.5,0.52,0.72,0.75, positive,4,tst
0.35,0.51,0.48,0.5,0.61,0.71,0.74, positive,4,tst
0.31,0.44,0.48,0.5,0.5,0.79,0.82, positive,4,tst
0.61,0.66,0.48,0.5,0.46,0.87,0.88, positive,4,tst
0.48,0.49,0.48,0.5,0.52,0.77,0.71, positive,4,tst
0.11,0.5,0.48,0.5,0.58,0.72,0.68, positive,4,tst
0.68,0.51,0.48,0.5,0.71,0.75,0.78, positive,4,tst
0.69,0.39,0.48,0.5,0.57,0.76,0.79, positive,4,tst
0.36,0.45,0.48,0.5,0.38,0.79,0.17, positive,4,tst
0.0,0.51,0.48,0.5,0.35,0.67,0.44, positive,4,tst
0.1,0.49,0.48,0.5,0.41,0.67,0.21, positive,4,tst
0.3,0.51,0.48,0.5,0.42,0.61,0.34, positive,4,tst
0.61,0.47,0.48,0.5,0.0,0.8,0.32, positive,4,tst
0.63,0.75,0.48,0.5,0.64,0.73,0.66, positive,4,tst
0.71,0.52,0.48,0.5,0.64,1.0,0.99, positive,4,tst
0.07,0.4,0.48,0.5,0.54,0.35,0.44, negative,1,tst
0.21,0.34,0.48,0.5,0.51,0.28,0.39, negative,1,tst
0.44,0.27,0.48,0.5,0.55,0.52,0.58, negative,1,tst
0.23,0.4,0.48,0.5,0.39,0.28,0.38, negative,1,tst
0.41,0.57,0.48,0.5,0.39,0.21,0.32, negative,1,tst
0.51,0.54,0.48,0.5,0.41,0.34,0.43, negative,1,tst
0.36,0.39,0.48,0.5,0.48,0.22,0.23, negative,1,tst
0.21,0.51,0.48,0.5,0.5,0.32,0.41, negative,1,tst
0.36,0.54,0.48,0.5,0.41,0.38,0.46, negative,1,tst
0.28,0.38,0.48,0.5,0.5,0.33,0.42, negative,1,tst
0.61,0.45,0.48,0.5,0.48,0.35,0.41, negative,1,tst
0.17,0.38,0.48,0.5,0.45,0.42,0.5, negative,1,tst
0.43,0.4,0.48,0.5,0.39,0.28,0.39, negative,1,tst
0.29,0.3,0.48,0.5,0.45,0.03,0.17, negative,1,tst
0.44,0.34,0.48,0.5,0.3,0.33,0.43, negative,1,tst
0.44,0.56,0.48,0.5,0.5,0.46,0.54, negative,1,tst
0.37,0.5,0.48,0.5,0.42,0.36,0.45, negative,1,tst
0.42,0.3,0.48,0.5,0.48,0.26,0.36, negative,1,tst
0.41,0.43,0.48,0.5,0.45,0.31,0.41, negative,1,tst
0.51,0.46,0.48,0.5,0.58,0.31,0.41, negative,1,tst
0.33,0.47,0.48,0.5,0.53,0.18,0.29, negative,1,tst
0.26,0.5,0.48,0.5,0.44,0.32,0.41, negative,1,tst
0.44,0.49,0.48,0.5,0.39,0.38,0.4, negative,1,tst
0.41,0.51,0.48,0.5,0.58,0.2,0.31, negative,1,tst
0.04,0.31,0.48,0.5,0.41,0.29,0.39, negative,1,tst
0.4,0.46,0.48,0.5,0.42,0.35,0.44, negative,1,tst
0.23,0.34,0.48,0.5,0.43,0.26,0.37, negative,1,tst
0.37,0.44,0.48,0.5,0.42,0.39,0.47, negative,1,tst
0.3,0.44,0.48,0.5,0.49,0.22,0.33, negative,1,tst
0.27,0.3,0.48,0.5,0.71,0.28,0.39, negative,1,tst
0.27,0.42,0.48,0.5,0.37,0.38,0.43, negative,1,tst
0.44,0.52,0.48,0.5,0.43,0.47,0.54, positive,1,tst
0.4,0.5,0.48,0.5,0.65,0.82,0.84, positive,1,tst
0.47,0.55,0.48,0.5,0.58,0.71,0.75, positive,1,tst
0.63,0.54,0.48,0.5,0.65,0.79,0.81, positive,1,tst
0.7,0.4,0.48,0.5,0.56,0.86,0.83, positive,1,tst
0.6,0.5,1.0,0.5,0.54,0.77,0.8, positive,1,tst
0.16,0.51,0.48,0.5,0.33,0.39,0.48, positive,1,tst
0.89,0.55,0.48,0.5,0.51,0.72,0.76, positive,1,tst
0.51,0.4,0.48,0.5,0.57,0.62,0.67, positive,1,tst
0.5,0.57,0.48,0.5,0.71,0.61,0.66, positive,1,tst
0.37,0.47,0.48,0.5,0.39,0.76,0.79, positive,1,tst
0.58,0.55,0.48,0.5,0.57,0.7,0.74, positive,1,tst
0.31,0.44,0.48,0.5,0.5,0.79,0.82, positive,1,tst
0.61,0.66,0.48,0.5,0.46,0.87,0.88, positive,1,tst
0.11,0.5,0.48,0.5,0.58,0.72,0.68, positive,1,tst
0.71,0.52,0.48,0.5,0.64,1.0,0.99, positive,1,tst
0.85,0.53,0.48,0.5,0.53,0.52,0.35, negative,1,tst
0.67,0.37,0.48,0.5,0.54,0.64,0.68, negative,1,tst
0.47,0.46,0.48,0.5,0.62,0.74,0.77, negative,1,tst
0.76,0.41,0.48,0.5,0.5,0.59,0.62, negative,1,tst
0.7,0.53,0.48,0.5,0.7,0.86,0.87, negative,1,tst
0.64,0.45,0.48,0.5,0.67,0.61,0.66, negative,1,tst
0.84,0.54,0.48,0.5,0.75,0.92,0.7, negative,1,tst
0.57,0.38,0.48,0.5,0.06,0.49,0.33, negative,1,tst
0.74,0.9,0.48,0.5,0.57,0.53,0.29, negative,1,tst
0.64,0.57,0.48,0.5,0.7,0.33,0.26, negative,1,tst
0.69,0.59,0.48,0.5,0.77,0.39,0.21, negative,1,tst
0.77,0.57,1.0,0.5,0.37,0.54,0.01, negative,1,tst
0.66,0.49,1.0,0.5,0.54,0.56,0.36, negative,1,tst
0.67,0.55,1.0,0.5,0.66,0.58,0.16, negative,1,tst
0.65,0.57,0.48,0.5,0.47,0.47,0.51, negative,1,tst
0.63,0.57,0.48,0.5,0.49,0.7,0.2, negative,1,tst
0.63,0.65,0.48,0.5,0.39,0.44,0.35, negative,1,tst
0.64,0.66,0.48,0.5,0.41,0.39,0.2, negative,1,tst
0.69,0.59,0.48,0.5,0.46,0.44,0.52, negative,1,tst
0.68,0.67,0.48,0.5,0.49,0.4,0.34, negative,1,tst
0.64,0.81,0.48,0.5,0.37,0.39,0.44, negative,1,tst
0.06,0.61,0.48,0.5,0.49,0.92,0.37, positive,1,tst
0.63,0.47,0.48,0.5,0.51,0.82,0.84, positive,1,tst
0.23,0.48,0.48,0.5,0.59,0.88,0.89, positive,1,tst
0.34,0.49,0.48,0.5,0.58,0.85,0.8, positive,1,tst
0.43,0.4,0.48,0.5,0.58,0.75,0.78, positive,1,tst
0.46,0.61,0.48,0.5,0.48,0.86,0.87, positive,1,tst
0.27,0.35,0.48,0.5,0.51,0.77,0.79, positive,1,tst
0.52,0.39,0.48,0.5,0.65,0.71,0.73, positive,1,tst
0.29,0.47,0.48,0.5,0.71,0.65,0.69, positive,1,tst
0.55,0.47,0.48,0.5,0.57,0.78,0.8, positive,1,tst
0.12,0.67,0.48,0.5,0.74,0.58,0.63, positive,1,tst
0.73,0.36,0.48,0.5,0.53,0.91,0.92, positive,1,tst
0.84,0.44,0.48,0.5,0.48,0.71,0.74, positive,1,tst
0.48,0.45,0.48,0.5,0.6,0.78,0.8, positive,1,tst
0.54,0.49,0.48,0.5,0.4,0.87,0.88, positive,1,tst
0.48,0.41,0.48,0.5,0.51,0.9,0.88, positive,1,tst
0.5,0.66,0.48,0.5,0.31,0.92,0.92, positive,1,tst
0.72,0.46,0.48,0.5,0.51,0.66,0.7, positive,1,tst
0.33,0.56,0.48,0.5,0.33,0.78,0.8, positive,1,tst
0.64,0.58,0.48,0.5,0.48,0.78,0.73, positive,1,tst
0.54,0.57,0.48,0.5,0.56,0.81,0.83, positive,1,tst
0.47,0.59,0.48,0.5,0.52,0.76,0.79, positive,1,tst
0.63,0.5,0.48,0.5,0.59,0.85,0.86, positive,1,tst
0.49,0.42,0.48,0.5,0.53,0.79,0.81, positive,1,tst
0.31,0.5,0.48,0.5,0.57,0.84,0.85, positive,1,tst
0.74,0.44,0.48,0.5,0.55,0.88,0.89, positive,1,tst
0.33,0.45,0.48,0.5,0.45,0.88,0.89, positive,1,tst
0.45,0.4,0.48,0.5,0.61,0.74,0.77, positive,1,tst
0.71,0.4,0.48,0.5,0.71,0.7,0.74, positive,1,tst
0.5,0.37,0.48,0.5,0.66,0.64,0.69, positive,1,tst
0.66,0.53,0.48,0.5,0.59,0.66,0.66, positive,1,tst
0.6,0.61,0.48,0.5,0.54,0.67,0.71, positive,1,tst
0.83,0.37,0.48,0.5,0.61,0.71,0.74, positive,1,tst
0.34,0.51,0.48,0.5,0.67,0.9,0.9, positive,1,tst
0.74,0.7,0.48,0.5,0.66,0.65,0.69, positive,1,tst
0.2,0.46,0.48,0.5,0.57,0.78,0.81, positive,1,tst
0.7,0.46,0.48,0.5,0.56,0.78,0.73, positive,1,tst
0.12,0.43,0.48,0.5,0.63,0.7,0.74, positive,1,tst
0.61,0.52,0.48,0.5,0.54,0.67,0.52, positive,1,tst
0.33,0.37,0.48,0.5,0.46,0.65,0.69, positive,1,tst
0.63,0.65,0.48,0.5,0.66,0.67,0.71, positive,1,tst
0.41,0.51,0.48,0.5,0.53,0.75,0.78, positive,1,tst
0.34,0.67,0.48,0.5,0.52,0.76,0.79, positive,1,tst
0.58,0.34,0.48,0.5,0.56,0.87,0.81, positive,1,tst
0.59,0.56,0.48,0.5,0.55,0.8,0.82, positive,1,tst
0.6,0.46,0.48,0.5,0.45,0.81,0.83, positive,1,tst
0.36,0.47,0.48,0.5,0.51,0.69,0.72, positive,1,tst
0.39,0.41,0.48,0.5,0.52,0.72,0.75, positive,1,tst
0.35,0.51,0.48,0.5,0.61,0.71,0.74, positive,1,tst
0.48,0.49,0.48,0.5,0.52,0.77,0.71, positive,1,tst
0.31,0.36,0.48,0.5,0.58,0.94,0.94, positive,1,tst
0.68,0.51,0.48,0.5,0.71,0.75,0.78, positive,1,tst
0.69,0.39,0.48,0.5,0.57,0.76,0.79, positive,1,tst
0.52,0.54,0.48,0.5,0.62,0.76,0.79, positive,1,tst
0.46,0.59,0.48,0.5,0.36,0.76,0.23, positive,1,tst
0.36,0.45,0.48,0.5,0.38,0.79,0.17, positive,1,tst
0.0,0.51,0.48,0.5,0.35,0.67,0.44, positive,1,tst
0.1,0.49,0.48,0.5,0.41,0.67,0.21, positive,1,tst
0.3,0.51,0.48,0.5,0.42,0.61,0.34, positive,1,tst
0.61,0.47,0.48,0.5,0.0,0.8,0.32, positive,1,tst
0.63,0.75,0.48,0.5,0.64,0.73,0.66, positive,1,tst
0.59,0.49,0.48,0.5,0.52,0.45,0.36, negative,3,tst
0.67,0.39,0.48,0.5,0.36,0.38,0.46, negative,3,tst
0.2,0.44,0.48,0.5,0.46,0.51,0.57, negative,3,tst
0.42,0.24,0.48,0.5,0.57,0.27,0.37, negative,3,tst
0.25,0.4,0.48,0.5,0.47,0.33,0.42, negative,3,tst
0.24,0.35,0.48,0.5,0.31,0.19,0.31, negative,3,tst
0.32,0.42,0.48,0.5,0.35,0.28,0.38, negative,3,tst
0.38,0.46,0.48,0.5,0.48,0.22,0.29, negative,3,tst
0.3,0.37,0.48,0.5,0.59,0.41,0.49, negative,3,tst
0.44,0.35,0.48,0.5,0.55,0.55,0.61, negative,3,tst
0.42,0.35,0.48,0.5,0.58,0.15,0.27, negative,3,tst
0.23,0.33,0.48,0.5,0.43,0.33,0.43, negative,3,tst
0.54,0.47,0.48,0.5,0.28,0.33,0.42, negative,3,tst
0.42,0.38,0.48,0.5,0.54,0.34,0.43, negative,3,tst
0.52,0.36,0.48,0.5,0.41,0.28,0.38, negative,3,tst
0.47,0.29,0.48,0.5,0.51,0.33,0.43, negative,3,tst
0.48,0.42,0.48,0.5,0.45,0.25,0.35, negative,3,tst
0.29,0.47,0.48,0.5,0.41,0.23,0.34, negative,3,tst
0.5,0.49,0.48,0.5,0.49,0.46,0.53, negative,3,tst
0.5,0.51,0.48,0.5,0.27,0.23,0.34, negative,3,tst
0.31,0.47,0.48,0.5,0.29,0.28,0.39, negative,3,tst
0.64,0.76,0.48,0.5,0.45,0.35,0.38, negative,3,tst
0.65,0.55,0.48,0.5,0.34,0.37,0.28, negative,3,tst
0.38,0.4,0.48,0.5,0.63,0.25,0.35, negative,3,tst
0.49,0.43,0.48,0.5,0.49,0.3,0.4, negative,3,tst
0.47,0.28,0.48,0.5,0.56,0.2,0.25, negative,3,tst
0.34,0.35,0.48,0.5,0.51,0.49,0.56, negative,3,tst
0.29,0.28,0.48,0.5,0.5,0.42,0.5, negative,3,tst
0.28,0.33,0.48,0.5,0.45,0.22,0.33, negative,3,tst
0.44,0.35,0.48,0.5,0.44,0.52,0.59, negative,3,tst
0.27,0.35,0.48,0.5,0.51,0.77,0.79, positive,3,tst
0.52,0.39,0.48,0.5,0.65,0.71,0.73, positive,3,tst
0.29,0.47,0.48,0.5,0.71,0.65,0.69, positive,3,tst
0.48,0.41,0.48,0.5,0.51,0.9,0.88, positive,3,tst
0.72,0.46,0.48,0.5,0.51,0.66,0.7, positive,3,tst
0.33,0.56,0.48,0.5,0.33,0.78,0.8, positive,3,tst
0.63,0.5,0.48,0.5,0.59,0.85,0.86, positive,3,tst
0.34,0.51,0.48,0.5,0.67,0.9,0.9, positive,3,tst
0.74,0.7,0.48,0.5,0.66,0.65,0.69, positive,3,tst
0.7,0.46,0.48,0.5,0.56,0.78,0.73, positive,3,tst
0.12,0.43,0.48,0.5,0.63,0.7,0.74, positive,3,tst
0.33,0.37,0.48,0.5,0.46,0.65,0.69, positive,3,tst
0.36,0.47,0.48,0.5,0.51,0.69,0.72, positive,3,tst
0.0,0.51,0.48,0.5,0.35,0.67,0.44, positive,3,tst
0.1,0.49,0.48,0.5,0.41,0.67,0.21, positive,3,tst
0.66,0.48,0.48,0.5,0.54,0.7,0.74, negative,3,tst
0.84,0.49,0.48,0.5,0.55,0.78,0.74, negative,3,tst
0.86,0.55,0.48,0.5,0.63,0.81,0.83, negative,3,tst
0.63,0.69,0.48,0.5,0.65,0.41,0.28, negative,3,tst
0.67,0.84,0.48,0.5,0.74,0.54,0.37, negative,3,tst
0.73,0.84,0.48,0.5,0.86,0.58,0.29, negative,3,tst
0.75,0.76,0.48,0.5,0.83,0.57,0.3, negative,3,tst
0.74,0.78,0.48,0.5,0.75,0.54,0.15, negative,3,tst
0.68,0.76,0.48,0.5,0.84,0.45,0.27, negative,3,tst
0.56,0.68,0.48,0.5,0.77,0.36,0.45, negative,3,tst
0.65,0.51,0.48,0.5,0.66,0.54,0.33, negative,3,tst
0.71,0.71,0.48,0.5,0.68,0.43,0.36, negative,3,tst
0.73,0.78,0.48,0.5,0.58,0.51,0.31, negative,3,tst
0.67,0.7,0.48,0.5,0.46,0.45,0.33, negative,3,tst
0.67,0.81,0.48,0.5,0.54,0.49,0.23, negative,3,tst
0.67,0.61,0.48,0.5,0.51,0.37,0.38, negative,3,tst
0.7,0.64,0.48,0.5,0.47,0.51,0.47, negative,3,tst
0.29,0.39,0.48,0.5,0.52,0.4,0.48, negative,3,tst
0.69,0.66,0.48,0.5,0.41,0.5,0.25, negative,3,tst
0.43,0.59,0.48,0.5,0.52,0.49,0.56, negative,3,tst
0.71,0.57,0.48,0.5,0.48,0.35,0.32, negative,3,tst
0.74,0.74,0.48,0.5,0.31,0.53,0.52, negative,3,tst
0.06,0.61,0.48,0.5,0.49,0.92,0.37, positive,3,tst
0.44,0.52,0.48,0.5,0.43,0.47,0.54, positive,3,tst
0.63,0.47,0.48,0.5,0.51,0.82,0.84, positive,3,tst
0.23,0.48,0.48,0.5,0.59,0.88,0.89, positive,3,tst
0.34,0.49,0.48,0.5,0.58,0.85,0.8, positive,3,tst
0.43,0.4,0.48,0.5,0.58,0.75,0.78, positive,3,tst
0.46,0.61,0.48,0.5,0.48,0.86,0.87, positive,3,tst
0.55,0.47,0.48,0.5,0.57,0.78,0.8, positive,3,tst
0.12,0.67,0.48,0.5,0.74,0.58,0.63, positive,3,tst
0.4,0.5,0.48,0.5,0.65,0.82,0.84, positive,3,tst
0.73,0.36,0.48,0.5,0.53,0.91,0.92, positive,3,tst
0.84,0.44,0.48,0.5,0.48,0.71,0.74, positive,3,tst
0.48,0.45,0.48,0.5,0.6,0.78,0.8, positive,3,tst
0.54,0.49,0.48,0.5,0.4,0.87,0.88, positive,3,tst
0.5,0.66,0.48,0.5,0.31,0.92,0.92, positive,3,tst
0.47,0.55,0.48,0.5,0.58,0.71,0.75, positive,3,tst
0.64,0.58,0.48,0.5,0.48,0.78,0.73, positive,3,tst
0.54,0.57,0.48,0.5,0.56,0.81,0.83, positive,3,tst
0.47,0.59,0.48,0.5,0.52,0.76,0.79, positive,3,tst
0.49,0.42,0.48,0.5,0.53,0.79,0.81, positive,3,tst
0.31,0.5,0.48,0.5,0.57,0.84,0.85, positive,3,tst
0.74,0.44,0.48,0.5,0.55,0.88,0.89, positive,3,tst
0.33,0.45,0.48,0.5,0.45,0.88,0.89, positive,3,tst
0.45,0.4,0.48,0.5,0.61,0.74,0.77, positive,3,tst
0.71,0.4,0.48,0.5,0.71,0.7,0.74, positive,3,tst
0.5,0.37,0.48,0.5,0.66,0.64,0.69, positive,3,tst
0.66,0.53,0.48,0.5,0.59,0.66,0.66, positive,3,tst
0.6,0.61,0.48,0.5,0.54,0.67,0.71, positive,3,tst
0.83,0.37,0.48,0.5,0.61,0.71,0.74, positive,3,tst
0.63,0.54,0.48,0.5,0.65,0.79,0.81, positive,3,tst
0.7,0.4,0.48,0.5,0.56,0.86,0.83, positive,3,tst
0.6,0.5,1.0,0.5,0.54,0.77,0.8, positive,3,tst
0.16,0.51,0.48,0.5,0.33,0.39,0.48, positive,3,tst
0.2,0.46,0.48,0.5,0.57,0.78,0.81, positive,3,tst
0.89,0.55,0.48,0.5,0.51,0.72,0.76, positive,3,tst
0.61,0.52,0.48,0.5,0.54,0.67,0.52, positive,3,tst
