var0,var1,var2,var3,var4,var5,var6,var7,var8,y,fold,train_test
82,736,106,-3,34,-16,24,72,48, positive,3,tst
55,1029,75,-3,28,26,20,46,26, positive,3,tst
55,1029,76,0,20,0,20,55,34, positive,3,tst
79,1958,82,-3,44,-5,3,38,34, positive,3,tst
64,1532,77,0,20,0,14,57,44, positive,3,tst
64,1532,106,-2,34,-35,42,72,30, positive,3,tst
79,1963,88,0,44,0,9,44,34, positive,3,tst
82,2561,106,-4,34,-20,24,72,48, positive,3,tst
68,-27,107,0,60,-5,38,47,10, negative,5,tst
37,-102,76,1,36,1,39,40,2, negative,5,tst
37,-33,76,0,20,0,39,55,16, negative,5,tst
82,736,106,-3,34,-16,24,72,48, positive,5,tst
44,-45,78,-6,0,0,34,78,44, negative,5,tst
37,-60,78,0,10,0,42,68,26, negative,5,tst
41,33,77,0,-22,0,37,101,64, negative,5,tst
70,-51,88,0,8,0,18,81,62, negative,5,tst
50,22,79,0,42,0,29,37,8, negative,5,tst
69,-28,107,0,60,-8,38,47,10, negative,5,tst
46,48,77,0,-22,0,31,101,70, negative,5,tst
52,-27,91,0,2,0,38,88,50, negative,5,tst
37,-42,76,0,36,0,39,40,2, negative,5,tst
41,22,77,0,28,0,36,48,12, negative,5,tst
44,-34,79,2,0,0,35,79,44, negative,5,tst
46,-49,79,3,0,0,33,79,46, negative,5,tst
72,24,82,0,-42,-2,10,126,116, negative,5,tst
73,-44,107,0,62,-1,33,45,12, negative,5,tst
71,32,82,0,-42,-4,11,126,116, negative,5,tst
72,-51,88,-1,8,0,16,81,64, negative,5,tst
77,-36,88,-3,8,0,11,81,70, negative,5,tst
52,-25,79,0,0,0,26,79,52, negative,5,tst
41,21,77,0,28,0,36,48,12, negative,5,tst
37,-64,106,-1,30,0,69,75,6, negative,5,tst
48,-46,89,6,6,-11,41,84,42, negative,5,tst
51,24,77,0,-22,0,27,101,74, negative,5,tst
43,-91,76,0,42,0,33,35,2, negative,5,tst
55,-72,88,0,8,0,33,81,48, negative,5,tst
37,-54,75,-1,28,15,38,46,8, negative,5,tst
45,-49,79,2,0,0,33,79,46, negative,5,tst
79,-35,89,4,8,0,10,81,70, negative,5,tst
87,-34,107,0,64,-7,20,42,22, negative,5,tst
45,-42,91,0,2,0,46,88,42, negative,5,tst
60,50,82,0,-40,28,22,123,102, negative,5,tst
37,-54,106,0,30,-6,69,75,6, negative,5,tst
46,-33,89,3,6,-4,43,84,42, negative,5,tst
83,-31,107,0,62,-26,24,45,22, negative,5,tst
90,-37,107,0,64,-23,17,42,26, negative,5,tst
51,-65,88,0,8,5,37,81,44, negative,5,tst
37,-51,106,-1,30,0,69,75,6, negative,5,tst
42,23,77,0,28,0,35,48,14, negative,5,tst
94,-38,107,0,68,-12,13,40,26, negative,5,tst
49,22,79,0,42,0,30,37,8, negative,5,tst
64,78,82,0,-42,-6,18,126,108, negative,5,tst
82,2561,106,-4,34,-20,24,72,48, positive,5,tst
89,-37,107,0,64,-14,18,42,24, negative,5,tst
55,1029,75,-3,28,26,20,46,26, positive,5,tst
55,1029,76,0,20,0,20,55,34, positive,5,tst
79,1958,82,-3,44,-5,3,38,34, positive,5,tst
57,1149,80,0,34,0,23,46,24, positive,5,tst
64,1532,77,0,20,0,14,57,44, positive,5,tst
64,1532,106,-2,34,-35,42,72,30, positive,5,tst
79,1963,88,0,44,0,9,44,34, positive,5,tst
91,3049,106,-4,36,1,15,69,54, positive,5,tst
37,-38,106,-104,30,-17,69,75,6, negative,2,tst
78,-33,88,-4,8,0,10,81,70, negative,2,tst
37,-49,80,0,34,0,43,46,2, negative,2,tst
42,36,77,0,-22,0,36,101,64, negative,2,tst
37,-78,75,-1,26,-20,38,49,12, negative,2,tst
90,-40,107,0,64,-28,17,42,26, negative,2,tst
42,-30,76,0,42,0,34,35,2, negative,2,tst
69,59,82,0,-42,-5,13,126,112, negative,2,tst
68,67,82,0,-42,-6,13,126,112, negative,2,tst
37,-80,106,-1,30,1,69,75,6, negative,2,tst
44,-39,91,0,2,0,47,88,42, negative,2,tst
72,21,82,0,-42,-1,10,126,116, negative,2,tst
37,-85,77,0,20,0,40,56,16, negative,2,tst
45,32,77,0,28,0,32,48,16, negative,2,tst
87,-36,107,0,64,-9,20,42,22, negative,2,tst
66,77,82,0,-40,25,16,123,106, negative,2,tst
37,-35,77,0,20,0,40,56,16, negative,2,tst
72,-41,107,0,60,-31,35,47,12, negative,2,tst
47,-45,91,0,2,0,44,88,44, negative,2,tst
42,-31,91,0,2,0,48,88,40, negative,2,tst
75,-47,107,0,62,-2,32,45,12, negative,2,tst
47,-42,89,5,6,-8,41,84,42, negative,2,tst
47,44,77,0,-22,0,30,101,70, negative,2,tst
37,-31,80,0,34,0,43,46,2, negative,2,tst
72,-38,107,0,62,5,35,45,10, negative,2,tst
47,48,77,0,-22,0,30,101,70, negative,2,tst
64,1532,77,0,20,0,14,57,44, positive,2,tst
94,-35,107,0,68,-15,12,40,28, negative,2,tst
37,-42,75,0,26,-19,38,49,12, negative,2,tst
50,-62,88,0,6,-27,38,83,46, negative,2,tst
45,-47,91,0,2,0,46,88,42, negative,2,tst
37,-42,77,0,20,0,40,57,16, negative,2,tst
47,-38,89,4,6,-7,42,84,42, negative,2,tst
50,30,77,0,-22,0,28,101,72, negative,2,tst
43,-35,77,0,-2,0,34,79,46, negative,2,tst
71,42,82,0,-42,-7,11,126,114, negative,2,tst
45,-44,77,0,-2,0,32,79,48, negative,2,tst
42,23,77,0,28,0,34,48,14, negative,2,tst
45,-27,77,-2,44,-3,32,34,2, negative,2,tst
45,-98,81,0,44,0,36,37,2, negative,2,tst
37,-64,80,0,34,0,43,46,2, negative,2,tst
44,-36,91,0,2,0,47,88,42, negative,2,tst
79,1963,88,0,44,0,9,44,34, positive,2,tst
70,-29,107,0,60,-10,37,47,10, negative,2,tst
91,-38,107,0,64,-36,16,42,26, negative,2,tst
37,-64,106,-1,34,-2,69,72,4, negative,2,tst
82,736,106,-3,34,-16,24,72,48, positive,2,tst
55,1029,75,-3,28,26,20,46,26, positive,2,tst
55,1029,76,0,20,0,20,55,34, positive,2,tst
79,1958,82,-3,44,-5,3,38,34, positive,2,tst
57,1149,80,0,34,0,23,46,24, positive,2,tst
64,1532,106,-2,34,-35,42,72,30, positive,2,tst
91,3049,106,-4,36,1,15,69,54, positive,2,tst
82,2561,106,-4,34,-20,24,72,48, positive,2,tst
70,57,82,0,-42,-4,12,126,114, negative,4,tra
37,-38,106,-104,30,-17,69,75,6, negative,4,tra
52,-30,79,0,0,0,27,79,52, negative,4,tra
78,-33,88,-4,8,0,10,81,70, negative,4,tra
68,-27,107,0,60,-5,38,47,10, negative,4,tra
37,-49,80,0,34,0,43,46,2, negative,4,tra
42,36,77,0,-22,0,36,101,64, negative,4,tra
37,-36,78,0,10,0,42,68,26, negative,4,tra
71,-51,88,0,8,0,17,81,64, negative,4,tra
37,-78,75,-1,26,-20,38,49,12, negative,4,tra
92,-41,107,0,68,-6,15,40,24, negative,4,tra
90,-40,107,0,64,-28,17,42,26, negative,4,tra
37,-102,76,1,36,1,39,40,2, negative,4,tra
42,-30,76,0,42,0,34,35,2, negative,4,tra
69,59,82,0,-42,-5,13,126,112, negative,4,tra
43,-34,91,0,2,0,48,88,40, negative,4,tra
68,67,82,0,-42,-6,13,126,112, negative,4,tra
89,-40,107,0,64,-18,18,42,24, negative,4,tra
37,-107,77,0,20,0,40,56,16, negative,4,tra
37,-80,106,-1,30,1,69,75,6, negative,4,tra
37,-33,76,0,20,0,39,55,16, negative,4,tra
44,-39,91,0,2,0,47,88,42, negative,4,tra
44,-45,78,-6,0,0,34,78,44, negative,4,tra
47,-44,91,0,2,0,43,88,44, negative,4,tra
37,-60,78,0,10,0,42,68,26, negative,4,tra
50,-37,79,0,0,0,29,79,50, negative,4,tra
37,-34,106,0,30,-4,69,75,6, negative,4,tra
41,33,77,0,-22,0,37,101,64, negative,4,tra
45,-30,89,2,6,-2,44,84,40, negative,4,tra
70,-51,88,0,8,0,18,81,62, negative,4,tra
50,22,79,0,42,0,29,37,8, negative,4,tra
42,-37,76,0,42,0,34,35,2, negative,4,tra
37,-33,76,0,36,0,39,40,2, negative,4,tra
48,-51,89,8,6,-13,41,84,44, negative,4,tra
72,21,82,0,-42,-1,10,126,116, negative,4,tra
69,-28,107,0,60,-8,38,47,10, negative,4,tra
37,-85,77,0,20,0,40,56,16, negative,4,tra
51,21,79,0,42,0,28,37,10, negative,4,tra
70,-30,107,0,60,-13,37,47,10, negative,4,tra
45,32,77,0,28,0,32,48,16, negative,4,tra
42,-29,78,-6,0,0,36,78,42, negative,4,tra
96,-27,107,0,68,-24,11,40,30, negative,4,tra
59,-69,88,0,8,0,29,81,52, negative,4,tra
87,-36,107,0,64,-9,20,42,22, negative,4,tra
44,-40,77,0,-2,0,33,79,46, negative,4,tra
69,-27,107,0,60,-6,38,47,10, negative,4,tra
44,45,77,0,-22,0,34,101,66, negative,4,tra
84,-35,107,0,64,-3,22,42,20, negative,4,tra
46,48,77,0,-22,0,31,101,70, negative,4,tra
45,46,77,0,-22,0,33,101,68, negative,4,tra
52,-27,91,0,2,0,38,88,50, negative,4,tra
76,-45,107,0,62,-3,30,45,14, negative,4,tra
66,77,82,0,-40,25,16,123,106, negative,4,tra
80,-38,107,0,62,-8,27,45,18, negative,4,tra
37,-42,76,0,36,0,39,40,2, negative,4,tra
51,-33,77,0,-2,0,26,79,54, negative,4,tra
37,-78,76,0,20,0,39,55,16, negative,4,tra
37,-32,106,0,30,0,69,75,6, negative,4,tra
41,22,77,0,28,0,36,48,12, negative,4,tra
43,-72,76,0,42,0,33,35,2, negative,4,tra
76,-41,88,-2,8,0,13,81,68, negative,4,tra
37,-35,77,0,20,0,40,56,16, negative,4,tra
50,23,79,0,42,0,29,37,8, negative,4,tra
44,-34,79,2,0,0,35,79,44, negative,4,tra
46,-49,79,3,0,0,33,79,46, negative,4,tra
72,-41,107,0,60,-31,35,47,12, negative,4,tra
47,-45,91,0,2,0,44,88,44, negative,4,tra
54,-73,88,0,8,0,34,81,46, negative,4,tra
72,24,82,0,-42,-2,10,126,116, negative,4,tra
42,-31,91,0,2,0,48,88,40, negative,4,tra
47,-48,77,0,-2,0,29,79,50, negative,4,tra
73,-44,107,0,62,-1,33,45,12, negative,4,tra
70,51,82,0,-40,28,12,123,112, negative,4,tra
68,72,82,0,-42,-8,14,126,112, negative,4,tra
49,28,77,0,28,0,28,48,20, negative,4,tra
75,-47,107,0,62,-2,32,45,12, negative,4,tra
71,32,82,0,-42,-4,11,126,116, negative,4,tra
97,-29,107,0,70,0,10,37,28, negative,4,tra
72,-51,88,-1,8,0,16,81,64, negative,4,tra
37,-88,106,0,34,-2,69,72,4, negative,4,tra
82,-33,107,0,62,-16,25,45,20, negative,4,tra
37,-100,106,-2,34,-3,69,72,4, negative,4,tra
47,-42,89,5,6,-8,41,84,42, negative,4,tra
77,-36,88,-3,8,0,11,81,70, negative,4,tra
78,-42,107,0,62,-5,29,45,16, negative,4,tra
47,44,77,0,-22,0,30,101,70, negative,4,tra
52,-25,79,0,0,0,26,79,52, negative,4,tra
37,-31,80,0,34,0,43,46,2, negative,4,tra
37,-85,77,0,20,0,40,57,16, negative,4,tra
50,-38,91,0,2,0,41,88,48, negative,4,tra
41,21,77,0,28,0,36,48,12, negative,4,tra
37,-64,106,-1,30,0,69,75,6, negative,4,tra
46,-49,77,0,-2,0,31,79,48, negative,4,tra
48,-46,89,6,6,-11,41,84,42, negative,4,tra
48,30,77,0,28,0,29,48,20, negative,4,tra
72,-38,107,0,62,5,35,45,10, negative,4,tra
43,-32,79,2,0,0,35,79,44, negative,4,tra
71,-31,107,0,60,-17,36,47,12, negative,4,tra
47,48,77,0,-22,0,30,101,70, negative,4,tra
81,-29,89,2,8,0,8,81,74, negative,4,tra
84,-32,107,0,62,-32,23,45,22, negative,4,tra
51,24,77,0,-22,0,27,101,74, negative,4,tra
37,-42,76,0,20,0,39,55,16, negative,4,tra
43,-91,76,0,42,0,33,35,2, negative,4,tra
47,-48,78,-6,0,0,31,78,48, negative,4,tra
37,-94,112,365,34,17,75,78,4, negative,4,tra
37,-91,80,0,34,0,43,46,2, negative,4,tra
97,-28,107,0,68,-30,10,40,30, negative,4,tra
42,-25,77,0,-2,0,35,79,44, negative,4,tra
55,-72,88,0,8,0,33,81,48, negative,4,tra
37,-65,76,0,36,0,39,40,2, negative,4,tra
94,-35,107,0,68,-15,12,40,28, negative,4,tra
37,-42,75,0,26,-19,38,49,12, negative,4,tra
48,-42,91,0,2,0,43,88,46, negative,4,tra
72,30,82,0,-42,-3,10,126,116, negative,4,tra
44,28,77,0,28,0,33,48,16, negative,4,tra
37,-54,75,-1,28,15,38,46,8, negative,4,tra
50,-62,88,0,6,-27,38,83,46, negative,4,tra
37,-41,106,0,34,-1,69,72,4, negative,4,tra
45,-45,81,0,44,0,36,37,2, negative,4,tra
45,-49,79,2,0,0,33,79,46, negative,4,tra
86,-37,107,0,64,-6,21,42,22, negative,4,tra
45,-47,91,0,2,0,46,88,42, negative,4,tra
37,-42,77,0,20,0,40,57,16, negative,4,tra
47,-38,89,4,6,-7,42,84,42, negative,4,tra
79,-35,89,4,8,0,10,81,70, negative,4,tra
44,-36,79,3,0,0,35,79,44, negative,4,tra
71,46,82,0,-42,-8,11,126,114, negative,4,tra
87,-34,107,0,64,-7,20,42,22, negative,4,tra
50,30,77,0,-22,0,28,101,72, negative,4,tra
66,-63,88,0,8,0,22,81,58, negative,4,tra
45,-42,91,0,2,0,46,88,42, negative,4,tra
60,50,82,0,-40,28,22,123,102, negative,4,tra
43,-113,76,0,42,0,33,35,2, negative,4,tra
37,-54,106,0,30,-6,69,75,6, negative,4,tra
43,-35,77,0,-2,0,34,79,46, negative,4,tra
46,-33,89,3,6,-4,43,84,42, negative,4,tra
40,28,77,0,-22,0,38,101,64, negative,4,tra
71,42,82,0,-42,-7,11,126,114, negative,4,tra
77,-44,107,0,62,-4,30,45,16, negative,4,tra
45,-44,77,0,-2,0,32,79,48, negative,4,tra
75,-43,88,-1,8,0,14,81,68, negative,4,tra
42,23,77,0,28,0,34,48,14, negative,4,tra
48,-42,78,-7,0,0,30,78,48, negative,4,tra
83,-31,107,0,62,-26,24,45,22, negative,4,tra
90,-37,107,0,64,-23,17,42,26, negative,4,tra
81,-35,107,0,62,-10,26,45,18, negative,4,tra
49,-58,88,0,6,-17,40,83,44, negative,4,tra
51,-65,88,0,8,5,37,81,44, negative,4,tra
42,22,77,0,28,0,35,48,14, negative,4,tra
49,31,77,0,-22,0,28,101,72, negative,4,tra
37,-51,106,-1,30,0,69,75,6, negative,4,tra
84,-28,107,0,64,-2,22,42,20, negative,4,tra
50,22,77,0,28,0,26,48,22, negative,4,tra
45,-27,77,-2,44,-3,32,34,2, negative,4,tra
42,23,77,0,28,0,35,48,14, negative,4,tra
45,-98,81,0,44,0,36,37,2, negative,4,tra
37,-64,80,0,34,0,43,46,2, negative,4,tra
44,-36,91,0,2,0,47,88,42, negative,4,tra
94,-38,107,0,68,-12,13,40,26, negative,4,tra
37,-39,80,0,34,0,43,46,2, negative,4,tra
70,-29,107,0,60,-10,37,47,10, negative,4,tra
37,-52,76,0,36,0,39,40,2, negative,4,tra
49,22,79,0,42,0,30,37,8, negative,4,tra
64,78,82,0,-42,-6,18,126,108, negative,4,tra
37,-84,106,0,34,0,69,72,4, negative,4,tra
91,-38,107,0,64,-36,16,42,26, negative,4,tra
42,-25,77,0,-2,0,34,79,46, negative,4,tra
52,-69,88,0,8,6,36,81,44, negative,4,tra
37,-51,106,-1,34,-1,69,72,4, negative,4,tra
85,-38,107,0,64,-3,22,42,20, negative,4,tra
37,-64,106,-1,34,-2,69,72,4, negative,4,tra
80,-32,88,-6,8,0,9,81,72, negative,4,tra
37,-32,106,0,34,-1,69,72,4, negative,4,tra
47,22,79,0,42,0,31,37,6, negative,4,tra
89,-37,107,0,64,-14,18,42,24, negative,4,tra
70,57,82,0,-42,-4,12,126,114, negative,2,tra
52,-30,79,0,0,0,27,79,52, negative,2,tra
68,-27,107,0,60,-5,38,47,10, negative,2,tra
73,-45,88,-1,8,0,15,81,66, negative,2,tra
44,-37,77,0,-2,0,33,79,46, negative,2,tra
81,-28,89,2,8,0,8,81,72, negative,2,tra
37,-36,78,0,10,0,42,68,26, negative,2,tra
71,-51,88,0,8,0,17,81,64, negative,2,tra
92,-41,107,0,68,-6,15,40,24, negative,2,tra
37,-102,76,1,36,1,39,40,2, negative,2,tra
53,-73,88,0,6,-30,35,83,48, negative,2,tra
43,-34,91,0,2,0,48,88,40, negative,2,tra
89,-40,107,0,64,-18,18,42,24, negative,2,tra
37,-107,77,0,20,0,40,56,16, negative,2,tra
37,-33,76,0,20,0,39,55,16, negative,2,tra
44,-45,78,-6,0,0,34,78,44, negative,2,tra
47,-44,91,0,2,0,43,88,44, negative,2,tra
37,-60,78,0,10,0,42,68,26, negative,2,tra
43,-33,77,0,-2,0,34,79,46, negative,2,tra
50,-37,79,0,0,0,29,79,50, negative,2,tra
37,-75,112,105,34,14,75,78,4, negative,2,tra
37,-34,106,0,30,-4,69,75,6, negative,2,tra
41,33,77,0,-22,0,37,101,64, negative,2,tra
45,-30,89,2,6,-2,44,84,40, negative,2,tra
70,-51,88,0,8,0,18,81,62, negative,2,tra
50,22,79,0,42,0,29,37,8, negative,2,tra
62,66,82,0,-42,-8,20,126,106, negative,2,tra
37,-70,106,0,34,-2,69,72,4, negative,2,tra
42,-37,76,0,42,0,34,35,2, negative,2,tra
37,-33,76,0,36,0,39,40,2, negative,2,tra
48,-51,89,8,6,-13,41,84,44, negative,2,tra
45,-29,89,1,6,-2,44,84,40, negative,2,tra
43,-58,76,0,42,0,33,35,2, negative,2,tra
69,-28,107,0,60,-8,38,47,10, negative,2,tra
51,21,79,0,42,0,28,37,10, negative,2,tra
70,-30,107,0,60,-13,37,47,10, negative,2,tra
47,-49,77,0,-2,0,30,79,50, negative,2,tra
42,-29,78,-6,0,0,36,78,42, negative,2,tra
45,-64,77,-3,44,-4,32,34,2, negative,2,tra
96,-27,107,0,68,-24,11,40,30, negative,2,tra
59,-69,88,0,8,0,29,81,52, negative,2,tra
44,-40,77,0,-2,0,33,79,46, negative,2,tra
69,-27,107,0,60,-6,38,47,10, negative,2,tra
44,45,77,0,-22,0,34,101,66, negative,2,tra
84,-35,107,0,64,-3,22,42,20, negative,2,tra
46,48,77,0,-22,0,31,101,70, negative,2,tra
45,46,77,0,-22,0,33,101,68, negative,2,tra
47,33,77,0,28,0,30,48,18, negative,2,tra
52,-27,91,0,2,0,38,88,50, negative,2,tra
76,-45,107,0,62,-3,30,45,14, negative,2,tra
80,-38,107,0,62,-8,27,45,18, negative,2,tra
37,-42,76,0,36,0,39,40,2, negative,2,tra
37,-100,106,-1,30,1,69,75,6, negative,2,tra
51,-33,77,0,-2,0,26,79,54, negative,2,tra
37,-78,76,0,20,0,39,55,16, negative,2,tra
37,-32,106,0,30,0,69,75,6, negative,2,tra
45,-27,81,0,44,0,36,37,2, negative,2,tra
41,22,77,0,28,0,36,48,12, negative,2,tra
43,-72,76,0,42,0,33,35,2, negative,2,tra
76,-41,88,-2,8,0,13,81,68, negative,2,tra
50,24,77,0,-22,0,27,101,74, negative,2,tra
50,23,79,0,42,0,29,37,8, negative,2,tra
44,-34,79,2,0,0,35,79,44, negative,2,tra
58,-70,88,0,8,0,30,81,50, negative,2,tra
46,-49,79,3,0,0,33,79,46, negative,2,tra
54,-73,88,0,8,0,34,81,46, negative,2,tra
72,24,82,0,-42,-2,10,126,116, negative,2,tra
47,-48,77,0,-2,0,29,79,50, negative,2,tra
73,-44,107,0,62,-1,33,45,12, negative,2,tra
70,51,82,0,-40,28,12,123,112, negative,2,tra
68,72,82,0,-42,-8,14,126,112, negative,2,tra
49,28,77,0,28,0,28,48,20, negative,2,tra
71,32,82,0,-42,-4,11,126,116, negative,2,tra
74,-42,107,0,62,-1,33,45,12, negative,2,tra
97,-29,107,0,70,0,10,37,28, negative,2,tra
71,-33,107,0,60,-21,36,47,12, negative,2,tra
72,-51,88,-1,8,0,16,81,64, negative,2,tra
37,-88,106,0,34,-2,69,72,4, negative,2,tra
82,-33,107,0,62,-16,25,45,20, negative,2,tra
37,-100,106,-2,34,-3,69,72,4, negative,2,tra
49,-42,77,0,-2,0,28,79,52, negative,2,tra
77,-36,88,-3,8,0,11,81,70, negative,2,tra
78,-42,107,0,62,-5,29,45,16, negative,2,tra
52,-25,79,0,0,0,26,79,52, negative,2,tra
37,-118,106,3,30,-16,69,75,6, negative,2,tra
37,-85,77,0,20,0,40,57,16, negative,2,tra
50,-38,91,0,2,0,41,88,48, negative,2,tra
43,29,77,0,28,0,34,48,14, negative,2,tra
41,21,77,0,28,0,36,48,12, negative,2,tra
37,-64,106,-1,30,0,69,75,6, negative,2,tra
46,-49,77,0,-2,0,31,79,48, negative,2,tra
68,-60,88,0,8,0,21,81,60, negative,2,tra
48,-46,89,6,6,-11,41,84,42, negative,2,tra
48,30,77,0,28,0,29,48,20, negative,2,tra
43,-32,79,2,0,0,35,79,44, negative,2,tra
57,-71,88,0,8,0,32,81,48, negative,2,tra
71,-31,107,0,60,-17,36,47,12, negative,2,tra
81,-29,89,2,8,0,8,81,74, negative,2,tra
84,-32,107,0,62,-32,23,45,22, negative,2,tra
51,24,77,0,-22,0,27,101,74, negative,2,tra
37,-42,76,0,20,0,39,55,16, negative,2,tra
43,-91,76,0,42,0,33,35,2, negative,2,tra
47,-48,78,-6,0,0,31,78,48, negative,2,tra
37,-94,112,365,34,17,75,78,4, negative,2,tra
37,-91,80,0,34,0,43,46,2, negative,2,tra
97,-28,107,0,68,-30,10,40,30, negative,2,tra
42,-25,77,0,-2,0,35,79,44, negative,2,tra
55,-72,88,0,8,0,33,81,48, negative,2,tra
37,-65,76,0,36,0,39,40,2, negative,2,tra
48,-42,91,0,2,0,43,88,46, negative,2,tra
72,30,82,0,-42,-3,10,126,116, negative,2,tra
44,28,77,0,28,0,33,48,16, negative,2,tra
37,-54,75,-1,28,15,38,46,8, negative,2,tra
37,-82,76,0,36,0,39,40,2, negative,2,tra
37,-41,106,0,34,-1,69,72,4, negative,2,tra
45,-45,81,0,44,0,36,37,2, negative,2,tra
45,-49,79,2,0,0,33,79,46, negative,2,tra
37,-80,106,-1,34,-2,69,72,4, negative,2,tra
86,-37,107,0,64,-6,21,42,22, negative,2,tra
37,-56,106,0,34,-1,69,72,4, negative,2,tra
79,-35,89,4,8,0,10,81,70, negative,2,tra
44,-36,79,3,0,0,35,79,44, negative,2,tra
71,46,82,0,-42,-8,11,126,114, negative,2,tra
87,-34,107,0,64,-7,20,42,22, negative,2,tra
66,-63,88,0,8,0,22,81,58, negative,2,tra
64,-63,88,0,8,0,24,81,56, negative,2,tra
45,-42,91,0,2,0,46,88,42, negative,2,tra
60,50,82,0,-40,28,22,123,102, negative,2,tra
43,-113,76,0,42,0,33,35,2, negative,2,tra
37,-54,106,0,30,-6,69,75,6, negative,2,tra
37,-105,106,0,34,0,69,72,4, negative,2,tra
46,-33,89,3,6,-4,43,84,42, negative,2,tra
40,28,77,0,-22,0,38,101,64, negative,2,tra
77,-44,107,0,62,-4,30,45,16, negative,2,tra
51,23,77,0,28,0,26,48,22, negative,2,tra
75,-43,88,-1,8,0,14,81,68, negative,2,tra
48,-42,78,-7,0,0,30,78,48, negative,2,tra
83,-31,107,0,62,-26,24,45,22, negative,2,tra
45,-49,77,0,-2,0,32,79,48, negative,2,tra
90,-37,107,0,64,-23,17,42,26, negative,2,tra
50,23,77,0,-22,0,27,101,74, negative,2,tra
81,-35,107,0,62,-10,26,45,18, negative,2,tra
37,-110,106,0,34,-3,69,72,4, negative,2,tra
49,-58,88,0,6,-17,40,83,44, negative,2,tra
51,-65,88,0,8,5,37,81,44, negative,2,tra
42,22,77,0,28,0,35,48,14, negative,2,tra
49,31,77,0,-22,0,28,101,72, negative,2,tra
37,-51,106,-1,30,0,69,75,6, negative,2,tra
84,-28,107,0,64,-2,22,42,20, negative,2,tra
37,-37,106,-3,34,-6,69,72,4, negative,2,tra
48,45,77,0,-22,0,29,101,72, negative,2,tra
71,-35,107,0,60,-26,35,47,12, negative,2,tra
50,22,77,0,28,0,26,48,22, negative,2,tra
42,23,77,0,28,0,35,48,14, negative,2,tra
45,-44,79,2,0,0,34,79,44, negative,2,tra
94,-38,107,0,68,-12,13,40,26, negative,2,tra
57,92,80,0,34,0,23,46,24, negative,2,tra
37,-66,77,0,20,0,40,57,16, negative,2,tra
88,-39,107,0,64,-11,19,42,24, negative,2,tra
37,-39,80,0,34,0,43,46,2, negative,2,tra
37,-52,76,0,36,0,39,40,2, negative,2,tra
43,-32,91,0,2,0,48,88,40, negative,2,tra
44,27,77,0,28,0,33,48,16, negative,2,tra
37,-48,106,-362,30,-22,69,75,6, negative,2,tra
49,22,79,0,42,0,30,37,8, negative,2,tra
64,78,82,0,-42,-6,18,126,108, negative,2,tra
37,-84,106,0,34,0,69,72,4, negative,2,tra
42,-25,77,0,-2,0,34,79,46, negative,2,tra
52,-69,88,0,8,6,36,81,44, negative,2,tra
37,-51,106,-1,34,-1,69,72,4, negative,2,tra
85,-38,107,0,64,-3,22,42,20, negative,2,tra
79,-40,107,0,62,-6,28,45,16, negative,2,tra
80,-32,88,-6,8,0,9,81,72, negative,2,tra
37,-32,106,0,34,-1,69,72,4, negative,2,tra
47,22,79,0,42,0,31,37,6, negative,2,tra
89,-37,107,0,64,-14,18,42,24, negative,2,tra
70,57,82,0,-42,-4,12,126,114, negative,5,tra
37,-38,106,-104,30,-17,69,75,6, negative,5,tra
52,-30,79,0,0,0,27,79,52, negative,5,tra
78,-33,88,-4,8,0,10,81,70, negative,5,tra
37,-49,80,0,34,0,43,46,2, negative,5,tra
42,36,77,0,-22,0,36,101,64, negative,5,tra
73,-45,88,-1,8,0,15,81,66, negative,5,tra
44,-37,77,0,-2,0,33,79,46, negative,5,tra
81,-28,89,2,8,0,8,81,72, negative,5,tra
37,-36,78,0,10,0,42,68,26, negative,5,tra
71,-51,88,0,8,0,17,81,64, negative,5,tra
37,-78,75,-1,26,-20,38,49,12, negative,5,tra
92,-41,107,0,68,-6,15,40,24, negative,5,tra
90,-40,107,0,64,-28,17,42,26, negative,5,tra
53,-73,88,0,6,-30,35,83,48, negative,5,tra
42,-30,76,0,42,0,34,35,2, negative,5,tra
69,59,82,0,-42,-5,13,126,112, negative,5,tra
43,-34,91,0,2,0,48,88,40, negative,5,tra
68,67,82,0,-42,-6,13,126,112, negative,5,tra
89,-40,107,0,64,-18,18,42,24, negative,5,tra
37,-107,77,0,20,0,40,56,16, negative,5,tra
37,-80,106,-1,30,1,69,75,6, negative,5,tra
44,-39,91,0,2,0,47,88,42, negative,5,tra
47,-44,91,0,2,0,43,88,44, negative,5,tra
43,-33,77,0,-2,0,34,79,46, negative,5,tra
50,-37,79,0,0,0,29,79,50, negative,5,tra
37,-75,112,105,34,14,75,78,4, negative,5,tra
37,-34,106,0,30,-4,69,75,6, negative,5,tra
45,-30,89,2,6,-2,44,84,40, negative,5,tra
62,66,82,0,-42,-8,20,126,106, negative,5,tra
37,-70,106,0,34,-2,69,72,4, negative,5,tra
42,-37,76,0,42,0,34,35,2, negative,5,tra
37,-33,76,0,36,0,39,40,2, negative,5,tra
48,-51,89,8,6,-13,41,84,44, negative,5,tra
45,-29,89,1,6,-2,44,84,40, negative,5,tra
72,21,82,0,-42,-1,10,126,116, negative,5,tra
43,-58,76,0,42,0,33,35,2, negative,5,tra
37,-85,77,0,20,0,40,56,16, negative,5,tra
51,21,79,0,42,0,28,37,10, negative,5,tra
70,-30,107,0,60,-13,37,47,10, negative,5,tra
