var0,var1,var2,var3,var4,var5,var6,var7,var8,y,fold,train_test
76,0,81,-7,-42,-14,5,125,120, negative,4,tra
81,0,85,0,-24,-4,4,111,108, negative,4,tra
76,5,80,3,-42,0,4,124,120, negative,4,tra
104,-1,106,0,72,6,1,33,32, negative,4,tra
76,2,81,8,-42,-14,5,125,120, negative,4,tra
83,0,86,0,-4,31,3,92,88, negative,4,tra
82,0,85,0,-6,13,3,93,90, negative,4,tra
79,0,83,0,-30,1,4,114,110, negative,4,tra
108,-3,109,0,72,4,1,36,36, negative,4,tra
80,-1,84,0,-20,3,4,105,100, negative,4,tra
84,0,87,5,-2,0,3,90,86, negative,4,tra
79,1,84,1,-40,1,4,125,120, negative,4,tra
81,1,84,0,-12,10,3,97,94, negative,4,tra
82,0,86,5,-2,0,4,88,84, negative,4,tra
83,0,86,0,-4,12,3,92,88, negative,4,tra
81,-2,85,-5,-40,0,4,126,122, negative,4,tra
102,0,103,2,70,-2,1,33,32, negative,4,tra
81,0,86,0,-22,0,4,109,104, negative,4,tra
79,0,83,1,-40,11,5,125,120, negative,4,tra
104,0,106,0,72,6,1,33,32, negative,4,tra
72,-17,77,-14,-42,-29,5,121,116, negative,4,tra
81,0,84,0,-14,8,3,100,96, negative,4,tra
104,1,106,3,70,0,1,36,34, negative,4,tra
106,3,107,1,70,0,1,37,36, negative,4,tra
81,0,85,8,-12,2,4,98,94, negative,4,tra
105,-1,107,0,72,0,1,35,34, negative,4,tra
81,2,85,4,-24,0,4,111,106, negative,4,tra
84,0,88,0,-2,-18,3,90,88, negative,4,tra
102,0,102,-3,70,-12,1,33,32, negative,4,tra
85,0,88,0,2,26,3,86,82, negative,4,tra
76,-4,81,-3,-42,-1,5,125,120, negative,4,tra
82,0,85,0,-10,-16,3,95,92, negative,4,tra
79,0,83,0,-38,3,4,122,118, negative,4,tra
101,0,102,0,72,24,1,30,28, negative,4,tra
86,7,89,0,8,15,3,81,78, negative,4,tra
107,0,108,0,72,5,1,36,34, negative,4,tra
104,-1,105,-1,72,3,1,33,32, negative,4,tra
102,0,102,-2,70,-4,1,33,32, negative,4,tra
105,0,106,-4,70,-3,1,36,36, negative,4,tra
102,-3,104,-1,70,-20,1,34,32, negative,4,tra
82,1,86,0,-24,-27,4,112,108, negative,4,tra
84,1,87,0,0,0,3,87,84, negative,4,tra
80,0,84,0,-20,3,4,105,100, negative,4,tra
85,1,88,1,-2,-3,3,91,88, negative,4,tra
82,0,86,0,-6,0,4,94,90, negative,4,tra
103,0,104,4,70,0,1,35,34, negative,4,tra
73,7,77,5,-42,-3,4,121,118, negative,4,tra
83,-3,87,1,-4,0,4,92,88, negative,4,tra
104,-2,105,-1,70,0,1,35,34, negative,4,tra
78,1,82,0,-42,-25,4,126,122, negative,4,tra
85,2,88,0,6,7,3,83,80, negative,4,tra
81,0,86,1,-22,20,4,109,104, negative,4,tra
104,0,105,0,72,2,1,33,32, negative,4,tra
104,1,105,2,70,0,1,35,34, negative,4,tra
103,-2,104,0,70,-1,1,35,34, negative,4,tra
102,0,102,-7,72,24,1,30,30, negative,4,tra
105,5,106,1,70,0,1,36,36, negative,4,tra
105,-1,107,0,70,0,1,37,36, negative,4,tra
81,0,84,0,-20,26,3,105,102, negative,4,tra
80,0,84,-1,-28,-24,4,112,108, negative,4,tra
108,3,109,0,72,7,1,36,36, negative,4,tra
85,0,88,7,2,0,3,86,82, negative,4,tra
81,0,84,0,-20,-17,4,105,102, negative,4,tra
81,0,84,0,-14,-2,4,100,96, negative,4,tra
80,-4,84,0,-42,0,5,128,124, negative,4,tra
81,0,84,0,-20,16,4,105,102, negative,4,tra
76,0,81,0,-42,-20,5,125,120, negative,4,tra
82,0,86,0,-10,10,3,96,92, negative,4,tra
106,0,107,0,72,0,1,35,34, negative,4,tra
76,-1,81,0,-42,-3,5,125,120, negative,4,tra
84,-2,88,0,0,0,4,88,84, negative,4,tra
77,4,81,3,-40,10,4,123,118, negative,4,tra
73,8,77,9,-42,-4,4,121,116, negative,4,tra
102,0,102,-5,70,-10,1,33,32, negative,4,tra
85,0,88,0,0,-1,3,88,86, negative,4,tra
79,0,83,0,-42,21,4,127,122, negative,4,tra
74,5,79,10,-42,0,4,123,118, negative,4,tra
82,0,86,0,-40,16,4,128,124, negative,4,tra
80,0,84,6,-36,29,5,121,116, negative,4,tra
79,0,83,-1,-40,7,4,124,120, negative,4,tra
107,5,108,1,72,6,1,36,34, negative,4,tra
82,0,85,0,-6,5,3,93,90, negative,4,tra
86,2,89,0,8,4,3,81,78, negative,4,tra
80,0,84,5,-42,0,5,128,124, negative,4,tra
105,-1,106,-4,70,-5,1,36,36, negative,4,tra
104,0,106,0,72,2,1,33,32, negative,4,tra
84,2,87,2,-4,0,3,92,88, negative,4,tra
101,0,102,0,72,8,1,29,28, negative,4,tra
78,1,82,3,-42,0,4,126,122, negative,4,tra
106,-1,108,0,72,3,1,35,34, negative,4,tra
107,1,109,5,72,1,2,36,34, negative,4,tra
102,2,103,1,72,29,1,31,30, negative,4,tra
79,2,83,0,-46,0,4,129,126, negative,4,tra
83,0,87,7,-6,-18,4,95,90, negative,4,tra
82,0,86,8,-10,14,4,97,92, negative,4,tra
105,-4,106,0,72,6,1,34,32, negative,4,tra
82,3,86,-2,-10,14,3,96,92, negative,4,tra
79,2,83,0,-40,15,4,124,120, negative,4,tra
83,0,86,0,-6,0,3,94,90, negative,4,tra
76,3,80,2,-42,0,4,124,120, negative,4,tra
102,0,104,0,70,-10,1,34,32, negative,4,tra
85,-2,89,0,2,-4,4,86,82, negative,4,tra
79,0,83,0,-42,1,4,127,122, negative,4,tra
80,0,84,0,-24,14,4,110,106, negative,4,tra
102,-5,104,-2,72,16,1,31,30, negative,4,tra
106,-1,107,-6,70,0,1,37,36, negative,4,tra
80,-1,84,-1,-42,4,5,128,124, negative,4,tra
82,0,86,3,-10,-30,4,96,92, negative,4,tra
82,0,86,0,-12,-28,3,99,96, negative,4,tra
80,0,84,0,-38,0,4,123,118, negative,4,tra
79,-5,83,0,-40,0,4,125,120, negative,4,tra
106,0,107,0,72,7,1,35,34, negative,4,tra
105,-1,106,-3,70,-4,1,36,36, negative,4,tra
81,4,84,0,-24,0,3,110,106, negative,4,tra
80,0,84,-5,-20,0,4,105,100, negative,4,tra
80,1,84,0,-24,26,4,110,106, negative,4,tra
76,0,81,5,-42,-25,5,125,120, negative,4,tra
81,5,85,0,-24,0,4,111,108, negative,4,tra
85,-5,88,0,0,-2,3,88,84, negative,4,tra
85,0,88,0,0,-30,3,88,84, negative,4,tra
79,0,83,0,-42,16,4,127,122, negative,4,tra
105,0,107,3,70,0,1,37,36, negative,4,tra
81,0,84,0,-18,-15,3,103,100, negative,4,tra
82,-1,86,0,-4,-8,3,91,88, negative,4,tra
79,0,83,5,-46,0,5,130,126, negative,4,tra
82,-1,86,-3,-40,0,4,128,124, negative,4,tra
82,2,86,0,-22,12,4,109,106, negative,4,tra
85,0,88,-14,0,0,3,88,84, negative,4,tra
81,0,86,0,-24,-15,4,112,108, negative,4,tra
83,-1,87,6,-4,0,4,92,88, negative,4,tra
105,0,106,0,72,0,1,34,34, negative,4,tra
79,0,84,6,-38,0,4,123,118, negative,4,tra
101,0,102,0,72,15,1,30,28, negative,4,tra
83,0,86,0,-4,-2,4,92,88, negative,4,tra
84,0,87,0,0,3,3,87,84, negative,4,tra
78,0,81,-2,-40,0,4,123,120, negative,4,tra
85,0,88,-1,2,0,3,85,82, negative,4,tra
85,0,88,0,0,-15,3,88,86, negative,4,tra
82,0,86,0,-4,-14,3,91,88, negative,4,tra
80,0,84,0,-36,-2,4,120,116, negative,4,tra
82,0,86,0,-22,6,4,109,106, negative,4,tra
102,3,103,2,70,-22,1,33,32, negative,4,tra
71,1,75,4,-42,-9,4,119,114, negative,4,tra
79,0,83,0,-46,-2,4,130,126, negative,4,tra
104,4,106,5,72,7,1,33,32, negative,4,tra
121,962,106,-2,34,-3,-15,72,88, negative,4,tra
82,0,85,0,-10,-18,3,95,92, negative,4,tra
103,5,104,1,72,6,1,31,30, negative,4,tra
85,-2,89,0,2,-6,4,86,82, negative,4,tra
83,0,86,0,-4,-4,4,92,88, negative,4,tra
85,0,89,0,6,30,4,84,80, negative,4,tra
83,0,87,0,-40,5,4,128,124, negative,4,tra
74,-11,79,-9,-40,5,4,120,116, negative,4,tra
102,2,103,2,72,13,1,31,30, negative,4,tra
101,0,102,0,70,-20,1,32,32, negative,4,tra
80,0,84,0,-40,26,4,125,122, negative,4,tra
81,0,84,0,-18,2,4,103,98, negative,4,tra
102,0,102,-5,70,-11,1,33,32, negative,4,tra
79,-1,83,0,-32,132,4,117,112, negative,4,tra
81,0,84,0,-22,-10,4,108,104, negative,4,tra
79,5,83,0,-46,0,4,129,126, negative,4,tra
79,0,84,0,-42,-24,4,128,124, negative,4,tra
77,-4,81,0,-40,91,4,123,118, negative,4,tra
81,4,85,8,-24,0,4,111,106, negative,4,tra
78,1,83,1,-42,-22,4,126,122, negative,4,tra
107,-2,108,0,70,0,1,38,36, negative,4,tra
80,0,84,8,-24,8,4,110,106, negative,4,tra
79,0,83,0,-40,-10,4,125,120, negative,4,tra
84,0,87,0,0,2,3,87,84, negative,4,tra
103,6,104,3,72,5,1,32,30, negative,4,tra
78,-2,83,0,-40,2,4,124,120, negative,4,tra
106,-4,108,0,72,11,1,35,34, negative,4,tra
105,-5,106,0,70,0,1,36,36, negative,4,tra
106,6,108,4,72,10,1,35,34, negative,4,tra
84,1,88,0,0,3,3,88,84, negative,4,tra
77,5,81,4,-40,12,4,123,118, negative,4,tra
84,-4,88,0,6,0,4,83,78, negative,4,tra
76,1,80,0,-40,0,4,121,118, negative,4,tra
82,0,86,0,-22,7,4,109,106, negative,4,tra
84,0,87,-2,0,0,3,87,84, negative,4,tra
86,4,89,0,2,-8,3,86,84, negative,4,tra
81,0,86,3,-40,3,5,127,122, negative,4,tra
79,0,83,-1,-42,-29,4,126,122, negative,4,tra
85,0,88,0,6,4,3,83,80, negative,4,tra
79,1,83,0,-40,9,4,125,120, negative,4,tra
76,0,81,0,-42,-3,5,125,120, negative,4,tra
102,-1,103,-2,72,22,1,31,30, negative,4,tra
104,-1,105,0,72,9,1,33,32, negative,4,tra
71,-4,75,-2,-42,-16,4,119,114, negative,4,tra
76,0,80,-1,-42,-13,4,124,120, negative,4,tra
105,-14,108,0,70,0,3,38,34, negative,4,tra
85,0,88,3,2,0,3,86,82, negative,4,tra
71,1,75,0,-42,-5,4,119,114, negative,4,tra
84,0,88,0,-2,-10,3,90,88, negative,4,tra
80,0,84,0,-24,11,4,110,106, negative,4,tra
102,0,102,0,70,-6,1,33,32, negative,4,tra
76,0,81,0,-40,25,5,123,118, negative,4,tra
105,-2,107,0,72,0,1,35,34, negative,4,tra
84,4,88,0,6,0,4,83,78, negative,4,tra
81,-1,84,0,-14,3,4,100,96, negative,4,tra
81,-1,84,0,-14,5,4,100,96, negative,4,tra
85,0,89,2,2,0,4,86,82, negative,4,tra
101,0,102,0,72,7,1,29,28, negative,4,tra
79,0,84,4,-38,0,4,123,118, negative,4,tra
104,0,105,0,70,-14,1,35,34, negative,4,tra
104,3,105,4,70,0,1,35,34, negative,4,tra
85,-1,89,0,2,-4,4,86,82, negative,4,tra
86,-3,89,0,8,0,3,81,78, negative,4,tra
83,0,87,8,-4,10,4,92,88, negative,4,tra
82,5,86,0,-12,0,3,99,96, negative,4,tra
77,0,81,6,-42,0,4,125,120, negative,4,tra
80,0,84,0,-32,4,4,117,114, negative,4,tra
80,0,84,0,-20,2,4,105,100, negative,4,tra
83,0,86,0,-4,-13,3,92,88, negative,4,tra
83,0,86,-1,-6,-30,3,94,90, negative,4,tra
85,0,88,0,2,15,3,86,82, negative,4,tra
82,0,86,-1,-40,0,4,128,124, negative,4,tra
84,0,88,6,-2,0,4,90,86, negative,4,tra
81,0,86,5,-40,5,5,127,122, negative,4,tra
80,0,84,-1,-38,-6,4,123,118, negative,4,tra
80,-3,84,-3,-42,9,5,128,124, negative,4,tra
83,0,86,0,-4,30,3,92,88, negative,4,tra
107,0,108,-3,70,0,1,38,36, negative,4,tra
102,0,103,5,70,-10,1,33,32, negative,4,tra
106,0,108,0,72,2,1,35,34, negative,4,tra
106,0,108,-2,70,-2,1,38,36, negative,4,tra
79,-3,83,0,-46,0,5,130,126, negative,4,tra
82,0,85,-1,-2,9,3,88,84, negative,4,tra
83,1,88,0,6,0,5,83,78, negative,4,tra
107,0,108,-2,72,8,1,35,34, negative,4,tra
81,5,84,2,-20,0,4,105,102, negative,4,tra
84,0,88,-1,6,-5,5,83,78, negative,4,tra
76,3,81,2,-40,9,5,122,118, negative,4,tra
83,0,86,0,-2,31,3,89,86, negative,4,tra
102,0,102,-3,72,11,1,30,30, negative,4,tra
80,0,84,0,-32,20,4,117,114, negative,4,tra
76,0,80,-2,-42,-8,4,124,120, negative,4,tra
82,0,85,0,-6,8,3,93,90, negative,4,tra
101,-1,102,0,70,-2,1,33,32, negative,4,tra
79,0,83,0,-46,-21,4,130,126, negative,4,tra
80,-2,84,-3,-42,-24,4,128,124, negative,4,tra
80,2,84,0,-40,4,4,126,122, negative,4,tra
76,2,81,0,-40,20,4,122,118, negative,4,tra
83,0,86,0,-4,27,3,92,88, negative,4,tra
76,0,81,4,-40,0,5,122,118, negative,4,tra
77,2,81,0,-42,0,4,125,120, negative,4,tra
85,0,88,-5,6,2,3,83,80, negative,4,tra
80,5,84,1,-40,9,4,126,122, negative,4,tra
85,0,88,0,0,-18,3,88,86, negative,4,tra
82,0,85,0,-10,-23,3,95,92, negative,4,tra
80,3,84,0,-38,-21,4,123,118, negative,4,tra
81,0,86,5,-24,-6,4,112,108, negative,4,tra
84,-4,88,0,2,0,3,85,82, negative,4,tra
81,0,84,0,-20,17,4,105,102, negative,4,tra
79,1,83,0,-46,0,4,129,126, negative,4,tra
84,-3,88,0,0,1,4,88,84, negative,4,tra
107,0,108,-2,70,0,1,38,36, negative,4,tra
123,136,105,0,36,-1,-18,69,86, negative,4,tra
81,0,84,0,-14,-10,3,99,96, negative,4,tra
84,0,87,0,-4,0,3,92,88, negative,4,tra
79,0,83,2,-42,0,5,127,122, negative,4,tra
72,8,76,5,-42,-8,4,120,116, negative,4,tra
75,2,79,1,-42,0,4,123,118, negative,4,tra
106,0,107,-3,70,0,1,37,36, negative,4,tra
74,11,78,12,-42,-2,4,122,118, negative,4,tra
85,1,88,0,0,0,3,88,86, negative,4,tra
79,0,83,0,-38,1,4,122,118, negative,4,tra
82,0,86,1,-6,0,4,94,90, negative,4,tra
79,0,84,8,-42,-21,4,128,124, negative,4,tra
85,0,88,-5,6,0,3,83,80, negative,4,tra
105,-4,106,0,70,0,1,36,36, negative,4,tra
81,0,84,0,-18,4,4,103,98, negative,4,tra
81,0,84,0,-24,0,4,110,106, negative,4,tra
81,-1,84,0,-12,17,4,97,94, negative,4,tra
83,0,86,0,-4,-3,4,92,88, negative,4,tra
81,0,84,0,-14,5,3,100,96, negative,4,tra
105,5,106,0,70,0,1,36,36, negative,4,tra
101,0,102,1,70,-15,1,33,32, negative,4,tra
73,-13,77,-13,-40,2,4,119,114, negative,4,tra
82,0,86,0,-2,14,3,88,84, negative,4,tra
104,-2,105,-1,72,5,1,33,32, negative,4,tra
85,4,88,0,6,0,3,83,80, negative,4,tra
79,0,83,0,-38,31,4,122,118, negative,4,tra
78,-1,82,0,-40,0,4,123,120, negative,4,tra
84,4,86,0,-2,0,3,89,86, negative,4,tra
80,3,84,0,-40,5,4,125,122, negative,4,tra
82,0,87,2,-42,-30,5,131,126, negative,4,tra
107,-5,108,0,70,0,1,38,36, negative,4,tra
80,3,84,0,-28,-10,4,112,108, negative,4,tra
84,0,88,0,0,15,3,88,84, negative,4,tra
80,4,84,0,-28,-13,4,112,108, negative,4,tra
82,0,85,0,-10,0,3,95,92, negative,4,tra
116,4501,106,-2,30,47,-10,75,84, negative,4,tra
77,2,82,6,-40,15,5,123,118, negative,4,tra
85,0,88,-2,6,-7,3,83,80, negative,4,tra
79,0,83,0,-38,20,4,122,118, negative,4,tra
79,1,83,0,-42,0,4,127,122, negative,4,tra
80,0,84,0,-42,-9,4,128,124, negative,4,tra
105,0,106,-7,72,5,1,33,32, negative,4,tra
78,0,83,6,-46,0,4,129,124, negative,4,tra
83,0,87,0,-40,1,4,128,124, negative,4,tra
86,5,89,0,6,28,3,84,80, negative,4,tra
82,4,86,0,-22,0,4,109,106, negative,4,tra
80,-2,84,0,-42,0,5,128,124, negative,4,tra
82,0,86,6,-12,0,4,99,94, negative,4,tra
103,-2,104,0,70,0,1,35,34, negative,4,tra
76,-5,81,0,-40,0,5,122,118, negative,4,tra
81,0,84,-1,-14,0,3,99,96, negative,4,tra
104,-3,105,0,72,2,1,33,32, negative,4,tra
84,0,88,-2,0,24,3,88,84, negative,4,tra
85,0,88,6,2,0,3,86,82, negative,4,tra
83,-1,86,0,-4,-8,4,92,88, negative,4,tra
78,1,83,1,-40,10,4,124,120, negative,4,tra
102,0,103,1,72,26,1,31,30, negative,4,tra
76,-3,81,-2,-40,30,5,123,118, negative,4,tra
104,0,106,0,72,9,1,33,32, negative,4,tra
74,5,78,6,-42,-1,4,122,118, negative,4,tra
82,0,86,0,-40,2,5,128,124, negative,4,tra
108,-1,109,0,70,-28,1,39,38, negative,4,tra
107,4,108,1,72,5,1,36,34, negative,4,tra
79,0,83,0,-30,0,4,114,110, negative,4,tra
83,2,86,6,-6,0,4,94,90, negative,4,tra
101,3,102,0,70,-18,1,32,32, negative,4,tra
78,-4,82,0,-46,0,4,128,124, negative,4,tra
105,-1,106,-5,70,-6,1,36,36, negative,4,tra
105,-4,106,-6,72,3,1,33,32, negative,4,tra
85,0,88,0,2,-14,3,86,82, negative,4,tra
85,0,89,5,2,0,4,86,82, negative,4,tra
82,0,86,1,-40,2,5,128,124, negative,4,tra
80,0,84,0,-28,-8,4,112,108, negative,4,tra
78,-3,82,0,-46,0,4,128,124, negative,4,tra
82,0,86,0,-42,-23,4,130,126, negative,4,tra
84,3,87,0,-2,0,3,90,86, negative,4,tra
76,4,81,2,-40,12,5,122,118, negative,4,tra
85,0,88,-3,2,0,3,85,82, negative,4,tra
101,4,102,0,70,-19,1,32,32, negative,4,tra
77,4,81,0,-40,0,4,123,118, negative,4,tra
79,-4,83,-2,-32,509,4,117,112, negative,4,tra
81,-2,86,0,-22,0,4,109,104, negative,4,tra
86,2,89,0,2,-2,3,86,84, negative,4,tra
104,0,105,-4,70,-24,1,35,34, negative,4,tra
101,1,102,5,72,8,1,30,28, negative,4,tra
83,0,86,-4,-4,-12,3,91,88, negative,4,tra
84,0,88,0,-2,-8,3,90,88, negative,4,tra
101,0,102,0,72,12,1,30,28, negative,4,tra
102,0,102,-1,70,-7,1,33,32, negative,4,tra
105,0,106,0,70,0,2,36,34, negative,4,tra
102,-2,104,0,72,12,1,31,30, negative,4,tra
82,0,87,4,-40,1,5,128,124, negative,4,tra
87,2,89,0,8,0,2,81,80, negative,4,tra
85,0,89,0,2,-6,4,86,82, negative,4,tra
80,4,84,0,-42,-20,4,128,124, negative,4,tra
84,1,88,0,-2,0,3,90,88, negative,4,tra
71,-5,75,-8,-40,2,4,116,112, negative,4,tra
87,0,89,0,8,0,2,81,80, negative,4,tra
80,0,84,-2,-36,0,4,120,116, negative,4,tra
82,0,86,-1,-10,15,3,96,92, negative,4,tra
81,0,84,0,-20,-13,4,105,102, negative,4,tra
79,0,83,0,-38,0,4,122,118, negative,4,tra
85,3,88,-2,-2,0,3,90,88, negative,4,tra
106,1,108,0,70,0,1,38,36, negative,4,tra
106,5,108,3,70,0,1,38,36, negative,4,tra
102,0,102,-2,70,-10,1,33,32, negative,4,tra
80,3,83,-2,-28,0,3,112,108, negative,4,tra
78,0,81,-3,-40,0,4,123,120, negative,4,tra
102,0,103,0,70,-7,1,33,32, negative,4,tra
82,-5,86,-2,-4,-17,3,91,88, negative,4,tra
81,-1,85,0,-40,2,4,126,122, negative,4,tra
85,0,88,0,2,-16,3,86,82, negative,4,tra
85,0,88,0,0,-23,3,88,86, negative,4,tra
105,1,108,0,70,0,2,38,36, negative,4,tra
80,-1,84,1,-20,0,4,105,100, negative,4,tra
83,0,86,0,-6,-14,3,94,90, negative,4,tra
76,4,82,0,-42,-6,5,126,120, negative,4,tra
81,0,84,-5,-14,0,3,99,96, negative,4,tra
103,-5,104,-1,70,0,1,35,34, negative,4,tra
104,2,105,0,70,-29,1,35,34, negative,4,tra
82,3,85,0,-12,0,3,98,94, negative,4,tra
79,2,83,0,-42,0,4,126,122, negative,4,tra
78,1,81,0,-40,177,4,123,120, negative,4,tra
82,0,85,0,-6,24,3,93,90, negative,4,tra
102,0,103,2,70,-4,1,33,32, negative,4,tra
82,0,86,0,-12,0,3,99,96, negative,4,tra
79,-1,83,-7,-40,0,4,125,120, negative,4,tra
82,0,86,8,-6,7,4,94,90, negative,4,tra
79,2,83,0,-40,11,4,125,120, negative,4,tra
107,-1,108,0,72,1,1,36,34, negative,4,tra
81,-5,84,0,-14,5,4,100,96, negative,4,tra
103,2,104,0,70,0,1,34,34, negative,4,tra
106,-2,108,0,72,7,1,35,34, negative,4,tra
79,0,83,0,-32,68,4,117,112, negative,4,tra
83,-3,87,3,-4,0,4,92,88, negative,4,tra
83,-2,86,0,-4,-11,4,92,88, negative,4,tra
102,0,103,0,70,-20,1,33,32, negative,4,tra
104,3,105,3,70,0,1,35,34, negative,4,tra
81,0,84,0,-12,7,3,97,94, negative,4,tra
80,1,84,0,-42,-23,4,128,124, negative,4,tra
79,0,83,0,-40,-13,4,125,120, negative,4,tra
81,0,85,-3,-22,0,4,108,104, negative,4,tra
79,0,84,7,-38,0,4,123,118, negative,4,tra
81,3,85,0,-40,8,4,126,122, negative,4,tra
108,0,109,0,72,5,1,36,36, negative,4,tra
85,2,88,4,-2,0,3,91,88, negative,4,tra
82,0,86,0,-12,-4,3,99,96, negative,4,tra
114,4400,106,50,34,-13,-8,72,80, negative,4,tra
80,1,84,0,-28,-10,4,112,108, negative,4,tra
107,1,109,6,72,1,2,36,34, negative,4,tra
79,-2,83,0,-30,0,4,114,110, negative,4,tra
81,0,86,3,-24,-11,4,112,108, negative,4,tra
79,0,84,-1,-40,8,4,125,120, negative,4,tra
106,0,108,7,70,0,2,38,36, negative,4,tra
81,0,84,0,-20,5,4,105,102, negative,4,tra
83,0,86,0,-2,21,4,89,86, negative,4,tra
76,0,81,-1,-42,-22,5,125,120, negative,4,tra
102,4,103,2,70,-3,1,33,32, negative,4,tra
82,4,86,0,-40,4,4,128,124, negative,4,tra
104,1,106,1,72,7,1,33,32, negative,4,tra
84,0,88,0,-2,-13,3,90,88, negative,4,tra
82,0,86,-2,-40,1,4,128,124, negative,4,tra
85,0,88,-1,2,-4,3,86,82, negative,4,tra
83,-1,86,-3,-4,0,3,92,88, negative,4,tra
79,0,83,0,-42,24,4,127,122, negative,4,tra
103,-4,104,0,72,12,1,32,30, negative,4,tra
85,-1,89,0,2,-1,4,86,82, negative,4,tra
107,1,108,1,72,10,1,36,34, negative,4,tra
78,4,83,5,-42,-17,4,126,122, negative,4,tra
77,-1,81,0,-40,0,4,123,118, negative,4,tra
105,0,106,-1,70,-1,1,36,36, negative,4,tra
107,-5,108,-3,72,4,1,36,34, negative,4,tra
81,-3,85,0,-40,4,4,126,122, negative,4,tra
80,0,84,3,-24,6,4,110,106, negative,4,tra
102,0,102,-5,70,-3,1,33,32, negative,4,tra
85,0,89,1,6,20,4,84,80, negative,4,tra
102,0,104,5,70,-2,2,34,32, negative,4,tra
106,3,108,2,72,5,1,35,34, negative,4,tra
78,0,83,8,-46,0,4,129,124, negative,4,tra
82,-2,86,-1,-40,0,5,128,124, negative,4,tra
84,2,86,-2,-4,0,3,92,88, negative,4,tra
82,0,86,0,-10,7,3,96,92, negative,4,tra
80,-1,84,-2,-40,4,4,125,122, negative,4,tra
85,0,88,-4,2,0,3,85,82, negative,4,tra
72,6,76,3,-42,-4,4,119,116, negative,4,tra
82,1,86,0,-22,5,4,109,106, negative,4,tra
84,0,88,-2,6,-7,4,83,78, negative,4,tra
79,0,83,-1,-30,29,4,114,110, negative,4,tra
101,0,102,-1,72,0,1,29,28, negative,4,tra
87,4,89,0,8,2,2,81,78, negative,4,tra
81,0,85,0,-40,5,4,126,122, negative,4,tra
81,-3,85,-1,-40,5,4,126,122, negative,4,tra
101,0,102,0,72,6,1,29,28, negative,4,tra
85,0,88,-36,0,0,3,88,84, negative,4,tra
106,5,107,0,70,0,1,37,36, negative,4,tra
106,-1,107,-3,70,0,1,37,36, negative,4,tra
85,0,89,2,2,-6,4,86,82, negative,4,tra
81,-1,84,0,-14,2,4,100,96, negative,4,tra
104,-4,105,-3,70,-21,1,35,34, negative,4,tra
85,0,88,0,0,-11,3,88,86, negative,4,tra
84,0,88,-2,6,-7,5,83,78, negative,4,tra
79,1,83,6,-42,-20,5,127,122, negative,4,tra
82,0,86,0,-10,12,3,96,92, negative,4,tra
80,0,84,0,-36,-6,4,120,116, negative,4,tra
79,0,83,0,-38,15,4,122,118, negative,4,tra
85,0,88,0,6,17,3,83,80, negative,4,tra
104,-3,106,0,70,0,1,36,34, negative,4,tra
103,2,104,1,70,0,1,35,34, negative,4,tra
71,2,76,5,-42,-7,4,119,116, negative,4,tra
78,0,83,1,-46,0,4,129,124, negative,4,tra
74,1,79,3,-42,0,4,123,118, negative,4,tra
81,1,85,0,-40,12,4,126,122, negative,4,tra
77,3,82,8,-40,19,5,123,118, negative,4,tra
82,0,86,0,-40,7,4,128,124, negative,4,tra
107,3,108,0,70,0,1,38,36, negative,4,tra
85,0,88,0,2,7,3,86,82, negative,4,tra
79,0,83,0,-42,8,4,127,122, negative,4,tra
82,1,86,0,-40,6,4,128,124, negative,4,tra
81,0,84,0,-20,3,4,105,102, negative,4,tra
107,0,108,0,72,3,1,35,34, negative,4,tra
80,-2,84,0,-22,-30,4,108,104, negative,4,tra
81,0,84,0,-22,0,3,108,104, negative,4,tra
101,0,102,0,72,0,1,29,28, negative,4,tra
104,-1,105,-1,70,0,1,35,34, negative,4,tra
82,-1,86,0,-4,-10,3,91,88, negative,4,tra
82,-2,86,0,-40,0,5,128,124, negative,4,tra
77,5,81,0,-42,0,4,125,120, negative,4,tra
84,0,88,0,0,10,3,88,84, negative,4,tra
105,-1,106,-3,70,0,1,36,34, negative,4,tra
79,0,83,2,-42,-16,5,127,122, negative,4,tra
85,2,88,0,2,-27,3,86,82, negative,4,tra
80,0,84,-1,-38,-7,4,123,118, negative,4,tra
81,-3,86,-3,-40,0,4,127,122, negative,4,tra
81,0,84,0,-14,-6,3,99,96, negative,4,tra
85,0,89,2,2,-14,4,86,82, negative,4,tra
105,3,108,0,70,0,2,38,36, negative,4,tra
81,0,84,0,-20,19,4,105,102, negative,4,tra
82,-2,86,0,-6,0,4,94,90, negative,4,tra
84,0,88,0,6,0,4,83,80, negative,4,tra
84,4,86,-1,-4,0,3,92,88, negative,4,tra
74,8,78,4,-42,0,4,122,118, negative,4,tra
79,-1,83,-10,-32,-26739,4,117,112, negative,4,tra
107,3,108,5,72,1,1,36,34, negative,4,tra
81,-1,86,2,-40,7,5,127,122, negative,4,tra
81,0,84,6,-14,-12,4,100,96, negative,4,tra
83,0,86,0,-6,-9,3,94,90, negative,4,tra
80,0,84,0,-42,-6,4,128,124, negative,4,tra
82,0,85,-3,-2,10,3,88,84, negative,4,tra
105,0,106,-2,70,-2,1,36,36, negative,4,tra
81,0,84,0,-18,-22,3,103,100, negative,4,tra
105,0,106,-4,72,10,1,34,34, negative,4,tra
79,0,83,0,-30,6,4,114,110, negative,4,tra
83,0,86,-1,-6,-24,3,94,90, negative,4,tra
