folder_name,auc,preprocessing,classifier
glass-0-1-2-3_vs_4-5-6,0.8934199446649825,minmax_std,ISOF
glass-0-1-2-3_vs_4-5-6,0.9754601226993865,raw,BRM
glass-0-1-2-3_vs_4-5-6,0.991940334415975,min_max,BRM
glass-0-1-2-3_vs_4-5-6,0.9953085528690004,std,BRM
glass-0-1-2-3_vs_4-5-6,0.9959100204498977,minmax_std,BRM
glass-0-1-2-3_vs_4-5-6,0.8521592686154217,raw,GMM
glass-0-1-2-3_vs_4-5-6,0.8492722242271142,min_max,GMM
glass-0-1-2-3_vs_4-5-6,0.8491519307109348,std,GMM
glass-0-1-2-3_vs_4-5-6,0.8491519307109348,minmax_std,GMM
ecoli-0-6-7_vs_5,0.77925,raw,ocSVM
ecoli-0-6-7_vs_5,0.79525,min_max,ocSVM
ecoli-0-6-7_vs_5,0.7807499999999999,std,ocSVM
ecoli-0-6-7_vs_5,0.7807499999999999,minmax_std,ocSVM
ecoli-0-6-7_vs_5,0.7789999999999999,raw,ISOF
ecoli-0-6-7_vs_5,0.7829999999999999,min_max,ISOF
ecoli-0-6-7_vs_5,0.80225,std,ISOF
ecoli-0-6-7_vs_5,0.81125,minmax_std,ISOF
ecoli-0-6-7_vs_5,0.96825,raw,BRM
ecoli-0-6-7_vs_5,0.952,min_max,BRM
ecoli-0-6-7_vs_5,0.99,std,BRM
ecoli-0-6-7_vs_5,0.9795,minmax_std,BRM
ecoli-0-6-7_vs_5,0.78375,raw,GMM
ecoli-0-6-7_vs_5,0.78375,min_max,GMM
ecoli-0-6-7_vs_5,0.78375,std,GMM
ecoli-0-6-7_vs_5,0.78375,minmax_std,GMM
glass5,0.5506775067750678,raw,ocSVM
glass5,0.5398373983739837,min_max,ocSVM
glass5,0.5468834688346884,std,ocSVM
glass5,0.5468834688346884,minmax_std,ocSVM
glass5,0.7116531165311653,raw,ISOF
glass5,0.7127371273712737,min_max,ISOF
glass5,0.7192411924119241,std,ISOF
glass5,0.7084010840108401,minmax_std,ISOF
glass5,0.9447154471544715,raw,BRM
glass5,0.9978319783197832,min_max,BRM
glass5,1.0,std,BRM
glass5,1.0,minmax_std,BRM
glass5,0.629810298102981,raw,GMM
glass5,0.6092140921409215,min_max,GMM
glass5,0.6092140921409215,std,GMM
glass5,0.6092140921409215,minmax_std,GMM
glass-0-1-6_vs_2,0.7374789915966387,raw,ocSVM
glass-0-1-6_vs_2,0.6252100840336134,min_max,ocSVM
glass-0-1-6_vs_2,0.6026890756302521,std,ocSVM
glass-0-1-6_vs_2,0.6026890756302521,minmax_std,ocSVM
glass-0-1-6_vs_2,0.6201680672268908,raw,ISOF
glass-0-1-6_vs_2,0.6265546218487394,min_max,ISOF
glass-0-1-6_vs_2,0.6057142857142856,std,ISOF
glass-0-1-6_vs_2,0.6026890756302521,minmax_std,ISOF
glass-0-1-6_vs_2,0.5657142857142856,raw,BRM
glass-0-1-6_vs_2,0.9300840336134455,min_max,BRM
glass-0-1-6_vs_2,0.9579831932773109,std,BRM
glass-0-1-6_vs_2,0.9596638655462185,minmax_std,BRM
glass-0-1-6_vs_2,0.5011764705882353,raw,GMM
glass-0-1-6_vs_2,0.5536134453781513,min_max,GMM
glass-0-1-6_vs_2,0.5549579831932773,std,GMM
glass-0-1-6_vs_2,0.5549579831932773,minmax_std,GMM
glass1,0.5056254767353165,raw,ocSVM
glass1,0.5310831426392068,min_max,ocSVM
glass1,0.5389969488939741,std,ocSVM
glass1,0.5389969488939741,minmax_std,ocSVM
glass1,0.5428108314263921,raw,ISOF
glass1,0.5596872616323416,min_max,ISOF
glass1,0.5280320366132724,std,ISOF
glass1,0.5538710907704043,minmax_std,ISOF
glass1,0.5725591151792524,raw,BRM
glass1,0.8507818459191457,min_max,BRM
glass1,0.8695652173913043,std,BRM
glass1,0.8685163996948894,minmax_std,BRM
glass1,0.5851449275362318,raw,GMM
glass1,0.5823798627002288,min_max,GMM
glass1,0.5827612509534706,std,GMM
glass1,0.5827612509534706,minmax_std,GMM
glass-0-1-6_vs_5,0.5244444444444445,raw,ocSVM
glass-0-1-6_vs_5,0.533968253968254,min_max,ocSVM
glass-0-1-6_vs_5,0.6717460317460318,std,ocSVM
glass-0-1-6_vs_5,0.6717460317460318,minmax_std,ocSVM
glass-0-1-6_vs_5,0.7542857142857142,raw,ISOF
glass-0-1-6_vs_5,0.7276190476190476,min_max,ISOF
glass-0-1-6_vs_5,0.7403174603174604,std,ISOF
glass-0-1-6_vs_5,0.7180952380952381,minmax_std,ISOF
glass-0-1-6_vs_5,0.9517460317460318,raw,BRM
glass-0-1-6_vs_5,0.9993650793650793,min_max,BRM
glass-0-1-6_vs_5,1.0,std,BRM
glass-0-1-6_vs_5,0.9993650793650795,minmax_std,BRM
glass-0-1-6_vs_5,0.6577777777777778,raw,GMM
glass-0-1-6_vs_5,0.6425396825396825,min_max,GMM
glass-0-1-6_vs_5,0.6425396825396825,std,GMM
glass-0-1-6_vs_5,0.6425396825396825,minmax_std,GMM
glass-0-4_vs_5,0.5381526104417671,raw,ocSVM
glass-0-4_vs_5,0.5327978580990629,min_max,ocSVM
glass-0-4_vs_5,0.5649263721552878,std,ocSVM
glass-0-4_vs_5,0.5649263721552878,minmax_std,ocSVM
glass-0-4_vs_5,0.7657295850066934,raw,ISOF
glass-0-4_vs_5,0.7590361445783133,min_max,ISOF
glass-0-4_vs_5,0.7657295850066934,std,ISOF
glass-0-4_vs_5,0.7523427041499331,minmax_std,ISOF
glass-0-4_vs_5,0.9879518072289156,raw,BRM
glass-0-4_vs_5,1.0,min_max,BRM
glass-0-4_vs_5,0.995983935742972,std,BRM
glass-0-4_vs_5,0.998661311914324,minmax_std,BRM
glass-0-4_vs_5,0.7483266398929049,raw,GMM
glass-0-4_vs_5,0.7389558232931727,min_max,GMM
glass-0-4_vs_5,0.7389558232931727,std,GMM
glass-0-4_vs_5,0.7389558232931727,minmax_std,GMM
glass4,0.7975507079984692,raw,ocSVM
glass4,0.8017604286261003,min_max,ocSVM
glass4,0.8453884424033677,std,ocSVM
glass4,0.8453884424033677,minmax_std,ocSVM
glass4,0.8438576349024111,raw,ISOF
glass4,0.835820895522388,min_max,ISOF
glass4,0.8633754305396096,std,ISOF
glass4,0.8610792192881744,minmax_std,ISOF
glass4,0.9632606199770378,raw,BRM
glass4,0.9965556831228474,min_max,BRM
glass4,1.0,std,BRM
glass4,1.0,minmax_std,BRM
glass4,0.801377726750861,raw,GMM
glass4,0.7979334098737083,min_max,GMM
glass4,0.7979334098737083,std,GMM
glass4,0.7979334098737083,minmax_std,GMM
glass2,0.7243953418931024,raw,ocSVM
glass2,0.6816960286652732,min_max,ocSVM
glass2,0.6646760226933413,std,ocSVM
glass2,0.6646760226933413,minmax_std,ocSVM
glass2,0.65750970438937,raw,ISOF
glass2,0.6366079426694535,min_max,ISOF
glass2,0.6327261869214691,std,ISOF
glass2,0.6500447894893998,minmax_std,ISOF
glass2,0.583756345177665,raw,BRM
glass2,0.9767094655120931,min_max,BRM
glass2,0.950731561660197,std,BRM
glass2,0.9671543744401313,minmax_std,BRM
glass2,0.5792773962376829,raw,GMM
glass2,0.5294117647058824,min_max,GMM
glass2,0.5300089578978799,std,GMM
glass2,0.5300089578978799,minmax_std,GMM
glass-0-1-5_vs_2,0.7259962049335864,raw,ocSVM
glass-0-1-5_vs_2,0.5666034155597723,min_max,ocSVM
glass-0-1-5_vs_2,0.5783681214421252,std,ocSVM
glass-0-1-5_vs_2,0.5783681214421252,minmax_std,ocSVM
glass-0-1-5_vs_2,0.5719165085388995,raw,ISOF
glass-0-1-5_vs_2,0.5741935483870968,min_max,ISOF
glass-0-1-5_vs_2,0.5324478178368122,std,ISOF
glass-0-1-5_vs_2,0.5392789373814042,minmax_std,ISOF
glass-0-1-5_vs_2,0.5290322580645161,raw,BRM
glass-0-1-5_vs_2,0.9586337760910816,min_max,BRM
glass-0-1-5_vs_2,0.8971537001897534,std,BRM
glass-0-1-5_vs_2,0.9142314990512334,minmax_std,BRM
glass-0-1-5_vs_2,0.5328273244781784,raw,GMM
glass-0-1-5_vs_2,0.6087286527514232,min_max,GMM
glass-0-1-5_vs_2,0.6094876660341556,std,GMM
glass-0-1-5_vs_2,0.6094876660341556,minmax_std,GMM
glass-0-6_vs_5,0.5993265993265994,raw,ocSVM
glass-0-6_vs_5,0.5072951739618405,min_max,ocSVM
glass-0-6_vs_5,0.5813692480359147,std,ocSVM
glass-0-6_vs_5,0.5813692480359147,minmax_std,ocSVM
glass-0-6_vs_5,0.7104377104377104,raw,ISOF
glass-0-6_vs_5,0.7149270482603816,min_max,ISOF
glass-0-6_vs_5,0.6924803591470259,std,ISOF
glass-0-6_vs_5,0.7014590347923682,minmax_std,ISOF
glass-0-6_vs_5,0.967452300785634,raw,BRM
glass-0-6_vs_5,1.0,min_max,BRM
glass-0-6_vs_5,1.0,std,BRM
glass-0-6_vs_5,1.0,minmax_std,BRM
glass-0-6_vs_5,0.5993265993265994,raw,GMM
glass-0-6_vs_5,0.5914702581369249,min_max,GMM
glass-0-6_vs_5,0.5914702581369249,std,GMM
glass-0-6_vs_5,0.5914702581369249,minmax_std,GMM
glass6,0.8225535880708295,raw,ocSVM
glass6,0.8736253494874184,min_max,ocSVM
glass6,0.8503261882572228,std,ocSVM
glass6,0.8503261882572228,minmax_std,ocSVM
glass6,0.8503261882572228,raw,ISOF
glass6,0.857968313140727,min_max,ISOF
glass6,0.8732525629077353,std,ISOF
glass6,0.8335507921714819,minmax_std,ISOF
glass6,0.9683131407269339,raw,BRM
glass6,0.9895619757688723,min_max,BRM
glass6,0.994408201304753,std,BRM
glass6,0.9934762348555453,minmax_std,BRM
glass6,0.8542404473438956,raw,GMM
glass6,0.8585274930102517,min_max,GMM
glass6,0.8583410997204102,std,GMM
glass6,0.8583410997204102,minmax_std,GMM
kr-vs-k-one_vs_fifteen,0.8659942704264034,raw,ocSVM
kr-vs-k-one_vs_fifteen,0.9978691668442361,min_max,ocSVM
kr-vs-k-one_vs_fifteen,1.0,std,ocSVM
kr-vs-k-one_vs_fifteen,1.0,minmax_std,ocSVM
kr-vs-k-one_vs_fifteen,0.9995975092928001,raw,ISOF
kr-vs-k-one_vs_fifteen,0.9867769964722873,min_max,ISOF
kr-vs-k-one_vs_fifteen,0.9988753936122358,std,ISOF
kr-vs-k-one_vs_fifteen,0.9989641783270592,minmax_std,ISOF
kr-vs-k-one_vs_fifteen,1.0,raw,BRM
kr-vs-k-one_vs_fifteen,1.0,min_max,BRM
kr-vs-k-one_vs_fifteen,1.0,std,BRM
kr-vs-k-one_vs_fifteen,1.0,minmax_std,BRM
kr-vs-k-one_vs_fifteen,0.9998875393612235,raw,GMM
kr-vs-k-one_vs_fifteen,0.9998875393612235,min_max,GMM
kr-vs-k-one_vs_fifteen,0.9998875393612235,std,GMM
kr-vs-k-one_vs_fifteen,0.9998875393612235,minmax_std,GMM
kr-vs-k-three_vs_eleven,0.8711187244240269,raw,ocSVM
kr-vs-k-three_vs_eleven,0.76572192374575,min_max,ocSVM
kr-vs-k-three_vs_eleven,0.707423845242112,std,ocSVM
kr-vs-k-three_vs_eleven,0.707423845242112,minmax_std,ocSVM
kr-vs-k-three_vs_eleven,0.6900862553747393,raw,ISOF
kr-vs-k-three_vs_eleven,0.671273586129928,min_max,ISOF
kr-vs-k-three_vs_eleven,0.7174336214280153,std,ISOF
kr-vs-k-three_vs_eleven,0.8085684376270688,minmax_std,ISOF
kr-vs-k-three_vs_eleven,0.999917810826477,raw,BRM
kr-vs-k-three_vs_eleven,0.9996452888300588,min_max,BRM
kr-vs-k-three_vs_eleven,0.9997447809874812,std,BRM
kr-vs-k-three_vs_eleven,0.9996452888300587,minmax_std,BRM
kr-vs-k-three_vs_eleven,0.7853262045039667,raw,GMM
kr-vs-k-three_vs_eleven,0.7853262045039667,min_max,GMM
kr-vs-k-three_vs_eleven,0.7853262045039667,std,GMM
kr-vs-k-three_vs_eleven,0.7853262045039667,minmax_std,GMM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.61173612035681,raw,ocSVM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.61173612035681,min_max,ocSVM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.7148515510584477,std,ocSVM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.7148515510584477,minmax_std,ocSVM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.6050792171481827,raw,ISOF
led7digit-0-2-4-5-6-7-8-9_vs_1,0.6349021435228331,min_max,ISOF
led7digit-0-2-4-5-6-7-8-9_vs_1,0.6410264944747703,std,ISOF
led7digit-0-2-4-5-6-7-8-9_vs_1,0.6012182132871788,minmax_std,ISOF
led7digit-0-2-4-5-6-7-8-9_vs_1,0.970543203301824,raw,BRM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.9648848355744909,min_max,BRM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.9618892291306086,std,BRM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.9592930368792438,minmax_std,BRM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.5468978831047797,raw,GMM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.5468978831047797,min_max,GMM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.5468978831047797,std,GMM
led7digit-0-2-4-5-6-7-8-9_vs_1,0.5468978831047797,minmax_std,GMM
lymphography-normal-fibrosis,0.931924882629108,raw,ocSVM
lymphography-normal-fibrosis,0.9964788732394366,min_max,ocSVM
lymphography-normal-fibrosis,0.9929577464788732,std,ocSVM
lymphography-normal-fibrosis,0.9929577464788732,minmax_std,ocSVM
lymphography-normal-fibrosis,1.0,raw,ISOF
lymphography-normal-fibrosis,1.0,min_max,ISOF
lymphography-normal-fibrosis,1.0,std,ISOF
lymphography-normal-fibrosis,0.9988262910798122,minmax_std,ISOF
lymphography-normal-fibrosis,1.0,raw,BRM
lymphography-normal-fibrosis,1.0,min_max,BRM
lymphography-normal-fibrosis,0.5,std,BRM
lymphography-normal-fibrosis,1.0,minmax_std,BRM
lymphography-normal-fibrosis,0.9671361502347418,raw,GMM
lymphography-normal-fibrosis,0.9671361502347418,min_max,GMM
lymphography-normal-fibrosis,0.9671361502347418,std,GMM
lymphography-normal-fibrosis,0.9671361502347418,minmax_std,GMM
new-thyroid1,0.8234920634920635,raw,ocSVM
new-thyroid1,0.8903174603174603,min_max,ocSVM
new-thyroid1,0.8687301587301588,std,ocSVM
new-thyroid1,0.8687301587301588,minmax_std,ocSVM
new-thyroid1,0.8558730158730159,raw,ISOF
new-thyroid1,0.8636507936507937,min_max,ISOF
new-thyroid1,0.8693650793650793,std,ISOF
new-thyroid1,0.8661904761904762,minmax_std,ISOF
new-thyroid1,0.9561904761904761,raw,BRM
new-thyroid1,0.9996825396825397,min_max,BRM
new-thyroid1,1.0,std,BRM
new-thyroid1,1.0,minmax_std,BRM
new-thyroid1,0.8133333333333334,raw,GMM
new-thyroid1,0.8133333333333334,min_max,GMM
new-thyroid1,0.8133333333333334,std,GMM
new-thyroid1,0.8133333333333334,minmax_std,GMM
iris0,0.669,raw,ocSVM
iris0,0.5563999999999999,min_max,ocSVM
iris0,0.6122,std,ocSVM
iris0,0.6122,minmax_std,ocSVM
iris0,0.5419999999999999,raw,ISOF
iris0,0.642,min_max,ISOF
iris0,0.509,std,ISOF
iris0,0.5496,minmax_std,ISOF
iris0,1.0,raw,BRM
iris0,1.0,min_max,BRM
iris0,1.0,std,BRM
iris0,1.0,minmax_std,BRM
iris0,0.502,raw,GMM
iris0,0.502,min_max,GMM
iris0,0.502,std,GMM
iris0,0.502,minmax_std,GMM
kr-vs-k-zero_vs_eight,0.6008115582435192,raw,ocSVM
kr-vs-k-zero_vs_eight,0.6738776459641778,min_max,ocSVM
kr-vs-k-zero_vs_eight,0.6763329973378822,std,ocSVM
kr-vs-k-zero_vs_eight,0.6763329973378822,minmax_std,ocSVM
kr-vs-k-zero_vs_eight,0.7779845442092477,raw,ISOF
kr-vs-k-zero_vs_eight,0.6205319066449562,min_max,ISOF
kr-vs-k-zero_vs_eight,0.7575405132976661,std,ISOF
kr-vs-k-zero_vs_eight,0.7270941562637305,minmax_std,ISOF
kr-vs-k-zero_vs_eight,0.9956062133312658,raw,BRM
kr-vs-k-zero_vs_eight,0.9996898503527952,min_max,BRM
kr-vs-k-zero_vs_eight,0.9995864671370603,std,BRM
kr-vs-k-zero_vs_eight,0.9997415419606627,minmax_std,BRM
kr-vs-k-zero_vs_eight,0.744669302938668,raw,GMM
kr-vs-k-zero_vs_eight,0.744669302938668,min_max,GMM
kr-vs-k-zero_vs_eight,0.744669302938668,std,GMM
kr-vs-k-zero_vs_eight,0.744669302938668,minmax_std,GMM
habermanImb,0.5056790123456789,raw,ocSVM
habermanImb,0.5518792866941016,min_max,ocSVM
habermanImb,0.5975857338820302,std,ocSVM
habermanImb,0.5975857338820302,minmax_std,ocSVM
habermanImb,0.6560219478737997,raw,ISOF
habermanImb,0.6520713305898491,min_max,ISOF
habermanImb,0.6353360768175582,std,ISOF
habermanImb,0.6514128943758573,minmax_std,ISOF
habermanImb,0.7258161865569273,raw,BRM
habermanImb,0.7728943758573388,min_max,BRM
habermanImb,0.7846364883401921,std,BRM
habermanImb,0.7885871056241426,minmax_std,BRM
habermanImb,0.5698765432098766,raw,GMM
habermanImb,0.5698765432098766,min_max,GMM
habermanImb,0.5698765432098766,std,GMM
habermanImb,0.5698765432098766,minmax_std,GMM
kr-vs-k-zero_vs_fifteen,0.9456071953763552,raw,ocSVM
kr-vs-k-zero_vs_fifteen,1.0,min_max,ocSVM
kr-vs-k-zero_vs_fifteen,1.0,std,ocSVM
kr-vs-k-zero_vs_fifteen,1.0,minmax_std,ocSVM
kr-vs-k-zero_vs_fifteen,0.9993673266988133,raw,ISOF
kr-vs-k-zero_vs_fifteen,0.9981019800964399,min_max,ISOF
kr-vs-k-zero_vs_fifteen,1.0,std,ISOF
kr-vs-k-zero_vs_fifteen,0.9994870216476864,minmax_std,ISOF
kr-vs-k-zero_vs_fifteen,1.0,raw,BRM
kr-vs-k-zero_vs_fifteen,1.0,min_max,BRM
kr-vs-k-zero_vs_fifteen,1.0,std,BRM
kr-vs-k-zero_vs_fifteen,1.0,minmax_std,BRM
kr-vs-k-zero_vs_fifteen,1.0,raw,GMM
kr-vs-k-zero_vs_fifteen,1.0,min_max,GMM
kr-vs-k-zero_vs_fifteen,1.0,std,GMM
kr-vs-k-zero_vs_fifteen,1.0,minmax_std,GMM
kr-vs-k-zero-one_vs_draw,0.7932624838204237,raw,ocSVM
kr-vs-k-zero-one_vs_draw,0.7022106410518427,min_max,ocSVM
kr-vs-k-zero-one_vs_draw,0.7588902513795217,std,ocSVM
kr-vs-k-zero-one_vs_draw,0.7588902513795217,minmax_std,ocSVM
kr-vs-k-zero-one_vs_draw,0.7030008856189114,raw,ISOF
kr-vs-k-zero-one_vs_draw,0.6956911233735268,min_max,ISOF
kr-vs-k-zero-one_vs_draw,0.7579331017099258,std,ISOF
kr-vs-k-zero-one_vs_draw,0.6209585121602289,minmax_std,ISOF
kr-vs-k-zero-one_vs_draw,0.9720689420260236,raw,BRM
kr-vs-k-zero-one_vs_draw,0.9986034471013012,min_max,BRM
kr-vs-k-zero-one_vs_draw,0.9992540363784999,std,BRM
kr-vs-k-zero-one_vs_draw,0.9987737584304107,minmax_std,BRM
kr-vs-k-zero-one_vs_draw,0.960719395054159,raw,GMM
kr-vs-k-zero-one_vs_draw,0.960719395054159,min_max,GMM
kr-vs-k-zero-one_vs_draw,0.960719395054159,std,GMM
kr-vs-k-zero-one_vs_draw,0.960719395054159,minmax_std,GMM
poker-8_vs_6,0.6825946817082997,raw,ocSVM
poker-8_vs_6,0.5107171635777599,min_max,ocSVM
poker-8_vs_6,0.5234891216760676,std,ocSVM
poker-8_vs_6,0.5234891216760676,minmax_std,ocSVM
poker-8_vs_6,0.5330781627719581,raw,ISOF
poker-8_vs_6,0.5365834004834811,min_max,ISOF
poker-8_vs_6,0.546494762288477,std,ISOF
poker-8_vs_6,0.5170024174053183,minmax_std,ISOF
poker-8_vs_6,0.9388799355358581,raw,BRM
poker-8_vs_6,0.9950040290088638,min_max,BRM
poker-8_vs_6,0.9972602739726028,std,BRM
poker-8_vs_6,0.9995165189363416,minmax_std,BRM
poker-8_vs_6,0.5201853344077357,raw,GMM
poker-8_vs_6,0.5201853344077357,min_max,GMM
poker-8_vs_6,0.5201853344077357,std,GMM
poker-8_vs_6,0.5201853344077357,minmax_std,GMM
poker-9_vs_7,0.9592161016949152,raw,ocSVM
poker-9_vs_7,0.8384533898305084,min_max,ocSVM
poker-9_vs_7,0.8797669491525424,std,ocSVM
poker-9_vs_7,0.8797669491525424,minmax_std,ocSVM
poker-9_vs_7,0.9284957627118644,raw,ISOF
poker-9_vs_7,0.9359110169491526,min_max,ISOF
poker-9_vs_7,0.9433262711864406,std,ISOF
poker-9_vs_7,0.9369703389830508,minmax_std,ISOF
poker-9_vs_7,0.9994703389830508,raw,BRM
poker-9_vs_7,1.0,min_max,BRM
poker-9_vs_7,1.0,std,BRM
poker-9_vs_7,1.0,minmax_std,BRM
poker-9_vs_7,0.9629237288135594,raw,GMM
poker-9_vs_7,0.9629237288135594,min_max,GMM
poker-9_vs_7,0.9629237288135594,std,GMM
poker-9_vs_7,0.9629237288135594,minmax_std,GMM
new-thyroid2,0.8234920634920635,raw,ocSVM
new-thyroid2,0.8996825396825396,min_max,ocSVM
new-thyroid2,0.8853968253968254,std,ocSVM
new-thyroid2,0.8853968253968254,minmax_std,ocSVM
new-thyroid2,0.8609523809523809,raw,ISOF
new-thyroid2,0.886984126984127,min_max,ISOF
new-thyroid2,0.8592063492063492,std,ISOF
new-thyroid2,0.8765079365079366,minmax_std,ISOF
new-thyroid2,0.9628571428571429,raw,BRM
new-thyroid2,0.9998412698412699,min_max,BRM
new-thyroid2,1.0,std,BRM
new-thyroid2,0.9998412698412699,minmax_std,BRM
new-thyroid2,0.8133333333333334,raw,GMM
new-thyroid2,0.8133333333333334,min_max,GMM
new-thyroid2,0.8133333333333334,std,GMM
new-thyroid2,0.8133333333333334,minmax_std,GMM
segment0,0.6813963025137807,raw,ocSVM
segment0,0.8022426972573727,min_max,ocSVM
segment0,0.7703685045561988,std,ocSVM
segment0,0.7703685045561988,minmax_std,ocSVM
segment0,0.7982862610602818,raw,ISOF
segment0,0.7965031001810807,min_max,ISOF
segment0,0.804168695312944,std,ISOF
segment0,0.8234732164935469,minmax_std,ISOF
segment0,0.9931069543274289,raw,BRM
segment0,0.9992351299587923,min_max,BRM
segment0,0.9997527227376819,std,BRM
segment0,0.9997711533410845,minmax_std,BRM
segment0,0.7171516731148181,raw,GMM
segment0,0.7171486013475842,min_max,GMM
segment0,0.7171409219294999,std,GMM
segment0,0.7171409219294999,minmax_std,GMM
pimaImb,0.6580298507462687,raw,ocSVM
pimaImb,0.6138432835820896,min_max,ocSVM
pimaImb,0.6242985074626866,std,ocSVM
pimaImb,0.6242985074626866,minmax_std,ocSVM
pimaImb,0.6627537313432836,raw,ISOF
pimaImb,0.6735223880597015,min_max,ISOF
pimaImb,0.6837537313432835,std,ISOF
pimaImb,0.6684328358208955,minmax_std,ISOF
pimaImb,0.8243880597014924,raw,BRM
pimaImb,0.8685522388059702,min_max,BRM
pimaImb,0.8841567164179104,std,BRM
pimaImb,0.8833731343283583,minmax_std,BRM
pimaImb,0.6744477611940298,raw,GMM
pimaImb,0.6744477611940298,min_max,GMM
pimaImb,0.6744477611940298,std,GMM
pimaImb,0.6744477611940298,minmax_std,GMM
page-blocks-1-3_vs_4,0.6900740025740026,raw,ocSVM
page-blocks-1-3_vs_4,0.5204311454311454,min_max,ocSVM
page-blocks-1-3_vs_4,0.6566924066924067,std,ocSVM
page-blocks-1-3_vs_4,0.6566924066924067,minmax_std,ocSVM
page-blocks-1-3_vs_4,0.8723455598455598,raw,ISOF
page-blocks-1-3_vs_4,0.8800675675675675,min_max,ISOF
page-blocks-1-3_vs_4,0.8593146718146718,std,ISOF
page-blocks-1-3_vs_4,0.8796653796653796,minmax_std,ISOF
page-blocks-1-3_vs_4,0.7638352638352639,raw,BRM
page-blocks-1-3_vs_4,0.9945302445302445,min_max,BRM
page-blocks-1-3_vs_4,0.9987129987129987,std,BRM
page-blocks-1-3_vs_4,0.9991956241956241,minmax_std,BRM
page-blocks-1-3_vs_4,0.6728603603603603,raw,GMM
page-blocks-1-3_vs_4,0.6728603603603603,min_max,GMM
page-blocks-1-3_vs_4,0.6728603603603603,std,GMM
page-blocks-1-3_vs_4,0.6728603603603603,minmax_std,GMM
poker-8-9_vs_6,0.5088493150684932,raw,ocSVM
poker-8-9_vs_6,0.5975068493150685,min_max,ocSVM
poker-8-9_vs_6,0.5932328767123287,std,ocSVM
poker-8-9_vs_6,0.5932328767123287,minmax_std,ocSVM
poker-8-9_vs_6,0.6113424657534247,raw,ISOF
poker-8-9_vs_6,0.6563287671232877,min_max,ISOF
poker-8-9_vs_6,0.6262739726027396,std,ISOF
poker-8-9_vs_6,0.6434794520547945,minmax_std,ISOF
poker-8-9_vs_6,0.8970958904109589,raw,BRM
poker-8-9_vs_6,0.9991232876712328,min_max,BRM
poker-8-9_vs_6,0.9983287671232878,std,BRM
poker-8-9_vs_6,0.9764931506849315,minmax_std,BRM
poker-8-9_vs_6,0.6469315068493151,raw,GMM
poker-8-9_vs_6,0.6469315068493151,min_max,GMM
poker-8-9_vs_6,0.6469315068493151,std,GMM
poker-8-9_vs_6,0.6469315068493151,minmax_std,GMM
page-blocks0,0.699757352167427,raw,ocSVM
page-blocks0,0.8975623068584788,min_max,ocSVM
page-blocks0,0.908748357375398,std,ocSVM
page-blocks0,0.908748357375398,minmax_std,ocSVM
page-blocks0,0.884994430824431,raw,ISOF
page-blocks0,0.8723681139483543,min_max,ISOF
page-blocks0,0.9029931178171017,std,ISOF
page-blocks0,0.8937041189323932,minmax_std,ISOF
page-blocks0,0.914017136092882,raw,BRM
page-blocks0,0.9704567889142273,min_max,BRM
page-blocks0,0.9855796767147289,std,BRM
page-blocks0,0.9862988085714691,minmax_std,BRM
page-blocks0,0.912182348535356,raw,GMM
page-blocks0,0.9123567607679527,min_max,GMM
page-blocks0,0.9121841691223351,std,GMM
page-blocks0,0.9121841691223351,minmax_std,GMM
shuttle-2_vs_5,0.8107669146630185,raw,ocSVM
shuttle-2_vs_5,0.9905049255698607,min_max,ocSVM
shuttle-2_vs_5,0.9904549514939125,std,ocSVM
shuttle-2_vs_5,0.9904549514939125,minmax_std,ocSVM
shuttle-2_vs_5,0.9917917580255242,raw,ISOF
shuttle-2_vs_5,0.988755832911677,min_max,ISOF
shuttle-2_vs_5,0.9903737436204969,std,ISOF
shuttle-2_vs_5,0.9927412654685382,minmax_std,ISOF
shuttle-2_vs_5,0.9998875583291168,raw,BRM
shuttle-2_vs_5,1.0,min_max,BRM
shuttle-2_vs_5,1.0,std,BRM
shuttle-2_vs_5,1.0,minmax_std,BRM
shuttle-2_vs_5,0.9738073374437011,raw,GMM
shuttle-2_vs_5,0.9802789802789803,min_max,GMM
shuttle-2_vs_5,0.9738073374437011,std,GMM
shuttle-2_vs_5,0.9738073374437011,minmax_std,GMM
poker-8-9_vs_5,0.590048780487805,raw,ocSVM
poker-8-9_vs_5,0.5807414634146342,min_max,ocSVM
poker-8-9_vs_5,0.5850146341463415,std,ocSVM
poker-8-9_vs_5,0.5850146341463415,minmax_std,ocSVM
poker-8-9_vs_5,0.5928975609756097,raw,ISOF
poker-8-9_vs_5,0.6252682926829268,min_max,ISOF
poker-8-9_vs_5,0.5774243902439025,std,ISOF
poker-8-9_vs_5,0.5743219512195121,minmax_std,ISOF
poker-8-9_vs_5,0.9782048780487804,raw,BRM
