@relation final_dataset_v1

@attribute fingerprint {B101X9I_1_1,B102X0I_1_1,B104X8I_1_1,B105X2I_1_1,B106X8I_1_1,B107X9I_1_1,B108X6I_1_1,B109X4I_1_1,B110X6I_1_1,B111X7I_1_1,B112X2I_1_1,B114X3I_1_1,B115X8I_1_1,B116X6I_1_1,B117X0I_1_1,B118X8I_1_1,B119X0I_1_1,B120X9I_1_1,B121X7I_1_1,B122X4I_1_1,B123X1I_1_1,B124X5I_1_1,B126X1I_1_1,B127X6I_1_1,B129X7I_1_1,B130X1I_1_1,B132X7I_1_1,B134X9I_1_1,B135X8I_1_1,B136X8I_1_1,B137X6I_1_1,B138X3I_1_1,B139X2I_1_1,B140X8I_1_1,B141X4I_1_1,B142X1I_1_1,B143X6I_1_1,B144X3I_1_1,B145X8I_1_1,B146X6I_1_1,B147X7I_1_1,B148X6I_1_1,B150X3I_1_1,B151X9I_1_1,B152X8I_1_1,B153X1I_1_1,B154X6I_1_1,B155X6I_1_1,B157X7I_1_1,B158X8I_1_1,B161X1I_1_1,B163X7I_1_1,B164X3I_1_1,B165X7I_1_1,B166X3I_1_1,B167X2I_1_1,B168X1I_1_1,B169X2I_1_1,B170X7I_1_1,B171X7I_1_1,B172X1I_1_1,B173X9I_1_1,B175X6I_1_1,B176X7I_1_1,B177X6I_1_1,B179X2I_1_1,B180X4I_1_1,B181X8I_1_1,B182X7I_1_1,B183X1I_1_1,B185X7I_1_1,B187X2I_1_1,B188X7I_1_1,B189X7I_1_1,B190X8I_1_1,B191X3I_1_1,B192X9I_1_1,B193X2I_1_1,B194X8I_1_1,B195X3I_1_1,B196X7I_1_1,B197X8I_1_1,B198X6I_1_1,B199X1I_1_1,B200X6I_1_1,G001X2I_1_1,G002X3I_1_1,G003X8I_1_1,G004X8I_1_1,G005X8I_1_1,G006X6I_1_1,G007X1I_1_1,G008X6I_1_1,G009X8I_1_1,G011X7I_1_1,G012X8I_1_1,G013X4I_1_1,G014X7I_1_1,G016X8I_1_1,G017X9I_1_1,G018X6I_1_1,G019X1I_1_1,G021X7I_1_1,G023X6I_1_1,G026X9I_1_1,G027X6I_1_1,G028X1I_1_1,G029X9I_1_1,G030X1I_1_1,G031X6I_1_1,G032X6I_1_1,G033X7I_1_1,G034X6I_1_1,G035X6I_1_1,G036X6I_1_1,G037X6I_1_1,G038X6I_1_1,G039X4I_1_1,G040X6I_1_1,G041X6I_1_1,G042X2I_1_1,G043X8I_1_1,G044X7I_1_1,G045X9I_1_1,G046X1I_1_1,G047X4I_1_1,G049X3I_1_1,G050X7I_1_1,G051X6I_1_1,G052X9I_1_1,G053X6I_1_1,G055X3I_1_1,G056X9I_1_1,G057X4I_1_1,G058X4I_1_1,G059X1I_1_1,G060X1I_1_1,G061X4I_1_1,G062X9I_1_1,G063X2I_1_1,G064X1I_1_1,G065X6I_1_1,G066X4I_1_1,G068X6I_1_1,G069X7I_1_1,G070X2I_1_1,G071X2I_1_1,G072X1I_1_1,G073X8I_1_1,G074X3I_1_1,G075X3I_1_1,G076X3I_1_1,G077X1I_1_1,G078X3I_1_1,G079X1I_1_1,G080X8I_1_1,G081X1I_1_1,G082X6I_1_1,G083X8I_1_1,G084X6I_1_1,G085X2I_1_1,G086X9I_1_1,G087X8I_1_1,G088X7I_1_1,G089X0I_1_1,G090X5I_1_1,G092X3I_1_1,G093X8I_1_1,G094X6I_1_1,G095X6I_1_1,G096X2I_1_1,G099X9I_1_1,U201X6I_1_1,U202X8I_1_1,U204X2I_1_1,U205X4I_1_1,U206X3I_1_1,U209X7I_1_1,U212X2I_1_1,U214X5I_1_1,U215X8I_1_1,U216X4I_1_1,U217X6I_1_1,U220X5I_1_1,U221X9I_1_1,U223X6I_1_1,U224X6I_1_1,U225X6I_1_1,U226X3I_1_1,U227X6I_1_1,U228X3I_1_1,U229X2I_1_1,U230X6I_1_1,U231X2I_1_1,U232X4I_1_1,U233X6I_1_1,U236X2I_1_1,U237X1I_1_1,U238X1I_1_1,U240X1I_1_1,U241X6I_1_1,U242X1I_1_1,U245X7I_1_1,U246X8I_1_1,U247X1I_1_1,U249X3I_1_1,U250X1I_1_1,U251X1I_1_1,U252X6I_1_1,U253X9I_1_1,U254X3I_1_1,U255X1I_1_1,U256X7I_1_1,U257X3I_1_1,U258X1I_1_1,U260X8I_1_1,U261X6I_1_1,U263X1I_1_1,U265X3I_1_1,U267X3I_1_1,U268X4I_1_1,U269X3I_1_1,U270X6I_1_1,U271X6I_1_1,U272X9I_1_1,U273X6I_1_1,U276X6I_1_1,U277X9I_1_1,U280X5I_1_1,U281X7I_1_1,U282X2I_1_1,U283X6I_1_1,U284X2I_1_1,U285X4I_1_1,U286X6I_1_1,U287X3I_1_1,U288X6I_1_1,U289X6I_1_1,U290X4I_1_1,U291X6I_1_1,U293X1I_1_1,U294X6I_1_1,U295X1I_1_1,U296X6I_1_1,U298X2I_1_1,U299X8I_1_1,U300X2I_1_1}
@attribute minutia {v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81}
@attribute r15 numeric
@attribute r30 numeric
@attribute r45 numeric
@attribute r60 numeric
@attribute r75 numeric
@attribute r90 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute l4 numeric
@attribute l5 numeric
@attribute l6 numeric
@attribute d0 numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute d11 numeric
@attribute q0 numeric
@attribute q1 numeric
@attribute q2 numeric
@attribute q3 numeric
@attribute q4 numeric
@attribute q5 numeric
@attribute q6 numeric
@attribute q7 numeric
@attribute q8 numeric
@attribute q9 numeric
@attribute q10 numeric
@attribute q11 numeric
@attribute alpha0 numeric
@attribute alpha0r numeric
@attribute alpha1 numeric
@attribute alpha1r numeric
@attribute alpha2 numeric
@attribute alpha2r numeric
@attribute alpha3 numeric
@attribute alpha3r numeric
@attribute alpha4 numeric
@attribute alpha4r numeric
@attribute alpha5 numeric
@attribute alpha5r numeric
@attribute alpha6 numeric
@attribute alpha6r numeric
@attribute alpha7 numeric
@attribute alpha7r numeric
@attribute alpha8 numeric
@attribute alpha8r numeric
@attribute alpha9 numeric
@attribute alpha9r numeric
@attribute alpha10 numeric
@attribute alpha10r numeric
@attribute alpha11 numeric
@attribute alpha11r numeric
@attribute beta0 numeric
@attribute beta0r numeric
@attribute beta1 numeric
@attribute beta1r numeric
@attribute beta2 numeric
@attribute beta2r numeric
@attribute beta3 numeric
@attribute beta3r numeric
@attribute beta4 numeric
@attribute beta4r numeric
@attribute beta5 numeric
@attribute beta5r numeric
@attribute beta6 numeric
@attribute beta6r numeric
@attribute beta7 numeric
@attribute beta7r numeric
@attribute beta8 numeric
@attribute beta8r numeric
@attribute beta9 numeric
@attribute beta9r numeric
@attribute beta10 numeric
@attribute beta10r numeric
@attribute beta11 numeric
@attribute beta11r numeric
@attribute score_change numeric

@data
G019X1I_1_1,v12,0,1,2,6,9,12,1,1,4,3,3,12,22.203603,35.44009,46.615448,51.894123,54.405882,57.306195,62.39391,66.52819,71.25307,82.024387,85.440037,86.452299,0.055556,0.145299,0.217949,0.277778,0.303419,0.316239,0.367521,0.435897,0.491453,0.619658,0.655983,0.673077,243.152083,237.293676,243.00156,222.143152,247.046959,73.905367,244.420616,237.562209,247.058,104.916407,243.798099,231.939692,247.887573,8.74598,242.459685,2.601278,243.371918,208.51351,247.214602,295.073009,243.002881,194.144473,242.436733,204.578325,-2.716815,9,-17.716815,24,-163.716815,170,-3.716815,10,-132.716815,139,-8.716815,15,-229.716815,236,-236.716815,243,-31.716815,38,51,-44.716815,-45.716815,52,-34.716815,41,0
G021X7I_1_1,v12,0,2,4,8,10,12,2,2,4,2,2,12,15.132746,26,39.051248,45,45.01111,47.507894,53.366656,59.816386,62.968246,74.404301,82.152298,87.475711,0.015873,0.039683,0.134921,0.18254,0.190476,0.246032,0.253968,0.333333,0.404762,0.484127,0.547619,0.619048,234.725856,240.867448,232.89282,191.034413,233.338848,178.480441,237.072705,71.931112,234.880626,236.739033,237.289091,98.147498,231.943614,324.085206,234.191499,217.333092,236.253612,58.112019,237.367251,263.225659,232.267672,334.409265,234.674464,233.816057,3,3.283185,-38.716815,45,-51.716815,58,-155.716815,162,5,1.283185,-129.716815,136,89,-82.716815,-13.716815,20,-168.716815,175,29,-22.716815,99,-92.716815,2.283185,4,0
G023X6I_1_1,v12,0,0,0,1,3,4,0,0,1,2,1,4,46.173586,62.39391,70.774289,88.204308,95.047357,103.077641,126.003968,133.22162,138.224455,150.748134,157.581725,161.919733,0.236364,0.436364,0.55,0.734848,0.790909,0.815152,0.910606,0.925758,0.940909,0.954545,0.968182,0.975758,353.16646,348.024867,354.051673,315.910081,353.265154,334.123562,353.433832,315.292239,352.889976,341.748383,353.25693,326.115337,352.850471,354.992064,352.993935,333.852342,353.52072,296.379127,353.40224,304.260647,354.847428,127.705835,353.191876,310.050283,4.283185,2,-28.716815,35,-9.716815,16,-28.716815,35,-1.716815,8,-17.716815,24,5.283185,1,-9.716815,16,-47.716815,54,-39.716815,46,-217.716815,224,-33.716815,40,0
G026X9I_1_1,v12,0,1,3,3,5,8,1,2,0,2,3,8,21.18962,33.12099,35.902646,62.817195,71.505245,81.608823,84.023806,86.267027,90.138782,90.138782,94.92102,95.801879,0.085185,0.222222,0.262963,0.624074,0.740741,0.844444,0.855556,0.868519,0.911111,0.911111,0.927778,0.931481,299.624286,299.765878,301.362573,121.220981,297.941526,114.083119,302.188086,303.046493,298.452748,297.594341,300.229611,107.371204,300.882212,342.74062,301.462486,347.320893,299.34311,104.484702,298.948318,113.089911,300.13264,301.274233,301.791966,326.650373,3.283185,3,-170.716815,177,-180.716815,187,4,2.283185,2.283185,4,-189.716815,196,45,-38.716815,49,-42.716815,-191.716815,198,-182.716815,189,4.283185,2,28,-21.716815,0
G027X6I_1_1,v12,0,0,1,1,1,1,0,1,0,0,0,1,33.600595,108.189648,115.73245,132.098448,138.405202,141.226768,157.098695,163.670401,174.063207,174.264167,177.406313,187.928178,0.127193,0.677632,0.697368,0.747807,0.765351,0.776316,0.807018,0.817982,0.848684,0.850877,0.857456,0.875,340.220859,352.362451,343.221138,326.079545,339.505343,343.646935,341.271251,345.129659,341.510579,341.368986,341.729026,160.587433,339.665753,346.807346,341.756371,326.614778,338.790557,120.932149,339.126236,315.267829,338.960513,96.102106,338.900188,105.04178,9,-2.716815,-7.716815,14,1,5.283185,7,-0.716815,3,3.283185,-171.716815,178,4,2.283185,-5.716815,12,-214.716815,221,-20.716815,27,-239.716815,246,-230.716815,237,1
G028X1I_1_1,v12,0,1,2,2,2,3,1,1,0,0,1,3,28.861739,34.409301,87.658428,91.389277,109.931797,115.039124,129.015503,132.740348,134.951843,136.89412,137.437258,140.92906,0.104167,0.145833,0.682292,0.6875,0.84375,0.880208,0.911458,0.927083,0.932292,0.947917,0.953125,0.958333,130.53259,315.674182,132.478657,148.337064,131.384556,63.526149,130.692503,282.834095,131.476212,60.617804,130.708483,273.850076,130.272108,70.413701,130.181945,73.323538,130.406451,52.548044,130.725121,158.866713,130.79683,104.938422,131.017789,89.159382,182,-175.716815,19,-12.716815,-64.716815,71,149,-142.716815,-67.716815,74,140,-133.716815,-56.716815,63,-53.716815,60,-74.716815,81,25,-18.716815,-22.716815,29,-38.716815,45,0
G029X9I_1_1,v12,0,0,1,2,3,5,0,1,1,1,2,5,30.610456,47.010637,62.03225,75.286121,75.709973,90.426766,100.603181,139.043159,146.294224,152,152.266214,152.895389,0.131579,0.254386,0.412281,0.54386,0.570175,0.75,0.79386,0.921053,0.942982,0.960526,0.964912,0.969298,204.617972,33.759565,209.583935,189.442343,203.749062,143.890654,204.013361,337.154953,205.074673,46.216265,204.289481,335.431074,204.368268,330.509861,205.410182,62.551775,204.796447,114.93804,205.287611,86.429204,204.703251,297.844844,205.129989,80.271582,-167.716815,174,-10.716815,17,-56.716815,63,130,-123.716815,-155.716815,162,128,-121.716815,123,-116.716815,-139.716815,146,-86.716815,93,-115.716815,122,90,-83.716815,-121.716815,128,1
G030X1I_1_1,v12,0,0,0,1,1,1,0,0,1,0,0,1,45.96738,197.959592,231.46706,248.937743,251.320512,267.164743,275.443279,277.146171,289.994828,296.42031,305.633768,320.203061,0.246377,0.913043,0.934783,0.956522,0.960145,0.967391,0.974638,0.978261,0.981884,0.985507,0.996377,1,188.088393,43.229985,186.769718,276.911311,186.548052,96.689645,187.412464,209.554057,186.882719,54.024312,187.441683,194.583276,187.601325,187.742918,187.255131,204.396724,186.975675,226.117267,187.460524,184.602117,186.759537,226.901129,186.999445,212.141037,-141.716815,148,87,-80.716815,-86.716815,93,19,-12.716815,-129.716815,136,4,2.283185,3.283185,3,14,-7.716815,36,-29.716815,0.283185,6,37,-30.716815,22,-15.716815,1
G031X6I_1_1,v12,0,2,5,9,13,14,2,3,4,4,1,14,26.400758,27.784888,32.893768,42.941821,44.777226,46.486557,50.009999,55.901699,55.901699,65.734314,65.795137,68.88396,0.092949,0.105769,0.169872,0.307692,0.333333,0.362179,0.403846,0.490385,0.490385,0.676282,0.679487,0.732372,332.778127,315.636534,334.471926,331.330333,329.057794,349.199386,332.944726,312.803133,332.272097,317.130504,331.529854,334.671447,333.630521,318.488928,334.820147,341.678554,332.038261,322.896668,333.198984,133.057391,334.246849,326.105256,330.980491,358.122083,-7.716815,14,6.283185,6.283185,17,-10.716815,-10.716815,17,-5.716815,12,6.283185,6.283185,-5.716815,12,10,-3.716815,0.283185,6,-190.716815,197,1.283185,5,24,-17.716815,0
G032X6I_1_1,v12,0,0,2,4,8,11,0,2,2,4,3,11,32.557641,43.737855,51.009803,53.600373,61.684682,65.375837,67.26812,71.028163,77.02597,83.294658,84.344532,93.300589,0.206522,0.32971,0.460145,0.490942,0.617754,0.652174,0.664855,0.692029,0.733696,0.777174,0.78442,0.855072,43.043755,208.902163,44.613147,30.471554,41.307216,53.448809,45.068973,195.927381,42.511021,45.652614,41.180332,58.321925,45.910686,198.769093,40.332154,53.473747,45.974032,34.832439,39.800953,42.942546,45.821207,19.679614,40.948913,68.090506,169,-162.716815,-4.716815,11,9,-2.716815,154,-147.716815,6.283185,6.283185,14,-7.716815,156,-149.716815,10,-3.716815,-1.716815,8,6.283185,6.283185,-16.716815,23,24,-17.716815,0
G033X7I_1_1,v12,0,0,3,5,7,9,0,3,2,2,2,9,30.610456,36.055513,42.426407,56.568542,57.58472,70.178344,70.45566,80.399005,82.540899,97.005155,106.775465,117.098249,0.116667,0.194444,0.272222,0.516667,0.527778,0.702778,0.719444,0.822222,0.858333,0.930556,0.966667,0.983333,325.95725,5.098843,329.660707,310.519115,324.502213,313.643806,325.145714,322.287307,329.645294,129.503702,324.289008,132.430601,329.886208,304.744615,325.187942,319.329535,324.050059,307.191652,324.633801,138.775394,329.616015,128.474423,323.853881,308.995474,-317.716815,324,-9.716815,16,-7.716815,14,0.283185,6,-190.716815,197,-188.716815,195,-15.716815,22,-2.716815,9,-13.716815,20,-182.716815,189,-191.716815,198,-11.716815,18,1
G034X6I_1_1,v12,0,0,1,1,3,6,0,1,0,2,3,6,34.669872,70.235319,73.375745,84.21995,85.211502,86.977008,90.354856,96.690227,102.313244,104.235311,113.225439,113.600176,0.179487,0.626603,0.68109,0.791667,0.794872,0.8125,0.844551,0.889423,0.923077,0.932692,0.948718,0.950321,29.707608,42.849201,29.798491,64.940084,31.553896,54.695489,31.115001,65.256594,34.372929,334.231337,29.056745,334.198338,29.804164,91.945757,30.100357,95.24195,28.795086,306.936678,30.354817,82.49641,30.592603,66.734196,29.64587,105.787463,10,-3.716815,32,-25.716815,20,-13.716815,31,-24.716815,303,-296.716815,302,-295.716815,59,-52.716815,62,-55.716815,275,-268.716815,49,-42.716815,33,-26.716815,73,-66.716815,1
G035X6I_1_1,v12,0,2,3,3,4,6,2,1,0,1,2,6,21.095023,30,41.484937,66.272166,79.705709,87.281155,98.386991,100.284595,101.950969,102.004902,111.220502,112.378824,0.030303,0.068182,0.136364,0.356061,0.484848,0.55303,0.643939,0.659091,0.674242,0.681818,0.768939,0.772727,276.953359,278.811766,275.931112,295.072705,273.985181,111.126774,276.767747,120.90934,276.445279,293.586871,278.114699,102.973107,277.965556,94.823963,279.839769,301.698177,277.229807,88.088214,276.868211,107.726618,278.366224,313.224631,277.917784,76.776191,5,1.283185,16,-9.716815,-159.716815,166,-152.716815,159,14,-7.716815,-165.716815,172,-173.716815,180,25,-18.716815,-179.716815,186,-159.716815,166,38,-31.716815,-191.716815,198,1
G036X6I_1_1,v12,0,1,1,1,2,3,1,0,0,1,1,3,16.763055,73.600272,77.38863,91.787799,102.357218,124.257797,152.594233,159.702849,165.07574,173.219514,192.937814,195.685973,0.025,0.175,0.208333,0.283333,0.383333,0.533333,0.6625,0.7,0.729167,0.745833,0.808333,0.833333,355.126319,151.984726,352.928395,77.069987,352.728141,222.869734,353.346018,68.487611,354.115234,51.973641,354.437482,39.295889,352.786435,257.928027,352.619262,263.760855,352.317905,281.459497,353.199896,72.341488,353.475976,74.617569,352.835918,274.977511,-193.716815,200,-272.716815,279,-126.716815,133,-281.716815,288,-292.716815,299,-305.716815,312,-91.716815,98,-85.716815,92,-67.716815,74,-277.716815,284,-275.716815,282,-74.716815,81,1
G037X6I_1_1,v12,0,0,2,4,5,10,0,2,2,1,5,10,34.058773,42.941821,45.891176,59.228372,72.277244,79.762146,84.899941,85.603738,88.543774,89.050547,95.524866,99.929975,0.116071,0.172619,0.199405,0.318452,0.470238,0.556548,0.625,0.639881,0.669643,0.672619,0.724702,0.748512,350.585354,319.726947,354.913682,146.772089,353.055803,15.91421,352.654389,196.795982,349.968505,307.110097,351.14926,308.290853,355.181281,339.039688,351.940458,186.08205,354.750954,340.609362,351.716097,17.85769,349.895732,294.037325,351.603033,7.744625,-27.716815,34,-198.716815,205,-327.716815,334,-152.716815,159,-39.716815,46,-39.716815,46,-6.716815,13,-162.716815,169,-4.716815,11,-330.716815,337,-52.716815,59,-340.716815,347,1
G038X6I_1_1,v12,0,2,3,6,6,8,2,1,3,0,2,8,17,23.259407,39.204592,46.097722,46.389654,55.226805,76.295478,81.706793,98.73196,100.439036,115.433964,123.405835,0.028455,0.044715,0.150407,0.174797,0.182927,0.260163,0.443089,0.502033,0.686992,0.713415,0.835366,0.884146,345.777568,349.919161,347.302827,330.161234,345.389818,4.814596,349.13783,332.996237,345.417314,174.558906,347.411249,313.269656,349.815457,347.673865,349.624039,326.482446,343.838657,349.98025,344.332435,356.474027,349.048446,296.906853,344.37004,174.511633,1,5.283185,-7.716815,14,-343.716815,350,-6.716815,13,-167.716815,174,-24.716815,31,1,5.283185,-13.716815,20,3,3.283185,9,-2.716815,-42.716815,49,-166.716815,173,1
G039X4I_1_1,v12,0,2,4,8,11,14,2,2,4,3,3,14,21.931712,26.305893,35.44009,40.804412,45.310043,48.373546,52.924474,59.808026,61.032778,65.620119,68.007353,75.432089,0.029412,0.04902,0.147059,0.235294,0.264706,0.303922,0.343137,0.441176,0.460784,0.558824,0.607843,0.656863,109.246849,81.105256,107.011057,92.869464,107.144459,83.002866,106.229611,92.371204,105.672216,109.813808,107.910058,67.768465,109.612476,86.470884,104.92884,180.070433,106.825632,85.967225,105.150024,145.291617,104.061817,52.20341,107.756533,60.61494,-18.716815,25,-4.716815,11,-14.716815,21,-10.716815,17,1,5.283185,-30.716815,37,-13.716815,20,72,-65.716815,-17.716815,24,37,-30.716815,-48.716815,55,-37.716815,44,0
G040X6I_1_1,v12,0,0,1,2,3,6,0,1,1,1,3,6,39.849718,52.201533,75,79.555012,84.291162,87.045965,92.357999,97.144223,109,109.480592,109.931797,118.067777,0.135135,0.193694,0.369369,0.40991,0.45045,0.472973,0.531532,0.59009,0.709459,0.720721,0.727477,0.781532,311.694121,307.552528,311.647956,125.506363,311.356499,303.214906,307.541736,307.683328,308.775266,328.916859,309.684434,325.542841,308.516112,332.657704,307.645177,133.78677,307.870525,319.012117,306.605738,129.74733,306.261914,304.403507,307.100182,315.241775,5.283185,1,-176.716815,183,1.283185,5,3.283185,3,17,-10.716815,19,-12.716815,21,-14.716815,-170.716815,177,8,-1.716815,-173.716815,180,1.283185,5,5,1.283185,0
G041X6I_1_1,v12,0,1,3,5,6,9,1,2,2,1,3,9,21.260292,32.893768,44.72136,48.010416,50.487622,67.007462,80.659779,84.095184,86.925255,92.612094,103.585713,113.229855,0.057143,0.180952,0.354762,0.402381,0.429762,0.678571,0.790476,0.813095,0.829762,0.875,0.928571,0.952381,332.28117,314.139577,328.62859,352.770183,326.896668,325.038261,332.377329,302.235737,331.5683,285.426707,326.731739,327.873332,332.249675,286.108083,326.764398,322.90599,332.598129,301.456537,332.56533,124.423737,332.893607,308.752014,332.333535,281.191942,-8.716815,15,21,-14.716815,1.283185,5,-20.716815,27,-36.716815,43,4.283185,2,-36.716815,43,-0.716815,7,-21.716815,28,-198.716815,205,-14.716815,21,-41.716815,48,1
G042X2I_1_1,v12,0,0,1,2,3,4,0,1,1,1,1,4,44.407207,51.264022,66.70832,75.604233,94.021274,106.301458,111.305885,121.807225,128.809938,130.084588,133.454112,137.800581,0.32716,0.469136,0.66358,0.731481,0.824074,0.87037,0.888889,0.907407,0.92284,0.925926,0.929012,0.938272,311.423139,327.564731,313.217178,123.075585,314.656003,296.51441,310.633528,320.775121,310.77638,327.917973,312.933736,282.792144,313.406531,98.264938,314.214097,113.072504,313.308167,88.166574,313.435749,84.294157,314.346685,122.205092,313.7828,338.641207,13,-6.716815,-180.716815,187,-8.716815,15,7,-0.716815,14,-7.716815,-20.716815,27,-205.716815,212,-191.716815,198,-215.716815,222,-219.716815,226,-182.716815,189,28,-21.716815,0
G043X8I_1_1,v12,0,1,3,6,7,8,1,2,3,1,1,8,26.832816,34.785054,37.215588,47.518417,47.539457,50.219518,69.46222,87.800911,92.179173,96.938125,101.178061,112.285351,0.092593,0.17284,0.203704,0.277778,0.283951,0.314815,0.512346,0.679012,0.740741,0.762346,0.796296,0.882716,352.823963,341.965556,353.609362,23.750954,356.321514,4.463106,353.43546,73.577053,353.67593,59.817522,353.903231,197.044824,353.403038,128.54463,354.21035,242.351943,353.551009,287.692601,354.036529,94.178122,353.228275,312.369867,354.7871,60.928693,-7.716815,14,-326.716815,333,-348.716815,355,-276.716815,283,-290.716815,297,-153.716815,160,-221.716815,228,-108.716815,115,-62.716815,69,-256.716815,263,-37.716815,44,-290.716815,297,1
G044X7I_1_1,v12,0,1,3,4,9,10,1,2,1,5,1,10,24.186773,32.249031,34,53.235327,61.073726,61.351447,64.202804,69.115845,74.242845,77.162167,92.0489,95.189285,0.059524,0.125,0.142857,0.363095,0.511905,0.517857,0.553571,0.613095,0.669643,0.705357,0.839286,0.854167,341.480854,348.339261,338.734052,332.875645,340.919161,332.777568,339.940351,120.798759,339.551049,69.409457,340.761263,316.61967,337.940458,357.08205,341.452136,237.310544,340.3483,118.206707,338.793563,179.935156,340.726904,257.585311,338.921481,209.779889,10,-3.716815,-2.716815,9,1.283185,5,-209.716815,216,-260.716815,267,-14.716815,21,16,-9.716815,-94.716815,101,-212.716815,219,-155.716815,162,-73.716815,80,-119.716815,126,1
G045X9I_1_1,v12,0,1,1,2,4,5,1,0,1,2,1,5,22.203603,55.901699,73.006849,73.109507,81.786307,90.47099,93.920179,102.176318,110,115.108644,120.747671,122.494898,0.050505,0.464646,0.729798,0.737374,0.79798,0.881313,0.901515,0.926768,0.95202,0.964646,0.982323,0.989899,211.232922,48.374515,211.678554,225.820147,210.301309,40.442901,209.58937,8.730963,210.496996,215.638589,210.696857,231.83845,209.962493,116.104086,210.346367,223.487959,209.64411,304.785703,209.960366,304.101959,210.751259,213.892851,210.377532,202.519124,-159.716815,166,11,-4.716815,-166.716815,173,-197.716815,204,2,4.283185,18,-11.716815,-90.716815,97,10,-3.716815,92,-85.716815,91,-84.716815,6.283185,6.283185,-4.716815,11,0
G046X1I_1_1,v12,0,1,2,3,3,4,1,1,1,0,1,4,22.847319,43.289722,49.254441,79.259069,92.913939,100.184829,106.230881,111.233988,117.324337,117.596769,121.165177,126.562238,0.031915,0.180851,0.234043,0.56383,0.718085,0.796099,0.849291,0.890071,0.911348,0.914894,0.923759,0.941489,56.263299,226.121706,54.171852,52.313444,55.960096,39.818504,56.914752,231.77316,54.427986,57.569579,53.810571,66.952164,53.113054,58.254647,55.471223,217.612816,53.957774,70.099367,56.444051,231.302459,53.437974,72.579567,54.754792,24.896385,173,-166.716815,1.283185,5,-6.716815,13,178,-171.716815,6.283185,6.283185,10,-3.716815,2,4.283185,159,-152.716815,13,-6.716815,178,-171.716815,16,-9.716815,-26.716815,33,0
G047X4I_1_1,v12,0,2,4,7,7,9,2,2,3,0,2,9,26.305893,27.294688,38.897301,40.249224,50.039984,53.413481,60,76.243032,78.917679,90.426766,90.917545,92.086915,0.101563,0.109375,0.252604,0.268229,0.421875,0.471354,0.5625,0.777344,0.802083,0.89974,0.910156,0.914063,325.581853,313.44026,323.711329,329.852922,323.544787,340.686379,324.322055,142.180462,322.32759,143.469182,324.524377,338.382784,326.356499,314.214906,321.994898,319.136491,320.869464,131.011057,322.465486,136.607079,326.482218,129.340625,326.956549,317.814956,-2.716815,9,3,3.283185,14,-7.716815,-172.716815,179,-175.716815,182,17,-10.716815,-2.716815,9,0.283185,6,-186.716815,193,-182.716815,189,-187.716815,194,0.283185,6,0
G049X3I_1_1,v12,0,1,1,3,8,9,1,0,2,5,1,9,16.552945,50.990195,56.850682,69.123079,70.682388,71.84706,72,73.763134,89.140339,91.400219,97.652445,110.45361,0.046667,0.413333,0.493333,0.666667,0.686667,0.72,0.726667,0.76,0.883333,0.91,0.93,0.983333,290.42178,110.563373,291.304513,112.16292,290.172678,88.31427,290.60992,81.751513,291.990867,336.849274,290.7047,75.846292,290.858407,53,292.154628,131.013036,292.373083,326.23149,291.783514,157.641922,291.818478,9.676885,292.338544,136.196951,-176.716815,183,-169.716815,176,-198.716815,205,-205.716815,212,48,-41.716815,-211.716815,218,-234.716815,241,-151.716815,158,37,-30.716815,-124.716815,131,-272.716815,279,-146.716815,153,0
G050X7I_1_1,v12,0,1,5,8,12,12,1,4,3,4,0,12,15.297059,35.510562,40.311289,41.436699,42.107007,52.201533,52.801515,55.317267,61.294372,62.513998,64.257295,66.940272,0.012346,0.141975,0.17284,0.179012,0.185185,0.277778,0.290123,0.32716,0.41358,0.419753,0.444444,0.487654,320.91421,325.055803,320.886593,332.028186,323.734052,323.875645,322.632258,350.773851,325.500511,302.358918,325.72066,301.579068,323.428645,3.570238,324.077076,300.935484,326.901955,331.760362,323.730084,326.871677,326.633943,320.492351,320.95817,338.099763,1,5.283185,8,-1.716815,3.283185,3,25,-18.716815,-13.716815,20,-14.716815,21,-316.716815,323,-13.716815,20,8,-1.716815,6.283185,6.283185,3.283185,3,14,-7.716815,0
