"","fingerprint","minutia","x","y","angle","score_change","d0","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","r15","r30","r45","r60","r75","r90"
"B176X7I_1_1#v15","B176X7I_1_1","v15",552,452,150,0.12809555,16.7630546142402,21.9317121994613,27.1661554144122,31.8276609256791,44.5982062419555,48.0832611206852,52.0096144957834,67.2086303981862,70.0071424927486,75.953933407033,95.6922149393565,113.145923479372,0,3,5,7,9,10
"B177X6I_1_1#v0","B177X6I_1_1","v0",436,636,76,-0.066005939,66.3701740241805,92.9623579735368,129.402472928457,159.138304628395,174.8742405273,185.054046159494,191.094217599591,193.507105812681,219.938627803303,243.877018187446,244.476992782552,308.235299730579,0,0,0,0,1,1
"B177X6I_1_1#v1","B177X6I_1_1","v1",429,570,20,-0.355377485,43.9658958739612,65.299310869258,66.3701740241805,116.619037896906,121.655250605964,127.192767089957,157.784663386528,159.380048939634,167.50522379914,179.025137899682,185.539753152795,247.951608181919,0,0,1,1,3,3
"B177X6I_1_1#v2","B177X6I_1_1","v2",399,512,21,-0.323166131,46.5725240887801,56.3560112144215,65.299310869258,72.7323861838727,79.2464510246358,92.6498785752038,115.316954521007,122.331516789419,129.402472928457,144.201248260894,146.294224082839,183.215719849581,0,0,0,2,4,5
"B177X6I_1_1#v3","B177X6I_1_1","v3",387,557,5,-0.222701614,43.9658958739612,46.5725240887801,72.9177618965366,92.9623579735368,96.0260381354974,119.251834367443,119.436175424366,125,128.73616430514,150.950322954275,158.382448522556,215.557416944999,0,0,1,2,3,3
"B177X6I_1_1#v4","B177X6I_1_1","v4",373,462,357,-0.304595632,36.8781778291715,52.5547333738836,56.3560112144215,63.0713881248859,70.8307842678591,82.4621125123532,96.0260381354974,121.655250605964,127.781062759706,146.102703602637,157.384878562078,183.043710626724,0,0,1,3,5,6
"B177X6I_1_1#v5","B177X6I_1_1","v5",349,434,354,-0.351755647,36.8781778291715,37.8549864614954,44.2040722106007,73.5527021937332,90.9065454189081,92.6498785752038,96.1665222413705,128.73616430514,150.658554353877,157.508729916789,157.784663386528,166.883192682786,0,0,3,3,4,4
"B177X6I_1_1#v6","B177X6I_1_1","v6",376,399,354,-0.042702184,44.2040722106007,63.0713881248859,63.6553218513582,69.462219947249,91.9238815542512,115.316954521007,120.004166594331,138.397976863826,158.382448522556,179.025137899682,194.833262047321,210.618137870412,0,0,1,1,4,4
"B177X6I_1_1#v7","B177X6I_1_1","v7",291,364,345,0.002409996,65.4599113962126,90.9065454189081,91.9238815542512,120.917327128911,127.781062759706,152.97712247261,164.754362612952,183.215719849581,195.166595502407,215.557416944999,218.013761033564,247.951608181919,0,0,0,0,1,1
"B177X6I_1_1#v8","B177X6I_1_1","v8",312,426,343,-0.138785489,37.8549864614954,65.4599113962126,69.462219947249,70.8307842678591,100.404183179786,111.305884839931,122.331516789419,140.217687899922,150.950322954275,160.589538887189,160.729586573226,185.539753152795,0,0,1,1,4,4
"B177X6I_1_1#v9","B177X6I_1_1","v9",321,526,341,-0.150997103,66.6483308118065,72.9177618965366,75.0066663703967,79.2464510246358,82.4621125123532,96.1665222413705,100.404183179786,116.619037896906,130.728726758888,138.397976863826,159.138304628395,164.754362612952,0,0,0,0,2,5
"B177X6I_1_1#v10","B177X6I_1_1","v10",377,279,339,0.196619627,120.004166594331,120.917327128911,157.508729916789,160.729586573226,170.061753489725,183.043710626724,234.036321967339,253.26863208854,278.179797972462,295.609539764873,300.847137264093,320.39506862622,0,0,0,0,0,0
"B177X6I_1_1#v11","B177X6I_1_1","v11",422,443,181,-0.013355878,52.5547333738836,63.6553218513582,72.7323861838727,73.5527021937332,111.305884839931,119.251834367443,127.192767089957,130.728726758888,152.97712247261,170.061753489725,193.507105812681,196.458647048177,0,0,0,1,4,4
"B177X6I_1_1#v12","B177X6I_1_1","v12",262,557,126,0.017446983,25.298221281347,66.6483308118065,125,140.217687899922,144.201248260894,146.102703602637,150.658554353877,167.50522379914,191.094217599591,194.833262047321,195.166595502407,196.458647048177,0,1,1,1,2,2
"B177X6I_1_1#v13","B177X6I_1_1","v13",270,581,124,0.09979028,25.298221281347,75.0066663703967,119.436175424366,146.294224082839,157.384878562078,159.380048939634,160.589538887189,166.883192682786,174.8742405273,205.299780808456,210.618137870412,218.013761033564,0,1,1,1,1,2
"B179X2I_1_1#v0","B179X2I_1_1","v0",458,372,84,-0.209175366,37.9473319220206,63.5059052372297,69.6347614342147,71.7007670809734,84.4037913840368,117.686022959398,131.472430570063,131.700417615131,146.768525236169,147.962833171037,152.74161188098,156.588633048507,0,0,1,1,4,5
"B179X2I_1_1#v1","B179X2I_1_1","v1",408,440,76,-0.237685574,22.561028345357,40.024992192379,49.6789693934969,62.9364759102383,70.2139587261678,74,74.4647567645259,75.953933407033,78.7718223732319,84.4037913840368,85.492689745966,87.3670418407308,0,1,2,3,7,12
"B179X2I_1_1#v2","B179X2I_1_1","v2",446,408,72,-0.245007149,37.9473319220206,44.1474801092882,45.1774279923061,49.6789693934969,56.0802995712398,87.2353139502575,93.9414711402797,110.040901486674,110.113577727726,110.765518100174,119.364986491014,119.808180021232,0,0,2,5,5,6
"B179X2I_1_1#v3","B179X2I_1_1","v3",486,429,58,-0.237966453,12,45.1774279923061,63.5059052372297,78.7718223732319,83.7257427557379,92.3146792227542,98.8433103452125,107.354552767919,108.406641862941,118.697093477473,122.188379152847,130.249760076554,1,1,1,2,3,5
"B179X2I_1_1#v4","B179X2I_1_1","v4",427,500,51,0.143998916,16.5529453572468,24.0831891575846,36,44.1474801092882,54.6717477313466,62.9364759102383,68.2495421230062,77.2334124585985,78.3390068867355,85.4400374531753,92.3146792227542,93.9414711402797,0,2,4,5,7,10
"B179X2I_1_1#v5","B179X2I_1_1","v5",498,429,47,-0.150455183,12,56.0802995712398,69.6347614342147,90.6697303403953,95.6347217280419,100.40916292849,104.623133197205,109.89540481749,116.1034021896,128.413394939936,130.541181241783,139.84634424968,1,1,1,2,3,3
"B179X2I_1_1#v6","B179X2I_1_1","v6",384,510,329,-0.083223518,24.1867732448956,36.3455636907725,43.9317652729776,44.1474801092882,50.2493781056044,54.0832691319598,59.5399025864168,62.8171950981576,74,88.6002257333467,91.6787870774914,93.9414711402797,0,1,4,7,9,10
"B179X2I_1_1#v7","B179X2I_1_1","v7",360,513,329,-0.15608145,24.1867732448956,33.2415402771893,34.2052627529741,60.0333240792145,64.6297145282261,68.2495421230062,70.8378429936994,77.0064932327138,83.1504660239496,87.3670418407308,95.0789145920377,104.27847332983,0,1,3,3,7,10
"B179X2I_1_1#v8","B179X2I_1_1","v8",351,481,319,0.128932458,21.095023109729,33.2415402771893,36.7151195013716,43.9317652729776,47.8016736108685,61.8465843842649,70.2139587261678,76.9220384545287,78.3390068867355,81.6884324736373,93.8136450629651,99.1614844584328,0,1,4,5,7,10
"B179X2I_1_1#v9","B179X2I_1_1","v9",333,492,317,0.401574505,21.095023109729,34.2052627529741,44.7213595499958,54.0832691319598,56.0802995712398,71.0633520177595,89.9888882029331,91.2633551870629,94.339811320566,101.862652625975,103.788245962633,113.030969207558,0,1,3,5,6,7
"B179X2I_1_1#v10","B179X2I_1_1","v10",313,452,308,0.135447441,38.6005181312376,44.7213595499958,47.8016736108685,56.0802995712398,77.0064932327138,91.6787870774914,95.7548954362125,96.2081077664456,123.69316876853,124.169239346949,140.089257261219,141.605084654471,0,0,2,4,4,5
"B179X2I_1_1#v11","B179X2I_1_1","v11",443,518,229,-0.168529129,23.1948270094864,24.0831891575846,24.0831891575846,31.0644491340181,59.5399025864168,83.1504660239496,85.492689745966,98.8433103452125,99.1614844584328,101.178060863015,104.623133197205,107.70329614269,0,3,4,5,5,7
"B179X2I_1_1#v12","B179X2I_1_1","v12",420,515,217,-0.143058496,16.5529453572468,22.1359436211787,23.1948270094864,36.3455636907725,52.924474489597,60.0333240792145,75.953933407033,76.9220384545287,83.4086326467471,89.9888882029331,98.4784240328814,108.406641862941,0,3,4,5,6,10
"B179X2I_1_1#v13","B179X2I_1_1","v13",469,535,208,-0.385774094,31.0644491340181,42.0119030752,52.924474489597,54.6717477313466,88.6002257333467,107.354552767919,109.89540481749,111.198021565134,112.898184219234,129.065874653217,129.769025580067,131.89389675038,0,0,2,4,4,5
"B179X2I_1_1#v14","B179X2I_1_1","v14",427,536,198,-0.147027597,22.1359436211787,24.0831891575846,36,42.0119030752,50.2493781056044,70.8378429936994,93.8136450629651,97.86214794291,103.788245962633,104.560986988456,120.415945787923,122.188379152847,0,2,4,5,6,6
"B179X2I_1_1#v15","B179X2I_1_1","v15",369,449,133,0.103173619,36.7151195013716,40.024992192379,43.2781700167648,46.0108682813094,56.0802995712398,56.0802995712398,62.8171950981576,64.6297145282261,77.2334124585985,83.4086326467471,87.2353139502575,101.178060863015,0,0,3,6,8,11
"B179X2I_1_1#v16","B179X2I_1_1","v16",336,421,128,0.201177484,38.6005181312376,43.2781700167648,61.8465843842649,67.0671305484289,71.0633520177595,74.4647567645259,95.0789145920377,101.118742080783,110.765518100174,120.507261192013,126.063476074555,131.472430570063,0,0,2,2,6,6
"B179X2I_1_1#v17","B179X2I_1_1","v17",403,418,96,-0.108491543,22.561028345357,44.1474801092882,46.0108682813094,67.0671305484289,71.7007670809734,81.6884324736373,83.7257427557379,85.4400374531753,93.9414711402797,95.6347217280419,96.2081077664456,98.4784240328814,0,1,2,3,5,8
"B180X4I_1_1#v0","B180X4I_1_1","v0",346,406,67,-0.12484357,15.6204993518133,25.0798724079689,27.7848879788996,46.9574275274956,84.2140130857092,110.887330205033,NA,NA,NA,NA,NA,NA,0,3,3,4,4,5
"B180X4I_1_1#v1","B180X4I_1_1","v1",332,382,356,-0.038538424,14.142135623731,19.313207915828,24.0208242989286,27.7848879788996,60.5309838016862,90.4433524367601,NA,NA,NA,NA,NA,NA,1,4,4,4,5,5
"B180X4I_1_1#v2","B180X4I_1_1","v2",340,322,353,-0.34369585,32.8024389337135,44.5982062419555,60.5309838016862,63.0634601017102,71.3442359269479,74.2428447730823,NA,NA,NA,NA,NA,NA,0,0,2,2,6,7
"B180X4I_1_1#v3","B180X4I_1_1","v3",325,364,345,0.023693557,19.313207915828,33.2415402771893,36.3593179253957,44.5982062419555,46.9574275274956,76.4787552199956,NA,NA,NA,NA,NA,NA,0,1,4,5,5,6
"B180X4I_1_1#v4","B180X4I_1_1","v4",411,315,211,-0.225231567,54.4242592967511,71.3442359269479,87.4585616163449,98.979795918157,103.585713300628,111.758668567588,NA,NA,NA,NA,NA,NA,0,0,0,1,2,3
"B180X4I_1_1#v5","B180X4I_1_1","v5",356,383,187,-0.628749789,24.0208242989286,25.0798724079689,25.5538646783613,36.3593179253957,63.0634601017102,87.091905479212,NA,NA,NA,NA,NA,NA,0,3,4,4,5,7
"B180X4I_1_1#v6","B180X4I_1_1","v6",360,296,182,-0.294373773,32.8024389337135,54.4242592967511,76.4787552199956,87.091905479212,90.4433524367601,103.324730824716,NA,NA,NA,NA,NA,NA,0,0,1,2,2,4
"B180X4I_1_1#v7","B180X4I_1_1","v7",334,396,112,-0.409067253,14.142135623731,15.6204993518133,25.5538646783613,33.2415402771893,74.2428447730823,103.324730824716,NA,NA,NA,NA,NA,NA,1,3,4,4,5,5
"B181X8I_1_1#v0","B181X8I_1_1","v0",435,348,88,-0.336363394,42.5440947723653,44.2944691807002,50.1597448159378,57.3061951275776,57.4891294072192,71.1688133946323,84.4037913840368,86.9770084562581,95.0789145920377,98.3717439105356,121.400164744534,121.807224744676,0,0,2,5,6,8
"B181X8I_1_1#v1","B181X8I_1_1","v1",464,254,74,0.213558566,5.3851648071345,39.8120584747888,41.2310562561766,50.7740090991444,69.2603782836912,83.868945385047,85.4283325366942,85.4400374531753,98.3717439105356,102.04410811017,115.433963806152,115.433963806152,1,1,3,4,5,8
"B181X8I_1_1#v2","B181X8I_1_1","v2",448,292,78,-0.23308013,37.6430604494374,41.2310562561766,46.4004310324807,57.4891294072192,70.3846574190711,74.0945342113708,80.6535802057168,81.2711510931154,90.5538513813742,93.3434518324665,95.2732911156112,102.239913927976,0,0,2,4,6,8
"B181X8I_1_1#v3","B181X8I_1_1","v3",474,369,70,-0.150933078,24.0831891575846,31.4006369362152,44.2944691807002,50.2195181179589,63.8905313798532,65.9469483751902,76.2167960491649,81.2711510931154,106.705201372754,113.991227732664,115.433963806152,134.766464671297,0,1,3,4,6,8
"B181X8I_1_1#v4","B181X8I_1_1","v4",421,227,63,-0.192313162,35.3836120259083,39.1152144312159,47.8016736108685,50.7740090991444,52.3927475897189,63.6945837571767,66.4830805543786,70.3846574190711,73.9797269527267,112.893755363173,121.807224744676,132.966161108757,0,0,2,5,9,9
"B181X8I_1_1#v5","B181X8I_1_1","v5",485,320,65,-0.125974217,32.0156211871642,46.4004310324807,50.2195181179589,57.3061951275776,69.0796641566822,69.2603782836912,71.175838597097,79.8498591107085,105.801701309573,112.893755363173,114.017542509914,119.402680036924,0,0,1,4,7,8
"B181X8I_1_1#v6","B181X8I_1_1","v6",456,385,63,0.256918513,9.05538513813742,24.0831891575846,42.5440947723653,45.0111097397076,52.2015325445527,71.175838597097,89.8721313867653,93.3434518324665,96.3846460801719,126.562237654049,129.034879005639,131.244047484067,1,2,3,5,6,7
"B181X8I_1_1#v7","B181X8I_1_1","v7",455,394,67,0.466058816,9.05538513813742,31.4006369362152,36,46.5295604965274,50.1597448159378,79.8498591107085,88.5663593019381,97.3087868591526,102.239913927976,119.079805172834,138.057958843379,140.288987450904,1,1,3,5,5,7
"B181X8I_1_1#v8","B181X8I_1_1","v8",472,215,61,-0.190731601,39.8120584747888,43.0116263352131,52.3927475897189,76.2954782408499,80.6535802057168,91.2414379544733,105.801701309573,113.318136235997,115.156415366231,115.741090369842,126.372465355393,138.050715318683,0,0,2,3,3,5
"B181X8I_1_1#v9","B181X8I_1_1","v9",382,230,54,-0.139532526,29,32.649655434629,32.649655434629,35.8468966578698,39.1152144312159,81.2711510931154,85.4400374531753,90.5538513813742,91.2414379544733,129.356097652952,136.780846612382,161.697247966686,0,1,5,5,5,7
"B181X8I_1_1#v10","B181X8I_1_1","v10",397,201,39,-0.173507737,32.649655434629,35.3836120259083,40.7921561087423,61.0327780786685,64.4437739428721,76.2954782408499,82.8794304999739,85.4283325366942,104.316825105062,148.00337833982,151.832144159266,168.297355891291,0,0,3,3,5,8
"B181X8I_1_1#v11","B181X8I_1_1","v11",349,244,34,-0.037264464,14.7648230602334,35.8468966578698,35.9026461420325,64.4437739428721,73.9797269527267,110.022724925353,110.652609548984,115.433963806152,126.372465355393,134.951843262699,155.794736753204,176.776695296637,1,1,3,3,5,5
"B181X8I_1_1#v12","B181X8I_1_1","v12",357,209,21,-0.040457422,32.649655434629,35.9026461420325,40.7921561087423,42.2965719651132,66.4830805543786,112.307613277106,115.156415366231,116.077560277601,123.166553901617,159.389460128328,169.425499851705,194.164878389476,0,0,4,4,5,5
"B181X8I_1_1#v13","B181X8I_1_1","v13",505,577,10,-0.122256058,30.4138126514911,79.4040301244213,103.696673042099,155.270731305034,184.937827390721,189.70766985022,198.153980530294,210.297408448131,239.459808736247,257.777035439544,258.278919000371,290.644112274789,0,0,1,1,1,2
"B181X8I_1_1#v14","B181X8I_1_1","v14",517,319,247,-0.20435932,32.0156211871642,65.9469483751902,74.0945342113708,83.868945385047,85.6329375882902,86.9770084562581,89.8721313867653,97.3087868591526,113.318136235997,127.14165328483,132.966161108757,141.484981535144,0,0,1,1,3,7
"B181X8I_1_1#v15","B181X8I_1_1","v15",459,256,245,0.147293485,5.3851648071345,37.6430604494374,43.0116263352131,47.8016736108685,69.0796641566822,81.2711510931154,82.8794304999739,85.6329375882902,95.0789145920377,97.1287804927046,110.652609548984,112.307613277106,1,1,3,4,5,8
"B181X8I_1_1#v16","B181X8I_1_1","v16",362,251,209,-0.194717182,14.7648230602334,29,42.2965719651132,61.0327780786685,63.6945837571767,95.2732911156112,97.1287804927046,102.04410811017,115.741090369842,121.400164744534,141.031911282518,162.689889052762,1,2,3,3,5,5
"B181X8I_1_1#v17","B181X8I_1_1","v17",513,498,193,-0.141708902,31.2409987036266,65.299310869258,79.4040301244213,89.3756118860173,119.079805172834,126.562237654049,128.549601321824,134.766464671297,169.068033643264,179.044687159379,180.188789884388,216.011573764,0,0,1,1,2,4
"B181X8I_1_1#v18","B181X8I_1_1","v18",493,474,191,-0.153676214,31.2409987036266,58.1377674149945,82.6075057122535,88.5663593019381,96.3846460801719,98.0051019080129,103.696673042099,106.705201372754,138.708327075198,154.20765220961,156.84705926475,187.480665669823,0,0,1,2,2,4
"B181X8I_1_1#v19","B181X8I_1_1","v19",483,556,172,-0.403849047,30.4138126514911,65.299310869258,82.6075057122535,129.0736224021,156.080107637072,164.401946460497,173.118456555042,187.216452268491,213.466625026021,236.008474424119,239.426397876258,266.309969772068,0,0,1,1,2,3
"B181X8I_1_1#v20","B181X8I_1_1","v20",414,416,115,-0.062960651,43.3243580448689,46.5295604965274,52.2015325445527,71.1688133946323,76.2167960491649,98.0051019080129,119.402680036924,128.549601321824,128.576825283563,141.484981535144,156.080107637072,166.207701385947,0,0,1,3,4,5
"B181X8I_1_1#v21","B181X8I_1_1","v21",455,430,113,0.102987306,36,43.3243580448689,45.0111097397076,58.1377674149945,63.8905313798532,84.4037913840368,89.3756118860173,114.017542509914,127.14165328483,129.0736224021,138.177422178878,155.270731305034,0,0,2,4,5,7
"B182X7I_1_1#v0","B182X7I_1_1","v0",406,377,87,-0.725819601,44.181444068749,46.8401537145215,47.169905660283,47.2016948848238,47.5394572960189,54.4518135602479,54.561891462815,62.2655603042324,69.2603782836912,88.5268320906153,89.0224690738243,100.319489631876,0,0,1,7,9,11
"B182X7I_1_1#v1","B182X7I_1_1","v1",434,415,88,0.0815711,16.2788205960997,26.4007575648882,38.9486841883009,41.5932686861708,41.6293165929973,45.3100430368368,47.2016948848238,65.3681879816169,70.7106781186548,72.4430811050993,79.4040301244213,85.4400374531753,0,2,5,7,10,14
"B182X7I_1_1#v2","B182X7I_1_1","v2",476,432,73,0.350383638,34.2344855372474,39.0128184062623,41.2310562561766,45.3100430368368,55.9464029227975,63.0079360080935,64.6606526413088,74.2495791233863,76.0591874792257,83.6002392341075,89.0224690738243,101.843016451792,0,0,3,5,8,11
"B182X7I_1_1#v3","B182X7I_1_1","v3",472,398,69,-0.266263666,25.4950975679639,34.2344855372474,41.6293165929973,48.1040538832228,67.6017751246223,68.8767014308903,69.2603782836912,74.2428447730823,82.5651258098721,89.8276126811795,93.9201788754685,99.3629709700752,0,1,3,4,8,10
"B182X7I_1_1#v4","B182X7I_1_1","v4",410,333,71,-0.40779234,32.1403173599764,44.181444068749,59.3632883186233,60,64.4437739428721,85.4400374531753,89.8276126811795,90.6090503205943,98.0459076147495,101.651364968701,118.983192090312,126.763559432512,0,0,2,4,5,7
"B182X7I_1_1#v5","B182X7I_1_1","v5",442,336,69,-0.394518689,32.1403173599764,46.3249392876019,51.1566222497147,54.561891462815,68.8767014308903,79.4040301244213,86.9770084562581,95.1314879522022,98.979795918157,99.3277403347121,101.843016451792,138.101412013057,0,0,1,4,5,7
"B182X7I_1_1#v6","B182X7I_1_1","v6",453,381,70,-0.209818682,25.4950975679639,38.9486841883009,46.3249392876019,47.169905660283,52.4976189936268,55.9464029227975,64.0312423743285,64.4437739428721,72.6704891960967,91.9238815542512,94.3663075467086,96.2548700066651,0,1,2,6,9,9
"B182X7I_1_1#v7","B182X7I_1_1","v7",446,285,56,-0.287393368,51.1566222497147,60,96.2548700066651,100.319489631876,115.952576512987,117.456374880208,130.552671362941,146.277134234986,146.894519979474,149.682998366548,150.0299970006,186.453747615863,0,0,0,2,2,2
"B182X7I_1_1#v8","B182X7I_1_1","v8",444,501,329,0.077972742,14.142135623731,25.6124969497314,36.4005494464026,70.3491293478462,76.0591874792257,76.5571681816928,86.5794432876534,94.0319094775811,106.737996983267,113.017697729161,120.337026720789,129.691942694988,1,2,3,3,4,7
"B182X7I_1_1#v9","B182X7I_1_1","v9",466,472,324,-0.097080089,28.3019433961698,36.4005494464026,41.2310562561766,43.9658958739612,50.2195181179589,65.3681879816169,67.0074622710038,74.2428447730823,88.4816365128946,91.9238815542512,112.361025271221,122.482651832821,0,1,4,5,8,9
"B182X7I_1_1#v10","B182X7I_1_1","v10",442,487,309,0.107962008,14.142135623731,18.1107702762748,28.3019433961698,56.2227711874824,63.0634601017102,64.6606526413088,72.4430811050993,81.4002456998749,93.9201788754685,104.694794521982,106.569226327303,115.741090369842,1,3,3,4,7,8
"B182X7I_1_1#v11","B182X7I_1_1","v11",424,485,309,0.345120572,18.1107702762748,25.6124969497314,43.9658958739612,55.1089829338194,55.5427763079953,70.2139587261678,70.7106781186548,74.2495791233863,87.7097486029917,99.3629709700752,107.967587728911,109.489725545368,0,2,3,5,8,9
"B182X7I_1_1#v12","B182X7I_1_1","v12",347,443,299,0.282394357,50.5667875190821,67.0820393249937,79.0759128938769,87.7097486029917,88.5268320906153,90.7964757025293,91.3947482079797,104.694794521982,113.017697729161,122.482651832821,122.80065146407,126.763559432512,0,0,0,1,2,5
"B182X7I_1_1#v13","B182X7I_1_1","v13",437,431,272,-0.270798143,16.2788205960997,24,39.0128184062623,44.9110231457712,48.1040538832228,50.2195181179589,52.4976189936268,55.5427763079953,56.2227711874824,62.2655603042324,70.3491293478462,90.7964757025293,0,2,4,9,11,11
"B182X7I_1_1#v14","B182X7I_1_1","v14",413,431,266,-0.099589582,21.9317121994613,24,26.4007575648882,54.4518135602479,55.1089829338194,63.0079360080935,63.0634601017102,64.0312423743285,67.0074622710038,67.0820393249937,67.6017751246223,76.5571681816928,0,3,3,5,11,13
"B182X7I_1_1#v15","B182X7I_1_1","v15",393,422,106,-0.049167486,21.9317121994613,41.5932686861708,44.9110231457712,46.8401537145215,50.5667875190821,65.8634952003004,70.2139587261678,72.6704891960967,81.4002456998749,82.5651258098721,83.6002392341075,88.4816365128946,0,1,3,5,8,12
"B182X7I_1_1#v16","B182X7I_1_1","v16",360,365,93,0.179153832,47.5394572960189,59.3632883186233,65.8634952003004,79.0759128938769,84.6463230152379,86.9770084562581,89.3084542470644,94.3663075467086,101.414989030222,116.760438505514,117.456374880208,133.958948935859,0,0,0,2,3,7
"B183X1I_1_1#v0","B183X1I_1_1","v0",320,328,88,-0.249609118,26.4007575648882,32.8937684067971,42.6380112106557,53.3385414123783,64.2028036770981,74.5452882481515,92.5418824100742,99.8248466064436,107.912001186152,115.676272415738,125.031995905048,138.003623140844,0,1,3,4,6,6
"B183X1I_1_1#v1","B183X1I_1_1","v1",341,312,86,-0.075088994,16.2788205960997,18.0277563773199,26.4007575648882,27.3130005674953,37.8021163428716,90.7964757025293,91.0823802938856,101.074230147946,108.558739860041,117.515956363381,119.774788666063,139.269522868429,0,4,5,5,5,5
"B183X1I_1_1#v2","B183X1I_1_1","v2",353,301,75,0.019423772,13,16.2788205960997,21.6333076527839,22.3606797749979,42.6380112106557,84.5990543682375,103.812330674155,106.569226327303,117.1537451386,121.202310209006,126.384334472275,142.298981022353,1,4,5,5,5,6
"B183X1I_1_1#v3","B183X1I_1_1","v3",366,301,74,0.087897651,13,13,27.3130005674953,35.2278299076171,53.3385414123783,73.4982993000518,103.16006979447,107.563934476199,109.288608738514,123.628475684205,124.326183887386,136.565002837477,2,3,4,5,6,6
"B183X1I_1_1#v4","B183X1I_1_1","v4",371,289,69,0.118204638,13,21.6333076527839,37.8021163428716,40.7921561087423,64.2028036770981,77.1038261048049,114.127122105133,116.846052564903,120.552892955748,134.836938559135,137.266164804004,145.838952272704,1,2,4,4,5,6
"B183X1I_1_1#v5","B183X1I_1_1","v5",386,423,62,-0.12198609,21.0237960416286,29.6141857899217,35.1283361405006,51.0881590977792,52.8015151297763,56.0802995712398,58.1377674149945,60.7453701939498,60.9590026165127,90.785461391128,114.982607380421,115.676272415738,0,2,3,7,9,9
"B183X1I_1_1#v6","B183X1I_1_1","v6",427,342,64,-0.153149415,49.0102030193714,72.1110255092798,73.4982993000518,77.1038261048049,84.2140130857092,84.5990543682375,86.6833317310773,90.785461391128,91.0823802938856,106.023582282434,107.912001186152,114.908659377786,0,0,0,1,3,7
"B183X1I_1_1#v7","B183X1I_1_1","v7",330,420,62,-0.175583901,18.0277563773199,47.8852795752515,56.0802995712398,59.7745765355138,69.7710541700496,91.1975876873944,92.5418824100742,102.200782775867,107.782187767738,108.558739860041,114.214710085873,121.202310209006,0,1,1,4,5,5
"B183X1I_1_1#v8","B183X1I_1_1","v8",387,402,56,-0.267090157,21.0237960416286,41.6173040933696,42.4499705535822,50.2493781056044,58,59.7745765355138,62.2414652783817,68.9637585982667,72.1110255092798,77.5241897732572,99.8248466064436,101.074230147946,0,1,3,6,9,10
"B183X1I_1_1#v9","B183X1I_1_1","v9",428,391,51,0.576252595,35.6931365951495,39.3954312071844,42.4499705535822,49.0102030193714,52.8015151297763,70.8307842678591,78.0256368125246,85.9825563704639,94.3663075467086,99.6092365195116,102.200782775867,103.276328362312,0,0,3,5,6,8
"B183X1I_1_1#v10","B183X1I_1_1","v10",331,297,312,-0.00025052,18.0277563773199,22.3606797749979,32.8937684067971,35.2278299076171,40.7921561087423,105.019045891686,106.023582282434,119,123.00406497348,135.074053763112,137.480907765406,157.29272074702,0,2,5,5,5,5
"B183X1I_1_1#v11","B183X1I_1_1","v11",329,402,261,-0.181430505,18.0277563773199,58,60.7453701939498,64.621977685614,74.5452882481515,80.4300938703916,90.7964757025293,95.0789145920377,99.6092365195116,103.812330674155,105.019045891686,107.563934476199,0,1,1,2,5,6
"B183X1I_1_1#v12","B183X1I_1_1","v12",444,427,243,0.217764981,23.0217288664427,39.3954312071844,45.6946386351835,57.0701322935211,57.6974869470066,58.1377674149945,61.3269924258479,62.2414652783817,77.1038261048049,86.6833317310773,97.4987179402888,98.8433103452125,0,1,2,6,8,10
"B183X1I_1_1#v13","B183X1I_1_1","v13",392,452,244,-0.170810278,29.6141857899217,38.0131556174964,38.9486841883009,40.2616442783948,50.2493781056044,57.6974869470066,69.7710541700496,70.8307842678591,80.4300938703916,108,108.903627120496,111.570605447851,0,1,4,6,8,9
"B183X1I_1_1#v14","B183X1I_1_1","v14",353,462,241,-0.057121187,40.2616442783948,47.8852795752515,51.0881590977792,64.621977685614,68.9637585982667,73.3348484691964,76.9415362466854,97.4987179402888,103.276328362312,138.003623140844,140.982268388617,147.339743450299,0,0,1,3,6,7
"B183X1I_1_1#v15","B183X1I_1_1","v15",421,426,238,-0.157846641,23.0217288664427,35.1283361405006,35.6931365951495,38.9486841883009,41.6173040933696,43.2897216438267,76.9415362466854,79.9061950038919,83.168503653727,84.2140130857092,91.1975876873944,95.0789145920377,0,1,6,6,6,10
"B183X1I_1_1#v16","B183X1I_1_1","v16",500,438,231,-0.051548631,14,41.7731971484108,42,57.0701322935211,79.9061950038919,80.2309167341368,81.6884324736373,85.9825563704639,108.903627120496,113.718951806636,114.982607380421,118.511602807489,1,1,3,4,4,8
"B183X1I_1_1#v17","B183X1I_1_1","v17",426,469,228,0.140105396,38.0131556174964,43.2897216438267,45.6946386351835,60.9590026165127,73.3348484691964,74.8131004570724,75.9275970909129,77.5241897732572,78.0256368125246,80.2309167341368,107.782187767738,117.277448812634,0,0,2,3,6,10
"B183X1I_1_1#v18","B183X1I_1_1","v18",541,446,221,0.12695878,41.4366987102013,41.7731971484108,53.2634959423431,56.0892146495206,73.5730929076656,77.0584193972339,98.8433103452125,117.277448812634,121.655250605964,125.674181914982,126.003968191482,149.12075643585,0,0,2,4,5,6
"B183X1I_1_1#v19","B183X1I_1_1","v19",500,452,220,0.237189764,14,28,41.4366987102013,61.3269924258479,71.449282711585,75.9275970909129,83.168503653727,94.3663075467086,108,108.811764069884,117.630778285277,118.038129432824,1,2,3,3,5,7
