@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN1_arff/abalone-19_vs_10-11-12-13/KBN1abalone-19_vs_10-11-12-13-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute Class {' negative'}
@data
348,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,' negativ
349,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,' negativ
350,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
351,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
352,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
353,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
354,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
355,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
356,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
357,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
358,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
359,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
360,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
361,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
362,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
363,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
364,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
365,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
366,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
367,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,' negativ
368,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
369,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
370,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
371,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
373,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
374,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
375,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
376,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
377,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
378,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
379,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
380,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
381,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,' negativ
382,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
383,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
384,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
385,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
386,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
387,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
388,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,' negativ
389,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
390,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
391,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
392,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
393,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
394,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
395,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
396,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
397,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
398,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
399,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
400,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
401,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
402,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
403,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
404,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,' negativ
405,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
406,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
407,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
408,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
409,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
410,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
411,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
412,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
413,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
416,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
418,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
419,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
420,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
421,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
422,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
423,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,' negativ
424,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
426,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,' negativ
427,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
428,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
429,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
430,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,' negativ
431,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
432,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
433,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
435,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
436,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
437,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,' negativ
438,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
439,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
440,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,' negativ
441,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
442,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
443,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
444,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
445,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
447,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
449,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
450,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
451,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
452,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
453,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
454,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
455,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
456,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
457,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
458,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
459,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,' negativ
460,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
461,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,' negativ
462,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
463,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
464,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
465,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
466,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
467,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
468,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
469,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
470,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
471,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,' negativ
472,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
473,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
474,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
476,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
477,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
478,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
479,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
480,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
481,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
482,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
483,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
484,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
487,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
488,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
489,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
490,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
491,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
492,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
494,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
495,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,' negativ
496,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,' negativ
497,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
498,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
499,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
500,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,' negativ
501,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
502,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
504,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
505,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
506,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,' negativ
507,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
510,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
511,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,' negativ
512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
513,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
514,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
515,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,' negativ
516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
517,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
518,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
519,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
520,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
521,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
522,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
523,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
524,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
525,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
526,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
527,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
528,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
529,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,' negativ
530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
531,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
532,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
533,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,' negativ
534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
535,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
537,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
538,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
544,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,' negativ
545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
547,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,' negativ
548,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
550,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
551,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,' negativ
552,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
553,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,' negativ
554,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
555,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
557,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
558,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
559,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
560,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
561,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,' negativ
562,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,' negativ
563,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
564,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
565,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
566,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
567,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,' negativ
568,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
569,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
570,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,' negativ
571,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
572,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
573,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,' negativ
574,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
575,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
576,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
577,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
578,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
579,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
580,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
582,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
583,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,' negativ
584,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
585,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
586,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
587,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
588,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
589,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
590,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
591,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
592,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
593,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
594,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
595,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
596,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
597,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
598,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
599,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
600,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,' negativ
601,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
602,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
603,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,' negativ
604,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
605,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,' negativ
606,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
607,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
608,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
609,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
610,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
611,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,' negativ
612,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
613,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
614,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
615,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
616,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
617,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,' negativ
618,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
619,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,' negativ
620,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
621,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
622,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
623,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
624,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
625,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
626,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
627,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
628,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
629,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
630,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
631,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
632,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
633,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
634,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,' negativ
635,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
636,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
637,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,' negativ
638,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
639,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
640,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
641,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
642,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
643,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
644,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
645,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
646,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
647,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
648,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
649,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
650,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
651,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
652,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
654,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
657,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
658,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
661,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
662,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
663,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
664,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
665,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,' negativ
666,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
667,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
668,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,' negativ
669,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
670,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
671,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
672,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
673,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
675,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
676,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,' negativ
677,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
679,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
680,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
681,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,' negativ
682,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
683,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
684,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
685,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
686,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
687,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
688,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
689,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
690,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
691,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
692,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
693,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
694,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
695,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
696,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
697,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
698,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
699,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,' negativ
700,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
